ダウンロードした時刻：2017/07/24 15:37:28

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,-2.1,2.2,-4.4
1995/1/2,-0.9,4.4,-6.6
1995/1/3,4.5,9.6,-1.8
1995/1/4,5.2,7.0,3.3
1995/1/5,4.0,8.9,0.8
1995/1/6,0.3,3.9,-2.3
1995/1/7,0.9,4.2,-2.5
1995/1/8,2.7,7.4,-1.0
1995/1/9,5.9,13.9,-1.9
1995/1/10,1.5,6.9,-1.4
1995/1/11,-0.6,3.9,-4.8
1995/1/12,-1.7,4.9,-6.0
1995/1/13,-1.5,5.4,-5.1
1995/1/14,-4.3,0.3,-8.0
1995/1/15,-3.9,0.8,-8.1
1995/1/16,-2.8,1.2,-6.0
1995/1/17,-2.9,4.1,-7.9
1995/1/18,-1.1,4.5,-7.7
1995/1/19,-1.4,1.5,-5.0
1995/1/20,-0.8,4.5,-4.7
1995/1/21,-1.8,4.7,-8.5
1995/1/22,-0.4,3.6,-5.3
1995/1/23,3.6,5.4,1.1
1995/1/24,2.9,7.4,-0.4
1995/1/25,0.4,4.9,-2.6
1995/1/26,0.7,6.4,-4.5
1995/1/27,-0.6,3.7,-5.8
1995/1/28,-1.7,3.9,-7.2
1995/1/29,0.5,6.5,-2.3
1995/1/30,-1.1,4.5,-4.7
1995/1/31,-0.2,3.5,-4.8
1995/2/1,2.9,7.0,-0.5
1995/2/2,-0.4,3.1,-2.0
1995/2/3,-2.1,1.8,-5.1
1995/2/4,-1.4,5.2,-6.9
1995/2/5,-1.5,5.2,-6.4
1995/2/6,-1.0,5.7,-5.5
1995/2/7,0.7,7.5,-3.4
1995/2/8,2.7,10.8,-2.9
1995/2/9,0.1,6.1,-4.3
1995/2/10,-1.0,2.9,-4.8
1995/2/11,-0.2,6.8,-7.1
1995/2/12,4.0,12.3,-3.5
1995/2/13,3.4,6.8,-1.0
1995/2/14,1.4,8.0,-3.2
1995/2/15,1.1,7.5,-3.8
1995/2/16,-0.4,0.9,-1.8
1995/2/17,0.5,5.3,-3.8
1995/2/18,1.6,6.8,-1.7
1995/2/19,2.1,6.8,-1.8
1995/2/20,3.5,7.8,-0.2
1995/2/21,3.0,6.6,-0.7
1995/2/22,2.8,6.8,0.0
1995/2/23,1.5,6.1,-2.6
1995/2/24,1.8,6.5,-2.9
1995/2/25,-0.1,7.2,-4.5
1995/2/26,0.0,3.2,-2.1
1995/2/27,1.7,5.4,0.1
1995/2/28,0.9,2.7,-1.3
1995/3/1,1.7,4.3,-0.7
1995/3/2,1.3,5.4,-2.2
1995/3/3,-0.8,4.9,-5.8
1995/3/4,-0.8,0.3,-1.9
1995/3/5,-0.9,4.1,-4.9
1995/3/6,-1.6,3.3,-6.6
1995/3/7,0.9,7.3,-4.3
1995/3/8,1.9,6.0,-2.5
1995/3/9,4.8,9.9,-0.6
1995/3/10,1.0,5.4,-2.9
1995/3/11,1.0,2.2,0.2
1995/3/12,2.0,3.8,0.5
1995/3/13,1.6,4.4,-0.2
1995/3/14,2.4,6.2,-0.1
1995/3/15,2.9,10.1,-1.2
1995/3/16,6.5,12.7,-2.0
1995/3/17,10.7,15.3,5.8
1995/3/18,2.3,6.9,-0.1
1995/3/19,3.5,11.2,-2.5
1995/3/20,5.6,11.4,-1.5
1995/3/21,11.2,17.7,6.1
1995/3/22,6.6,13.4,2.3
1995/3/23,1.3,2.3,0.4
1995/3/24,1.7,3.9,0.3
1995/3/25,0.9,2.7,-0.6
1995/3/26,0.0,3.4,-2.1
1995/3/27,3.3,10.3,-4.1
1995/3/28,3.4,8.3,-0.4
1995/3/29,4.5,9.6,-2.3
1995/3/30,8.9,13.0,3.8
1995/3/31,7.5,9.3,5.9
1995/4/1,7.2,14.3,2.9
1995/4/2,5.1,9.3,-0.1
1995/4/3,4.1,9.8,0.1
1995/4/4,6.5,11.7,-0.2
1995/4/5,7.9,14.1,1.2
1995/4/6,11.9,19.0,3.7
1995/4/7,12.6,17.7,7.2
1995/4/8,9.0,14.4,0.8
1995/4/9,12.0,21.8,4.0
1995/4/10,6.9,11.7,1.3
1995/4/11,5.0,12.0,0.6
1995/4/12,5.7,8.7,0.8
1995/4/13,8.2,13.5,2.1
1995/4/14,5.4,8.2,2.3
1995/4/15,5.0,7.7,2.9
1995/4/16,7.1,13.0,0.9
1995/4/17,10.4,19.3,3.9
1995/4/18,10.3,16.3,3.5
1995/4/19,10.3,12.2,8.1
1995/4/20,9.6,14.3,5.1
1995/4/21,12.3,21.3,2.4
1995/4/22,15.8,22.7,9.4
1995/4/23,13.9,24.6,9.4
1995/4/24,10.9,18.9,6.6
1995/4/25,14.2,19.3,8.0
1995/4/26,11.0,17.8,8.8
1995/4/27,13.9,19.7,8.0
1995/4/28,12.8,20.4,7.8
1995/4/29,15.8,24.1,9.0
1995/4/30,14.2,17.6,11.7
1995/5/1,11.0,14.3,9.0
