ダウンロードした時刻：2017/07/24 15:41:41

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,3.1,6.5,0.8
2010/1/2,6.1,10.3,2.8
2010/1/3,7.5,11.0,4.3
2010/1/4,5.8,8.4,2.8
2010/1/5,6.7,9.4,4.3
2010/1/6,4.8,7.9,2.5
2010/1/7,5.1,9.2,2.4
2010/1/8,5.7,9.3,3.0
2010/1/9,5.5,9.6,2.1
2010/1/10,6.8,10.5,3.6
2010/1/11,5.0,7.7,2.0
2010/1/12,6.0,7.7,3.3
2010/1/13,2.5,5.4,0.7
2010/1/14,2.2,5.7,-0.3
2010/1/15,4.1,8.1,0.0
2010/1/16,3.3,6.5,0.3
2010/1/17,4.4,9.9,-0.6
2010/1/18,5.0,9.4,-0.6
2010/1/19,9.1,15.1,3.8
2010/1/20,7.5,11.9,2.2
2010/1/21,8.5,17.1,4.8
2010/1/22,6.2,9.1,3.7
2010/1/23,5.4,8.8,3.2
2010/1/24,5.9,11.4,2.4
2010/1/25,5.0,10.0,0.5
2010/1/26,5.2,8.1,1.5
2010/1/27,4.1,8.4,-0.5
2010/1/28,7.3,11.9,4.5
2010/1/29,8.1,12.3,4.4
2010/1/30,6.9,12.4,2.2
2010/1/31,5.9,7.1,4.7
2010/2/1,5.6,7.5,3.8
2010/2/2,6.7,11.3,3.6
2010/2/3,4.7,8.4,2.4
2010/2/4,3.6,7.8,1.0
2010/2/5,4.3,8.8,1.5
2010/2/6,2.6,5.7,1.2
2010/2/7,4.2,8.0,1.0
2010/2/8,4.9,8.0,2.0
2010/2/9,8.7,13.7,4.0
2010/2/10,11.0,13.6,7.9
2010/2/11,8.0,11.2,6.0
2010/2/12,5.5,7.2,3.6
2010/2/13,4.9,9.7,2.5
2010/2/14,4.9,8.2,-0.3
2010/2/15,5.7,8.2,2.9
2010/2/16,6.3,9.4,2.7
2010/2/17,4.3,7.6,2.0
2010/2/18,5.9,10.9,2.1
2010/2/19,4.9,10.3,1.8
2010/2/20,5.3,10.4,1.1
2010/2/21,6.7,12.5,2.8
2010/2/22,6.5,10.8,1.6
2010/2/23,9.8,14.7,6.4
2010/2/24,10.3,15.0,5.8
2010/2/25,12.1,15.3,9.7
2010/2/26,13.2,14.3,11.9
2010/2/27,14.0,17.1,10.1
2010/2/28,10.6,14.9,7.8
2010/3/1,9.4,12.2,4.6
2010/3/2,12.4,18.2,8.9
2010/3/3,9.8,12.9,7.7
2010/3/4,8.8,10.6,6.4
2010/3/5,13.7,18.6,9.9
2010/3/6,11.4,13.3,10.0
2010/3/7,7.8,10.6,6.5
2010/3/8,8.0,12.0,5.4
2010/3/9,7.4,9.4,5.5
2010/3/10,7.0,12.2,4.5
2010/3/11,6.6,10.9,3.5
2010/3/12,6.9,11.4,1.3
2010/3/13,10.7,15.6,7.3
2010/3/14,11.4,17.9,5.8
2010/3/15,10.8,12.6,7.6
2010/3/16,12.1,17.8,5.8
2010/3/17,7.5,12.4,4.5
2010/3/18,7.5,11.8,3.3
2010/3/19,9.6,15.4,6.4
2010/3/20,10.9,15.8,5.1
2010/3/21,11.4,16.8,6.0
2010/3/22,9.0,13.9,3.6
2010/3/23,8.9,10.2,7.1
2010/3/24,8.6,9.5,8.1
2010/3/25,8.2,10.2,6.1
2010/3/26,6.5,11.5,3.6
2010/3/27,7.6,13.3,1.8
2010/3/28,9.2,14.7,6.5
2010/3/29,5.9,9.7,1.1
2010/3/30,6.0,11.3,1.4
2010/3/31,8.4,12.5,2.9
2010/4/1,12.3,15.6,9.1
2010/4/2,11.4,13.8,7.9
2010/4/3,9.4,15.1,6.0
2010/4/4,9.9,14.9,2.7
2010/4/5,13.7,16.0,11.9
2010/4/6,17.8,24.8,11.6
2010/4/7,11.2,17.1,7.2
2010/4/8,10.6,14.8,6.3
2010/4/9,12.1,13.7,8.3
2010/4/10,14.7,18.6,10.7
2010/4/11,16.6,20.1,12.5
2010/4/12,14.2,16.7,12.3
2010/4/13,15.2,19.2,10.6
2010/4/14,9.8,12.9,7.8
2010/4/15,8.4,10.4,6.4
2010/4/16,8.6,9.6,7.4
2010/4/17,11.0,15.4,7.8
2010/4/18,13.0,19.0,6.1
2010/4/19,14.3,17.3,10.7
2010/4/20,13.7,15.4,12.2
2010/4/21,16.8,21.6,13.5
2010/4/22,12.7,13.8,10.7
2010/4/23,12.1,14.8,9.1
2010/4/24,11.6,16.4,7.5
2010/4/25,11.8,16.7,5.7
2010/4/26,13.6,18.3,7.3
2010/4/27,13.7,15.0,12.7
2010/4/28,17.0,20.8,12.8
2010/4/29,15.3,20.0,11.6
2010/4/30,14.2,20.0,8.7
2010/5/1,14.2,19.9,8.6
