ダウンロードした時刻：2017/07/24 15:44:25

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,2.5,6.7,-0.3
2011/1/2,4.5,9.6,0.3
2011/1/3,4.2,7.3,0.9
2011/1/4,5.7,9.8,1.9
2011/1/5,5.0,9.2,0.5
2011/1/6,4.7,8.3,1.6
2011/1/7,3.4,7.2,0.5
2011/1/8,3.7,9.4,-1.5
2011/1/9,4.9,9.2,2.1
2011/1/10,2.8,6.2,-0.4
2011/1/11,3.3,7.9,-1.8
2011/1/12,3.4,7.7,0.2
2011/1/13,2.8,7.6,-1.4
2011/1/14,3.5,8.7,-1.8
2011/1/15,2.8,7.3,-2.6
2011/1/16,-0.9,3.2,-3.8
2011/1/17,1.9,7.4,-2.5
2011/1/18,3.8,7.8,-0.1
2011/1/19,4.0,8.5,1.1
2011/1/20,3.2,7.8,-0.5
2011/1/21,3.4,8.0,-1.7
2011/1/22,4.6,9.2,0.7
2011/1/23,4.8,8.6,1.1
2011/1/24,3.5,8.7,-0.3
2011/1/25,3.7,7.9,-0.3
2011/1/26,2.4,6.8,-0.6
2011/1/27,2.1,6.4,-1.5
2011/1/28,3.2,7.4,-0.6
2011/1/29,1.9,7.7,-2.0
2011/1/30,-0.5,3.6,-3.1
2011/1/31,0.2,5.4,-4.3
2011/2/1,4.4,8.6,0.8
2011/2/2,4.9,10.5,-0.7
2011/2/3,6.1,12.0,0.2
2011/2/4,6.2,12.1,0.5
2011/2/5,6.3,12.5,1.4
2011/2/6,6.2,12.2,0.9
2011/2/7,7.6,12.9,3.6
2011/2/8,5.8,10.5,1.3
2011/2/9,7.0,10.7,4.2
2011/2/10,4.0,7.7,0.8
2011/2/11,2.9,5.8,0.8
2011/2/12,3.1,6.8,1.0
2011/2/13,3.4,7.2,-0.1
2011/2/14,1.1,2.0,0.7
2011/2/15,4.0,8.1,1.0
2011/2/16,4.3,9.6,-1.3
2011/2/17,9.1,13.3,4.5
2011/2/18,7.9,10.9,2.6
2011/2/19,4.8,9.2,0.1
2011/2/20,6.5,11.2,1.8
2011/2/21,7.5,13.2,2.0
2011/2/22,7.3,13.0,1.2
2011/2/23,9.4,14.5,3.5
2011/2/24,11.8,15.5,8.3
2011/2/25,12.5,19.5,7.7
2011/2/26,7.7,10.5,4.4
2011/2/27,10.3,17.5,4.1
2011/2/28,11.2,13.9,9.5
2011/3/1,9.2,10.4,8.3
2011/3/2,7.3,10.4,2.7
2011/3/3,3.5,7.6,0.9
2011/3/4,3.7,9.3,-0.2
2011/3/5,5.8,11.2,0.2
2011/3/6,6.8,12.0,1.5
2011/3/7,7.8,12.6,4.7
2011/3/8,6.3,12.1,2.0
2011/3/9,5.2,12.2,0.8
2011/3/10,4.6,9.2,-0.2
2011/3/11,5.8,10.7,1.0
2011/3/12,6.6,12.9,0.5
2011/3/13,,16.9,3.2
2011/3/14,13.4,17.9,
2011/3/15,12.8,17.7,8.6
2011/3/16,4.8,8.6,0.9
2011/3/17,3.2,9.6,-1.3
2011/3/18,5.6,11.2,-0.3
2011/3/19,11.2,17.1,4.8
2011/3/20,11.5,15.0,7.8
2011/3/21,11.2,13.1,9.2
2011/3/22,9.9,16.2,5.0
2011/3/23,6.2,10.7,2.0
2011/3/24,6.7,12.5,1.3
2011/3/25,5.2,11.5,0.5
2011/3/26,5.1,9.6,1.8
2011/3/27,5.8,11.1,-0.1
2011/3/28,7.3,13.6,1.0
2011/3/29,9.0,15.9,3.5
2011/3/30,9.5,14.8,3.9
2011/3/31,11.4,17.8,3.7
2011/4/1,12.4,19.7,5.2
2011/4/2,12.2,20.7,7.4
2011/4/3,8.4,12.8,5.4
2011/4/4,8.8,15.5,2.7
2011/4/5,10.3,17.0,2.1
2011/4/6,12.9,20.4,5.1
2011/4/7,16.5,22.9,9.9
2011/4/8,15.0,16.6,13.1
2011/4/9,16.7,21.8,13.3
2011/4/10,14.7,21.2,7.5
2011/4/11,11.9,20.9,6.9
2011/4/12,10.9,16.8,4.0
2011/4/13,13.9,20.8,5.6
2011/4/14,15.5,22.8,7.9
2011/4/15,12.9,15.6,10.5
2011/4/16,13.0,18.0,8.4
2011/4/17,11.5,18.1,4.4
2011/4/18,11.3,15.8,8.3
2011/4/19,10.4,14.3,7.7
2011/4/20,11.7,17.8,7.6
2011/4/21,13.4,20.7,6.3
2011/4/22,13.7,16.3,11.2
2011/4/23,14.3,18.7,9.8
2011/4/24,12.9,17.6,7.3
2011/4/25,14.0,19.7,9.9
2011/4/26,16.5,23.1,10.4
2011/4/27,17.0,25.4,12.6
2011/4/28,13.2,18.4,10.9
2011/4/29,14.5,20.1,7.7
2011/4/30,18.0,25.5,11.4
2011/5/1,18.9,23.2,15.7
