ダウンロードした時刻：2017/07/24 15:44:46

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,5.6,10.8,1.7
2006/1/2,6.5,9.4,4.7
2006/1/3,6.4,9.1,4.8
2006/1/4,5.2,6.9,3.8
2006/1/5,3.1,6.7,0.6
2006/1/6,2.7,5.3,0.1
2006/1/7,2.9,6.3,0.3
2006/1/8,2.6,7.6,-1.4
2006/1/9,3.8,8.0,-0.6
2006/1/10,5.6,9.3,0.9
2006/1/11,6.1,10.4,2.9
2006/1/12,5.8,10.3,1.8
2006/1/13,7.7,12.3,3.2
2006/1/14,10.4,12.6,8.7
2006/1/15,8.7,11.7,5.8
2006/1/16,7.3,11.4,3.3
2006/1/17,6.9,10.2,4.0
2006/1/18,5.1,8.3,3.0
2006/1/19,3.5,7.0,1.8
2006/1/20,4.0,8.0,1.2
2006/1/21,5.1,8.3,2.8
2006/1/22,4.5,7.9,0.6
2006/1/23,2.8,6.9,0.1
2006/1/24,3.8,7.9,0.1
2006/1/25,4.2,8.5,0.5
2006/1/26,5.1,8.7,0.8
2006/1/27,5.7,9.8,0.8
2006/1/28,4.7,7.6,2.2
2006/1/29,6.1,12.4,-0.5
2006/1/30,8.9,10.8,6.8
2006/1/31,8.5,9.8,7.1
2006/2/1,8.2,10.3,7.1
2006/2/2,8.2,11.3,6.0
2006/2/3,6.2,10.2,0.1
2006/2/4,1.2,4.3,-1.9
2006/2/5,2.1,6.0,-1.0
2006/2/6,2.5,6.2,0.2
2006/2/7,6.7,10.1,4.9
2006/2/8,5.3,8.4,2.6
2006/2/9,3.4,6.3,1.3
2006/2/10,5.5,9.4,0.0
2006/2/11,8.4,11.6,6.3
2006/2/12,4.1,7.1,0.7
2006/2/13,5.6,11.0,-0.1
2006/2/14,9.3,15.3,2.0
2006/2/15,12.0,15.3,9.8
2006/2/16,9.3,10.7,8.0
2006/2/17,6.9,10.7,2.3
2006/2/18,4.5,8.8,0.7
2006/2/19,5.8,8.6,2.4
2006/2/20,5.5,6.7,4.4
2006/2/21,7.4,11.3,4.7
2006/2/22,10.3,16.6,5.5
2006/2/23,9.0,13.2,5.1
2006/2/24,7.3,12.9,3.6
2006/2/25,10.2,17.1,3.2
2006/2/26,11.7,13.6,10.8
2006/2/27,5.9,11.3,3.3
2006/2/28,5.0,8.7,1.6
2006/3/1,6.8,8.7,4.5
2006/3/2,6.3,9.2,4.4
2006/3/3,4.7,8.8,2.2
2006/3/4,5.3,10.2,0.4
2006/3/5,8.8,14.7,1.7
2006/3/6,10.2,11.7,8.5
2006/3/7,10.2,15.2,5.7
2006/3/8,11.4,17.1,6.2
2006/3/9,10.4,14.1,5.8
2006/3/10,10.8,13.5,9.5
2006/3/11,13.1,17.7,9.6
2006/3/12,10.3,14.4,5.3
2006/3/13,3.6,6.5,1.7
2006/3/14,4.4,8.7,1.7
2006/3/15,7.0,12.0,1.1
2006/3/16,8.8,12.3,5.9
2006/3/17,9.7,13.8,7.1
2006/3/18,7.0,9.1,4.1
2006/3/19,7.4,10.6,4.1
2006/3/20,7.4,10.9,3.3
2006/3/21,9.2,13.2,4.1
2006/3/22,8.0,11.6,6.7
2006/3/23,10.5,13.8,7.5
2006/3/24,9.0,14.8,5.8
2006/3/25,9.9,16.4,3.8
2006/3/26,11.8,17.1,7.6
2006/3/27,13.0,19.3,7.9
2006/3/28,13.0,20.0,7.9
2006/3/29,7.2,10.1,4.7
2006/3/30,6.3,11.9,2.5
2006/3/31,6.6,11.7,2.9
2006/4/1,9.3,14.7,3.2
2006/4/2,11.6,14.7,8.7
2006/4/3,13.6,18.2,9.6
2006/4/4,13.6,21.0,7.8
2006/4/5,11.9,13.6,10.8
2006/4/6,10.2,15.3,7.0
2006/4/7,12.4,18.1,6.9
2006/4/8,15.0,19.1,10.6
2006/4/9,12.7,17.1,7.9
2006/4/10,12.4,15.4,10.4
2006/4/11,15.1,17.6,12.3
2006/4/12,16.3,19.2,14.4
2006/4/13,14.8,17.2,12.3
2006/4/14,11.2,12.7,9.9
2006/4/15,10.9,14.0,8.8
2006/4/16,11.2,16.4,8.1
2006/4/17,11.4,15.5,7.1
2006/4/18,15.3,22.0,9.1
2006/4/19,18.0,23.4,14.4
2006/4/20,13.9,17.9,10.1
2006/4/21,11.3,13.5,8.5
2006/4/22,13.3,16.8,9.1
2006/4/23,16.0,21.5,12.0
2006/4/24,15.6,18.9,11.8
2006/4/25,13.8,18.6,10.3
2006/4/26,12.9,16.5,8.2
2006/4/27,13.4,18.4,9.7
2006/4/28,16.0,21.4,11.7
2006/4/29,15.9,19.3,12.7
2006/4/30,18.1,23.7,13.6
2006/5/1,22.1,28.5,15.9
