ダウンロードした時刻：2017/07/24 15:44:44

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,5.5,7.3,4.1
1998/1/2,7.7,12.2,3.5
1998/1/3,7.7,12.7,2.6
1998/1/4,8.0,11.4,5.4
1998/1/5,6.2,8.9,2.8
1998/1/6,6.9,10.2,4.3
1998/1/7,6.7,9.9,3.3
1998/1/8,5.7,6.7,4.5
1998/1/9,6.8,10.2,3.9
1998/1/10,5.1,8.2,1.2
1998/1/11,4.9,6.8,3.7
1998/1/12,5.5,7.9,4.2
1998/1/13,6.2,9.7,3.0
1998/1/14,5.7,7.9,4.2
1998/1/15,6.6,9.1,4.4
1998/1/16,8.0,11.3,5.4
1998/1/17,8.0,11.9,3.1
1998/1/18,9.8,11.1,7.7
1998/1/19,4.3,8.7,0.5
1998/1/20,3.7,6.5,0.3
1998/1/21,6.8,10.1,4.2
1998/1/22,5.5,7.9,1.6
1998/1/23,4.5,6.4,2.3
1998/1/24,2.2,4.9,-1.0
1998/1/25,2.4,5.6,-0.8
1998/1/26,5.0,8.1,0.9
1998/1/27,5.7,8.5,1.9
1998/1/28,5.3,8.4,2.8
1998/1/29,3.9,6.5,1.4
1998/1/30,5.6,9.5,0.3
1998/1/31,7.7,11.7,4.8
1998/2/1,4.6,6.4,2.9
1998/2/2,5.2,9.7,0.0
1998/2/3,5.7,8.8,1.6
1998/2/4,5.0,7.9,1.5
1998/2/5,4.3,8.0,1.2
1998/2/6,5.9,9.8,1.1
1998/2/7,4.8,9.6,1.5
1998/2/8,4.5,8.8,2.2
1998/2/9,4.7,7.8,2.3
1998/2/10,4.9,9.9,1.5
1998/2/11,5.2,10.9,-0.1
1998/2/12,11.2,17.2,4.9
1998/2/13,14.0,19.8,9.5
1998/2/14,11.4,17.1,6.8
1998/2/15,6.3,9.8,4.1
1998/2/16,7.1,11.5,1.8
1998/2/17,6.3,8.7,4.2
1998/2/18,6.9,11.0,3.5
1998/2/19,10.9,18.0,3.9
1998/2/20,11.9,13.3,10.4
1998/2/21,9.6,12.4,6.0
1998/2/22,7.4,13.0,3.9
1998/2/23,10.1,16.4,3.6
1998/2/24,9.3,11.3,8.5
1998/2/25,10.7,13.7,8.8
1998/2/26,10.1,12.0,8.6
1998/2/27,10.6,14.6,6.1
1998/2/28,9.6,13.8,5.9
1998/3/1,7.8,10.7,6.3
1998/3/2,8.5,12.5,5.6
1998/3/3,9.3,14.8,3.3
1998/3/4,10.5,15.6,6.1
1998/3/5,7.3,9.4,5.8
1998/3/6,9.5,11.9,6.4
1998/3/7,7.8,10.5,4.6
1998/3/8,7.7,12.4,3.6
1998/3/9,10.6,16.6,6.0
1998/3/10,8.3,12.1,6.2
1998/3/11,11.0,15.5,7.0
1998/3/12,11.3,15.5,9.0
1998/3/13,10.6,13.8,7.8
1998/3/14,12.2,16.2,7.1
1998/3/15,7.3,11.9,3.9
1998/3/16,7.8,12.0,3.3
1998/3/17,9.1,13.4,5.5
1998/3/18,8.4,13.6,4.2
1998/3/19,12.3,17.4,4.4
1998/3/20,13.6,19.3,7.3
1998/3/21,9.0,13.2,6.4
1998/3/22,8.3,11.7,5.8
1998/3/23,8.4,12.3,5.6
1998/3/24,10.1,14.2,6.7
1998/3/25,11.3,14.4,8.8
1998/3/26,13.0,19.0,7.8
1998/3/27,13.1,15.2,11.2
1998/3/28,15.7,19.8,12.5
1998/3/29,16.2,22.1,10.1
1998/3/30,17.2,23.6,11.3
1998/3/31,15.0,21.0,9.9
1998/4/1,8.5,10.9,6.3
1998/4/2,8.5,11.9,6.4
1998/4/3,9.0,13.2,4.8
1998/4/4,12.3,18.6,5.4
1998/4/5,16.1,22.1,9.1
1998/4/6,15.0,17.6,13.5
1998/4/7,16.0,20.7,13.2
1998/4/8,14.8,18.4,11.6
1998/4/9,15.2,16.4,13.8
1998/4/10,17.1,21.9,12.5
1998/4/11,19.6,25.8,12.8
1998/4/12,20.8,27.5,14.7
1998/4/13,22.2,27.2,18.4
1998/4/14,20.8,24.7,16.9
1998/4/15,17.7,21.6,15.1
1998/4/16,17.0,22.6,12.5
1998/4/17,18.4,22.9,14.5
1998/4/18,16.9,20.7,14.1
1998/4/19,18.3,22.3,13.8
1998/4/20,20.4,27.6,13.8
1998/4/21,20.8,24.1,17.0
1998/4/22,21.0,24.7,19.2
1998/4/23,20.4,24.3,18.1
1998/4/24,21.8,25.3,18.9
1998/4/25,20.7,26.0,16.1
1998/4/26,16.9,21.8,13.4
1998/4/27,19.1,25.7,12.9
1998/4/28,21.2,27.7,15.7
1998/4/29,23.4,27.6,19.6
1998/4/30,22.0,28.6,17.4
1998/5/1,22.4,27.8,18.8
