ダウンロードした時刻：2017/07/24 15:39:46

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,-5.7,1.9,-11.3
1981/1/2,-0.7,3.4,-5.1
1981/1/3,-2.9,-1.1,-4.3
1981/1/4,-3.7,-1.2,-7.0
1981/1/5,-4.3,-1.8,-6.4
1981/1/6,-4.0,-2.1,-5.9
1981/1/7,-4.0,-2.4,-5.4
1981/1/8,-2.4,1.2,-5.5
1981/1/9,-1.2,2.7,-5.0
1981/1/10,-0.8,2.2,-3.4
1981/1/11,-3.7,-1.7,-6.2
1981/1/12,-3.7,-1.6,-6.1
1981/1/13,-4.4,-2.2,-5.2
1981/1/14,-3.9,-1.6,-6.0
1981/1/15,-3.7,-0.1,-6.6
1981/1/16,-4.6,-0.2,-9.4
1981/1/17,-5.1,-0.4,-9.9
1981/1/18,-4.5,0.8,-8.5
1981/1/19,-3.2,0.8,-6.2
1981/1/20,-3.8,0.3,-7.2
1981/1/21,-4.1,-0.9,-8.3
1981/1/22,-5.1,-1.4,-8.9
1981/1/23,-4.1,0.7,-8.2
1981/1/24,-3.0,-0.2,-7.7
1981/1/25,-0.8,2.6,-5.2
1981/1/26,-4.2,-0.8,-8.6
1981/1/27,-4.8,-1.1,-9.2
1981/1/28,-5.0,-0.5,-10.8
1981/1/29,-5.6,-0.1,-13.0
1981/1/30,-5.0,-0.4,-12.4
1981/1/31,-7.8,2.7,-16.7
1981/2/1,-3.6,-0.4,-8.6
1981/2/2,-3.9,0.0,-10.9
1981/2/3,-4.0,2.9,-11.3
1981/2/4,-4.5,-1.2,-8.1
1981/2/5,-6.7,1.5,-12.3
1981/2/6,-5.5,2.0,-12.0
1981/2/7,-5.4,3.4,-13.8
1981/2/8,-2.1,1.5,-6.9
1981/2/9,0.0,3.5,-2.4
1981/2/10,-1.1,2.0,-3.3
1981/2/11,-3.4,-0.5,-8.3
1981/2/12,-3.4,3.8,-10.9
1981/2/13,-0.7,3.2,-6.4
1981/2/14,2.8,8.0,0.6
1981/2/15,2.6,9.7,-1.1
1981/2/16,2.7,6.8,0.5
1981/2/17,-2.6,0.6,-9.3
1981/2/18,-2.9,5.1,-13.4
1981/2/19,0.5,4.8,-3.8
1981/2/20,-3.2,0.8,-9.9
1981/2/21,-2.8,1.6,-8.5
1981/2/22,-4.6,2.8,-12.0
1981/2/23,-3.0,-0.3,-7.0
1981/2/24,0.5,3.5,-1.8
1981/2/25,-5.8,-1.7,-9.5
1981/2/26,-7.9,-4.8,-9.9
1981/2/27,-7.6,-4.0,-9.9
1981/2/28,-8.4,-0.1,-16.8
1981/3/1,-3.3,1.8,-10.6
1981/3/2,-2.0,3.7,-7.8
1981/3/3,-1.7,7.7,-12.3
1981/3/4,1.6,5.5,-2.1
1981/3/5,-0.7,4.4,-5.1
1981/3/6,-1.7,3.3,-7.0
1981/3/7,0.2,5.6,-6.7
1981/3/8,1.9,7.1,-2.4
1981/3/9,0.6,3.2,-2.5
1981/3/10,-0.7,2.3,-3.2
1981/3/11,-2.0,3.0,-6.2
1981/3/12,0.1,11.2,-8.9
1981/3/13,1.5,7.8,-4.9
1981/3/14,3.6,8.1,1.4
1981/3/15,1.6,5.3,-2.1
1981/3/16,-0.5,3.1,-3.5
1981/3/17,-0.2,6.2,-5.6
1981/3/18,1.9,13.4,-6.8
1981/3/19,4.5,15.1,-5.0
1981/3/20,6.7,14.6,1.7
1981/3/21,3.1,6.6,0.3
1981/3/22,5.8,12.6,1.9
1981/3/23,3.1,7.4,-2.0
1981/3/24,4.3,14.1,-4.3
1981/3/25,7.4,11.1,4.0
1981/3/26,4.2,11.9,-0.1
1981/3/27,1.1,6.0,-1.9
1981/3/28,2.2,11.1,-3.7
1981/3/29,4.2,12.6,-3.5
1981/3/30,4.0,10.1,-0.9
1981/3/31,1.1,3.2,-1.1
1981/4/1,4.2,6.2,1.5
1981/4/2,3.9,9.7,1.2
1981/4/3,4.8,12.7,-3.0
1981/4/4,3.8,6.7,2.0
1981/4/5,5.6,10.2,1.8
1981/4/6,7.9,15.3,2.8
1981/4/7,5.7,13.5,-0.3
1981/4/8,8.2,18.8,-2.4
1981/4/9,9.5,15.1,5.5
1981/4/10,9.9,16.8,6.2
1981/4/11,10.0,18.8,3.4
1981/4/12,11.2,21.3,1.0
1981/4/13,7.7,12.9,4.7
1981/4/14,6.6,13.6,1.4
1981/4/15,9.0,17.4,-1.5
1981/4/16,6.4,9.1,4.1
1981/4/17,7.2,14.1,2.1
1981/4/18,7.5,14.2,1.7
1981/4/19,7.0,14.3,1.1
1981/4/20,6.7,12.4,2.5
1981/4/21,5.5,12.3,0.9
1981/4/22,8.1,19.2,-1.0
1981/4/23,11.2,23.0,-0.1
1981/4/24,12.4,22.7,1.6
1981/4/25,7.5,12.0,0.9
1981/4/26,9.1,20.0,-1.4
1981/4/27,12.4,23.3,1.1
1981/4/28,13.0,24.3,3.1
1981/4/29,13.9,21.9,4.7
1981/4/30,13.1,21.0,7.0
1981/5/1,14.9,25.2,4.6
