ダウンロードした時刻：2017/07/24 15:41:38

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,4.3,6.9,2.5
1999/1/2,6.6,11.6,1.0
1999/1/3,5.7,9.0,2.8
1999/1/4,5.6,9.6,1.6
1999/1/5,5.7,9.8,2.0
1999/1/6,6.4,12.0,0.2
1999/1/7,9.3,13.9,2.7
1999/1/8,2.5,6.4,0.3
1999/1/9,2.4,6.0,-0.7
1999/1/10,4.0,7.5,0.6
1999/1/11,4.7,7.2,2.8
1999/1/12,5.4,9.3,3.7
1999/1/13,5.9,9.6,3.3
1999/1/14,6.6,10.5,4.9
1999/1/15,5.0,7.6,3.0
1999/1/16,7.2,10.9,4.5
1999/1/17,4.8,9.0,0.8
1999/1/18,4.2,10.0,-1.1
1999/1/19,4.5,6.3,2.3
1999/1/20,9.2,14.4,4.6
1999/1/21,4.5,6.9,1.5
1999/1/22,6.0,12.7,0.6
1999/1/23,8.5,14.2,2.6
1999/1/24,7.6,8.6,6.5
1999/1/25,8.1,9.3,7.0
1999/1/26,8.3,11.9,4.4
1999/1/27,7.3,12.2,1.6
1999/1/28,7.5,14.3,3.8
1999/1/29,5.3,10.7,2.6
1999/1/30,3.4,7.6,1.0
1999/1/31,5.2,11.6,-0.5
1999/2/1,6.2,10.8,3.5
1999/2/2,6.2,12.9,1.7
1999/2/3,1.3,5.3,-2.8
1999/2/4,0.4,5.7,-3.9
1999/2/5,3.1,9.1,-2.5
1999/2/6,3.7,6.8,0.9
1999/2/7,4.7,11.0,-1.3
1999/2/8,7.8,12.6,2.6
1999/2/9,8.0,11.7,3.6
1999/2/10,8.0,11.9,3.6
1999/2/11,4.5,6.1,2.8
1999/2/12,3.8,8.6,0.4
1999/2/13,1.1,4.5,-1.2
1999/2/14,2.7,6.8,0.0
1999/2/15,5.8,10.7,1.2
1999/2/16,6.4,11.0,1.9
1999/2/17,7.0,12.9,0.8
1999/2/18,6.9,9.1,3.8
1999/2/19,5.5,10.9,1.1
1999/2/20,3.9,9.2,-1.2
1999/2/21,3.9,8.4,1.7
1999/2/22,5.0,10.8,0.5
1999/2/23,6.7,12.7,1.2
1999/2/24,5.7,9.2,3.9
1999/2/25,9.1,12.4,5.1
1999/2/26,7.5,11.6,1.5
1999/2/27,8.4,15.2,1.9
1999/2/28,4.4,8.9,1.1
1999/3/1,6.3,12.0,0.1
1999/3/2,10.5,16.8,5.1
1999/3/3,9.8,13.4,5.7
1999/3/4,9.1,13.2,3.8
1999/3/5,11.8,15.0,9.5
1999/3/6,9.9,14.6,5.9
1999/3/7,7.4,9.1,5.1
1999/3/8,9.8,15.2,6.6
1999/3/9,7.3,8.9,5.5
1999/3/10,8.4,12.4,5.5
1999/3/11,8.2,10.0,6.2
1999/3/12,6.7,10.6,4.2
1999/3/13,8.4,10.7,4.2
1999/3/14,11.9,16.3,6.5
1999/3/15,13.6,17.8,12.0
1999/3/16,12.5,15.9,9.4
1999/3/17,11.6,15.4,6.4
1999/3/18,13.9,17.8,10.0
1999/3/19,14.0,15.9,10.6
1999/3/20,6.6,10.6,3.2
1999/3/21,6.5,9.0,5.1
1999/3/22,4.8,8.9,2.4
1999/3/23,6.4,12.0,1.7
1999/3/24,8.4,11.9,2.2
1999/3/25,12.3,17.1,8.2
1999/3/26,13.4,14.4,12.0
1999/3/27,12.5,15.9,8.2
1999/3/28,9.2,14.5,6.3
1999/3/29,5.4,8.4,3.5
1999/3/30,6.5,9.5,3.9
1999/3/31,11.5,18.7,7.3
1999/4/1,12.1,17.1,6.9
1999/4/2,12.6,17.5,8.6
1999/4/3,9.4,13.2,6.8
1999/4/4,9.6,14.3,5.2
1999/4/5,12.0,17.2,6.7
1999/4/6,10.3,14.7,6.1
1999/4/7,9.0,12.6,5.6
1999/4/8,8.5,13.2,4.7
1999/4/9,8.8,14.1,2.0
1999/4/10,11.7,13.6,9.7
1999/4/11,17.3,24.5,12.5
1999/4/12,15.8,20.9,11.8
1999/4/13,17.4,25.1,12.7
1999/4/14,14.1,19.6,11.2
1999/4/15,13.7,18.9,8.4
1999/4/16,13.9,18.6,9.0
1999/4/17,15.1,19.6,11.2
1999/4/18,13.3,14.6,12.0
1999/4/19,15.3,18.9,12.9
1999/4/20,18.9,24.8,15.0
1999/4/21,17.0,21.6,13.4
1999/4/22,16.5,18.5,15.3
1999/4/23,15.2,16.3,13.0
1999/4/24,15.3,19.5,13.0
1999/4/25,17.2,21.6,14.5
1999/4/26,17.7,22.1,14.7
1999/4/27,18.5,23.7,13.9
1999/4/28,16.7,23.1,12.8
1999/4/29,12.6,16.6,9.9
1999/4/30,13.1,17.8,7.6
1999/5/1,15.0,20.1,9.4
