ダウンロードした時刻：2017/07/24 15:45:37

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,5.4,11.7,-1.5
1988/1/2,8.9,11.8,4.3
1988/1/3,7.9,12.3,3.2
1988/1/4,7.1,9.5,1.8
1988/1/5,6.3,9.3,4.2
1988/1/6,3.8,8.5,-0.2
1988/1/7,4.6,7.0,-0.2
1988/1/8,9.5,12.4,5.9
1988/1/9,6.9,10.5,3.3
1988/1/10,3.8,6.5,2.3
1988/1/11,3.8,7.7,-1.0
1988/1/12,3.0,7.4,-2.4
1988/1/13,6.1,12.2,1.0
1988/1/14,4.8,12.6,-1.8
1988/1/15,6.6,10.0,1.3
1988/1/16,10.1,13.6,7.7
1988/1/17,7.2,11.1,2.4
1988/1/18,6.7,10.1,4.2
1988/1/19,3.9,8.5,-0.4
1988/1/20,4.4,11.4,-1.6
1988/1/21,7.3,15.2,-0.2
1988/1/22,11.7,16.3,7.1
1988/1/23,4.7,12.4,0.3
1988/1/24,2.6,4.8,-0.1
1988/1/25,6.4,8.5,4.6
1988/1/26,6.6,9.5,4.4
1988/1/27,5.3,9.9,1.8
1988/1/28,6.4,11.7,2.0
1988/1/29,6.6,14.1,-0.1
1988/1/30,8.2,11.5,2.7
1988/1/31,6.2,9.6,1.1
1988/2/1,4.9,9.6,0.4
1988/2/2,4.3,11.8,-0.1
1988/2/3,0.5,2.7,-0.7
1988/2/4,4.0,8.9,-1.2
1988/2/5,7.6,12.1,-1.4
1988/2/6,8.3,12.0,3.3
1988/2/7,2.1,5.4,0.0
1988/2/8,4.1,7.7,1.0
1988/2/9,4.4,8.7,0.5
1988/2/10,4.0,7.5,2.2
1988/2/11,3.0,6.8,-1.4
1988/2/12,5.6,10.5,0.7
1988/2/13,5.2,11.3,-0.6
1988/2/14,5.2,11.2,-2.1
1988/2/15,5.4,8.4,3.2
1988/2/16,4.3,8.7,0.5
1988/2/17,2.6,5.6,-0.3
1988/2/18,3.6,7.5,1.4
1988/2/19,4.4,9.7,1.2
1988/2/20,5.9,9.8,-1.0
1988/2/21,4.4,8.4,-1.6
1988/2/22,3.4,8.2,-3.4
1988/2/23,6.9,9.1,3.3
1988/2/24,7.0,10.7,2.8
1988/2/25,5.9,10.2,-0.4
1988/2/26,6.4,8.5,3.7
1988/2/27,3.6,5.3,2.1
1988/2/28,6.0,11.1,0.3
1988/2/29,4.9,7.3,1.7
1988/3/1,7.0,8.1,5.5
1988/3/2,9.4,13.7,6.4
1988/3/3,4.9,8.6,0.8
1988/3/4,3.0,7.2,-1.6
1988/3/5,4.3,9.7,-1.2
1988/3/6,5.8,10.7,-0.3
1988/3/7,4.6,7.5,1.2
1988/3/8,3.2,8.5,-2.3
1988/3/9,5.6,10.7,-0.2
1988/3/10,6.7,14.0,-0.2
1988/3/11,8.9,14.9,-0.2
1988/3/12,12.3,14.6,8.1
1988/3/13,10.1,16.3,2.9
1988/3/14,10.7,13.6,6.5
1988/3/15,8.9,11.9,4.3
1988/3/16,3.9,5.0,2.0
1988/3/17,3.9,5.2,1.2
1988/3/18,8.6,13.2,5.2
1988/3/19,10.3,15.4,3.3
1988/3/20,9.0,11.7,7.1
1988/3/21,8.2,10.1,5.7
1988/3/22,11.0,14.1,8.3
1988/3/23,10.5,14.3,8.0
1988/3/24,8.1,13.3,1.3
1988/3/25,6.9,8.3,5.6
1988/3/26,7.8,8.8,6.9
1988/3/27,7.5,12.5,2.9
1988/3/28,8.2,13.1,1.1
1988/3/29,9.8,14.5,6.5
1988/3/30,8.0,10.1,6.3
1988/3/31,9.6,15.3,5.1
1988/4/1,8.6,12.5,3.9
1988/4/2,9.7,12.0,7.7
1988/4/3,13.2,18.6,9.0
1988/4/4,10.5,13.0,8.1
1988/4/5,14.1,21.6,5.4
1988/4/6,12.1,16.1,8.8
1988/4/7,6.8,9.2,5.1
1988/4/8,8.5,13.3,4.6
1988/4/9,8.9,15.5,2.5
1988/4/10,10.0,16.2,2.0
1988/4/11,11.2,17.6,3.4
1988/4/12,14.2,19.8,7.4
1988/4/13,16.3,21.6,12.8
1988/4/14,15.3,20.3,8.6
1988/4/15,13.8,20.0,7.0
1988/4/16,13.7,20.8,5.5
1988/4/17,15.9,22.2,9.6
1988/4/18,14.6,17.9,12.2
1988/4/19,13.9,19.9,9.3
1988/4/20,15.6,21.6,9.1
1988/4/21,15.9,19.6,11.8
1988/4/22,15.2,17.4,11.7
1988/4/23,12.9,18.8,7.3
1988/4/24,12.7,17.9,7.0
1988/4/25,15.1,21.7,7.7
1988/4/26,17.9,24.5,11.0
1988/4/27,15.5,19.4,11.3
1988/4/28,15.3,20.4,8.3
1988/4/29,17.6,21.3,14.5
1988/4/30,19.6,26.7,15.1
1988/5/1,18.9,25.5,12.9
