ダウンロードした時刻：2017/07/24 15:37:08

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,4.6,8.8,1.5
1997/1/2,5.2,9.5,0.5
1997/1/3,0.6,1.8,-1.5
1997/1/4,1.3,2.4,0.0
1997/1/5,1.7,3.6,-0.2
1997/1/6,1.9,4.3,0.4
1997/1/7,1.3,2.6,-0.5
1997/1/8,0.1,3.3,-1.9
1997/1/9,1.1,3.0,-1.6
1997/1/10,0.2,1.9,-1.1
1997/1/11,0.9,3.4,-1.0
1997/1/12,0.4,2.4,-2.1
1997/1/13,2.7,4.9,0.5
1997/1/14,2.9,6.8,0.1
1997/1/15,0.6,1.5,-0.8
1997/1/16,2.9,4.1,1.4
1997/1/17,3.0,6.1,-0.1
1997/1/18,2.5,5.9,-0.5
1997/1/19,-0.8,0.8,-1.9
1997/1/20,0.1,1.9,-1.3
1997/1/21,-3.0,-0.5,-4.8
1997/1/22,-3.2,2.3,-8.5
1997/1/23,2.3,4.1,0.5
1997/1/24,0.0,2.6,-1.9
1997/1/25,-1.9,0.6,-4.1
1997/1/26,0.3,1.9,-1.7
1997/1/27,0.5,3.0,-1.4
1997/1/28,1.9,4.2,0.3
1997/1/29,1.3,4.6,-0.6
1997/1/30,-1.1,0.8,-2.6
1997/1/31,-0.7,1.8,-2.6
1997/2/1,-0.5,2.4,-3.4
1997/2/2,1.2,3.6,-0.6
1997/2/3,1.1,3.7,-2.5
1997/2/4,1.9,4.1,0.5
1997/2/5,1.7,4.0,-0.4
1997/2/6,0.9,3.2,-0.6
1997/2/7,0.7,2.1,-1.9
1997/2/8,0.2,5.1,-2.6
1997/2/9,2.4,4.7,-0.6
1997/2/10,1.6,3.7,-1.5
1997/2/11,0.3,5.8,-4.3
1997/2/12,0.7,3.1,-1.2
1997/2/13,-0.6,0.8,-2.2
1997/2/14,0.4,2.5,-1.3
1997/2/15,0.5,3.2,-2.6
1997/2/16,3.4,4.6,1.5
1997/2/17,1.1,4.4,-1.9
1997/2/18,-1.2,-0.1,-2.4
1997/2/19,-0.9,2.7,-3.4
1997/2/20,3.7,5.4,0.8
1997/2/21,0.4,5.0,-2.4
1997/2/22,-1.0,1.1,-2.5
1997/2/23,1.6,4.2,-1.7
1997/2/24,3.7,7.3,0.6
1997/2/25,6.0,10.4,1.7
1997/2/26,3.2,6.2,-0.1
1997/2/27,1.3,4.4,-2.0
1997/2/28,3.7,10.2,-4.1
1997/3/1,4.2,7.8,-0.5
1997/3/2,0.0,3.8,-1.8
1997/3/3,-1.8,0.3,-3.8
1997/3/4,0.8,4.8,-3.2
1997/3/5,3.5,8.4,-0.5
1997/3/6,6.3,13.6,-1.1
1997/3/7,6.9,10.3,2.8
1997/3/8,2.1,6.1,-1.1
1997/3/9,0.7,1.6,-0.5
1997/3/10,2.8,5.2,0.7
1997/3/11,3.5,7.9,0.5
1997/3/12,2.3,4.3,0.2
1997/3/13,2.9,6.9,-2.4
1997/3/14,6.1,11.6,2.7
1997/3/15,6.8,11.6,2.5
1997/3/16,3.9,7.1,0.2
1997/3/17,1.9,5.0,-1.1
1997/3/18,2.9,6.2,0.3
1997/3/19,2.8,7.0,-1.4
1997/3/20,4.4,9.2,-0.9
1997/3/21,5.0,11.6,-0.9
1997/3/22,3.6,9.3,0.4
1997/3/23,2.5,5.9,-0.6
1997/3/24,2.2,6.4,-1.5
1997/3/25,7.8,10.3,3.8
1997/3/26,4.8,9.4,-0.6
1997/3/27,4.5,9.5,0.2
1997/3/28,5.7,11.2,-1.1
1997/3/29,10.8,17.7,2.4
1997/3/30,6.4,11.8,1.1
1997/3/31,3.8,6.5,1.0
1997/4/1,7.8,10.7,4.3
1997/4/2,7.6,11.5,5.4
1997/4/3,10.0,14.8,5.7
1997/4/4,9.8,13.7,7.7
1997/4/5,9.6,12.0,7.3
1997/4/6,12.1,18.6,9.1
1997/4/7,11.6,15.6,9.3
1997/4/8,8.8,9.6,7.6
1997/4/9,9.3,15.1,6.6
1997/4/10,10.1,12.9,5.9
1997/4/11,7.3,10.2,4.8
1997/4/12,4.8,8.5,0.3
1997/4/13,8.3,13.2,4.7
1997/4/14,7.2,12.4,1.1
1997/4/15,5.3,10.0,-0.1
1997/4/16,5.2,9.7,0.0
1997/4/17,7.5,12.8,-0.1
1997/4/18,10.7,13.7,7.8
1997/4/19,9.9,13.6,6.9
1997/4/20,9.2,13.0,6.2
1997/4/21,13.2,17.7,6.9
1997/4/22,10.9,12.3,7.8
1997/4/23,7.1,9.2,5.1
1997/4/24,7.1,9.4,5.3
1997/4/25,9.1,13.7,1.8
1997/4/26,11.6,14.2,9.5
1997/4/27,13.0,16.4,9.0
1997/4/28,15.0,22.6,7.5
1997/4/29,14.6,18.3,12.1
1997/4/30,12.5,15.6,9.0
1997/5/1,10.7,15.1,5.2
