ダウンロードした時刻：2017/07/24 15:47:20

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,6.1,11.8,1.0
1996/1/2,5.3,12.4,-2.1
1996/1/3,8.1,12.6,4.2
1996/1/4,3.1,7.6,-1.3
1996/1/5,4.4,12.4,-2.6
1996/1/6,5.1,9.4,0.3
1996/1/7,8.9,16.8,1.7
1996/1/8,5.9,12.4,-0.3
1996/1/9,0.8,4.5,-2.3
1996/1/10,4.1,8.6,-1.1
1996/1/11,4.2,10.5,-1.4
1996/1/12,5.6,13.4,-2.4
1996/1/13,8.0,13.1,3.3
1996/1/14,10.4,13.1,6.7
1996/1/15,13.3,18.0,10.6
1996/1/16,7.9,10.7,2.3
1996/1/17,4.8,9.9,-0.8
1996/1/18,5.5,7.3,3.2
1996/1/19,6.4,10.5,2.3
1996/1/20,6.6,10.8,2.2
1996/1/21,4.4,9.4,-0.8
1996/1/22,4.6,6.7,2.6
1996/1/23,5.7,10.4,2.1
1996/1/24,3.9,8.5,-0.8
1996/1/25,1.6,5.4,-2.0
1996/1/26,2.7,7.6,-1.0
1996/1/27,2.8,9.0,-2.3
1996/1/28,3.3,9.4,-2.4
1996/1/29,5.5,11.1,1.6
1996/1/30,2.8,7.2,-0.9
1996/1/31,2.0,7.7,-4.1
1996/2/1,2.6,5.3,0.0
1996/2/2,-0.4,2.4,-3.7
1996/2/3,0.2,6.5,-5.8
1996/2/4,3.8,10.0,-2.9
1996/2/5,4.0,9.9,1.0
1996/2/6,2.3,6.8,-1.3
1996/2/7,2.5,9.5,-4.3
1996/2/8,6.0,13.0,-0.1
1996/2/9,3.2,6.2,0.1
1996/2/10,1.4,5.5,-2.2
1996/2/11,2.3,9.1,-5.2
1996/2/12,10.0,16.2,2.6
1996/2/13,13.9,18.9,9.8
1996/2/14,13.0,20.6,5.9
1996/2/15,12.5,18.2,6.7
1996/2/16,8.6,14.4,5.3
1996/2/17,6.7,9.2,4.1
1996/2/18,6.4,10.4,3.9
1996/2/19,5.5,10.5,1.3
1996/2/20,4.3,8.8,0.0
1996/2/21,2.7,7.8,-1.6
1996/2/22,3.3,9.5,-3.0
1996/2/23,4.2,10.0,-1.5
1996/2/24,7.2,13.0,0.9
1996/2/25,6.1,7.6,2.8
1996/2/26,7.0,12.7,2.3
1996/2/27,5.6,10.3,1.5
1996/2/28,5.0,12.0,-1.9
1996/2/29,6.2,9.5,0.7
1996/3/1,7.8,12.1,3.5
1996/3/2,5.6,11.2,1.0
1996/3/3,5.8,12.4,-1.7
1996/3/4,8.1,13.7,1.5
1996/3/5,6.7,11.2,3.0
1996/3/6,7.1,14.4,-1.1
1996/3/7,13.1,18.7,7.5
1996/3/8,11.4,16.4,6.7
1996/3/9,7.4,10.3,4.8
1996/3/10,7.2,11.1,3.8
1996/3/11,7.3,13.7,2.3
1996/3/12,7.1,12.6,1.1
1996/3/13,8.7,14.9,2.8
1996/3/14,8.7,14.4,2.0
1996/3/15,12.2,20.1,7.9
1996/3/16,10.7,16.9,3.8
1996/3/17,15.0,21.0,9.0
1996/3/18,9.5,13.6,6.4
1996/3/19,8.0,14.1,1.3
1996/3/20,12.0,17.1,7.0
1996/3/21,14.8,19.9,9.6
1996/3/22,13.2,15.7,8.5
1996/3/23,10.6,15.6,6.9
1996/3/24,9.1,10.1,7.6
1996/3/25,11.5,16.4,8.2
1996/3/26,12.1,16.7,7.4
1996/3/27,11.2,13.7,9.3
1996/3/28,11.6,15.7,8.8
1996/3/29,13.2,17.8,8.9
1996/3/30,15.4,19.6,12.3
1996/3/31,12.1,15.2,9.0
1996/4/1,8.6,12.0,6.5
1996/4/2,6.7,9.9,2.8
1996/4/3,6.1,11.5,0.9
1996/4/4,6.8,13.8,0.2
1996/4/5,9.0,16.8,0.7
1996/4/6,9.9,15.3,3.7
1996/4/7,15.2,20.7,10.9
1996/4/8,12.4,18.7,6.8
1996/4/9,11.2,18.5,4.2
1996/4/10,10.7,15.4,5.3
1996/4/11,8.5,14.8,2.5
1996/4/12,8.5,14.1,2.0
1996/4/13,11.3,17.3,4.3
1996/4/14,9.0,13.0,4.7
1996/4/15,14.2,21.1,8.0
1996/4/16,12.1,15.7,9.3
1996/4/17,14.8,20.8,6.9
1996/4/18,14.6,20.1,9.3
1996/4/19,9.8,12.2,8.4
1996/4/20,10.5,16.6,6.3
1996/4/21,11.0,17.9,3.4
1996/4/22,12.2,20.3,3.5
1996/4/23,14.7,22.3,5.8
1996/4/24,16.3,23.5,7.9
1996/4/25,16.8,23.4,9.4
1996/4/26,18.1,25.1,12.6
1996/4/27,18.5,26.6,10.7
1996/4/28,19.6,26.9,12.2
1996/4/29,17.4,21.3,14.7
1996/4/30,19.3,28.2,13.5
1996/5/1,18.1,20.4,16.7
