ダウンロードした時刻：2017/07/24 15:41:34

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,5.2,9.7,1.7
1983/1/2,5.4,10.9,0.7
1983/1/3,5.7,10.0,3.0
1983/1/4,3.8,8.1,-0.6
1983/1/5,4.9,7.4,0.0
1983/1/6,9.5,13.8,5.6
1983/1/7,7.6,8.7,6.0
1983/1/8,8.7,12.9,5.2
1983/1/9,4.9,8.3,3.3
1983/1/10,2.8,5.8,1.0
1983/1/11,2.7,7.0,0.0
1983/1/12,5.4,10.0,0.3
1983/1/13,5.8,9.6,2.3
1983/1/14,4.5,8.5,1.7
1983/1/15,3.9,8.4,0.8
1983/1/16,5.0,11.3,-1.6
1983/1/17,6.7,11.3,1.0
1983/1/18,5.8,7.9,4.4
1983/1/19,5.7,9.5,2.6
1983/1/20,2.7,6.1,0.8
1983/1/21,2.6,6.4,0.4
1983/1/22,0.0,2.7,-1.9
1983/1/23,1.4,5.7,-2.7
1983/1/24,4.6,9.8,-0.8
1983/1/25,4.3,8.5,-1.0
1983/1/26,7.7,12.8,2.1
1983/1/27,7.5,13.0,2.3
1983/1/28,8.2,14.4,2.8
1983/1/29,8.7,15.9,0.8
1983/1/30,7.2,11.8,3.3
1983/1/31,4.7,8.5,0.1
1983/2/1,4.1,8.5,-3.5
1983/2/2,6.8,9.1,5.1
1983/2/3,5.8,8.8,1.9
1983/2/4,4.7,8.9,1.8
1983/2/5,5.7,11.4,-0.3
1983/2/6,8.3,13.5,2.6
1983/2/7,6.2,9.2,3.4
1983/2/8,4.9,9.0,1.3
1983/2/9,4.3,9.1,1.0
1983/2/10,3.3,7.0,0.4
1983/2/11,3.2,8.0,-1.8
1983/2/12,3.5,7.8,0.6
1983/2/13,1.7,6.0,-1.2
1983/2/14,1.7,6.9,-1.7
1983/2/15,4.1,9.9,-2.3
1983/2/16,5.6,10.2,0.7
1983/2/17,5.9,7.3,3.8
1983/2/18,5.3,9.5,-0.1
1983/2/19,2.5,6.3,-0.9
1983/2/20,3.4,7.7,0.6
1983/2/21,2.1,6.9,-1.8
1983/2/22,4.0,9.1,0.2
1983/2/23,5.8,12.4,-1.9
1983/2/24,4.6,9.4,0.7
1983/2/25,5.8,10.5,2.9
1983/2/26,3.9,7.8,1.8
1983/2/27,4.9,9.7,1.3
1983/2/28,7.0,13.4,1.6
1983/3/1,6.3,11.3,-0.9
1983/3/2,8.4,13.5,6.0
1983/3/3,10.7,14.6,5.8
1983/3/4,6.1,9.5,3.5
1983/3/5,4.4,7.9,2.5
1983/3/6,4.3,10.6,0.4
1983/3/7,2.5,6.7,-0.4
1983/3/8,2.8,7.1,-1.0
1983/3/9,4.4,9.1,-0.9
1983/3/10,5.4,6.8,3.3
1983/3/11,9.2,14.5,5.2
1983/3/12,7.5,11.4,0.8
1983/3/13,9.3,11.8,6.0
1983/3/14,4.4,7.8,1.6
1983/3/15,6.4,12.5,0.5
1983/3/16,6.7,9.3,4.0
1983/3/17,8.5,13.1,5.7
1983/3/18,4.4,7.0,3.2
1983/3/19,7.7,14.1,1.9
1983/3/20,7.6,12.8,1.1
1983/3/21,9.7,11.9,7.5
1983/3/22,11.6,15.6,5.6
1983/3/23,11.4,13.1,10.4
1983/3/24,11.1,13.6,7.3
1983/3/25,9.0,13.6,5.3
1983/3/26,8.1,10.9,2.7
1983/3/27,8.8,10.3,6.9
1983/3/28,10.5,16.5,7.1
1983/3/29,8.6,10.6,6.4
1983/3/30,11.0,15.2,7.2
1983/3/31,11.7,15.0,9.3
1983/4/1,11.7,15.2,9.3
1983/4/2,12.7,17.7,8.8
1983/4/3,12.1,18.6,7.1
1983/4/4,11.1,16.0,5.7
1983/4/5,13.5,20.3,7.1
1983/4/6,12.5,17.1,6.1
1983/4/7,13.0,15.6,8.9
1983/4/8,15.0,21.7,12.0
1983/4/9,14.3,19.8,8.7
1983/4/10,13.2,14.2,12.6
1983/4/11,17.1,20.7,13.0
1983/4/12,16.5,22.0,12.2
1983/4/13,14.5,19.2,9.3
1983/4/14,14.0,17.6,8.3
1983/4/15,14.9,16.8,13.0
1983/4/16,14.8,16.3,12.5
1983/4/17,13.6,15.6,11.9
1983/4/18,15.2,18.8,12.1
1983/4/19,14.5,15.5,13.7
1983/4/20,14.7,19.0,11.2
1983/4/21,13.2,16.2,7.8
1983/4/22,15.1,17.9,13.1
1983/4/23,16.1,23.0,12.3
1983/4/24,15.7,21.4,10.0
1983/4/25,17.4,25.1,9.5
1983/4/26,18.0,24.8,11.5
1983/4/27,18.8,21.6,15.3
1983/4/28,18.6,20.5,17.1
1983/4/29,18.9,23.4,14.5
1983/4/30,14.6,19.6,10.2
1983/5/1,12.8,17.0,7.9
