ダウンロードした時刻：2017/07/24 15:44:56

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,5.1,10.1,2.0
1985/1/2,5.7,11.0,0.0
1985/1/3,5.2,8.0,3.8
1985/1/4,4.1,7.4,1.3
1985/1/5,3.6,7.1,0.6
1985/1/6,5.3,7.7,1.4
1985/1/7,5.3,8.1,3.1
1985/1/8,3.9,8.5,0.0
1985/1/9,4.0,9.7,-0.1
1985/1/10,6.0,11.2,1.4
1985/1/11,5.1,9.3,1.2
1985/1/12,5.9,11.0,0.3
1985/1/13,3.7,6.6,1.4
1985/1/14,-0.1,1.9,-1.5
1985/1/15,2.0,6.1,-1.9
1985/1/16,6.2,9.1,0.8
1985/1/17,3.4,6.1,1.5
1985/1/18,3.0,6.5,-0.6
1985/1/19,5.0,10.8,-0.7
1985/1/20,6.6,10.2,3.9
1985/1/21,4.5,6.8,1.9
1985/1/22,5.1,11.2,-1.1
1985/1/23,7.0,11.7,4.0
1985/1/24,5.3,8.8,0.5
1985/1/25,4.1,7.4,1.6
1985/1/26,4.0,8.3,0.2
1985/1/27,5.0,9.7,-1.1
1985/1/28,6.1,8.5,3.1
1985/1/29,3.2,5.7,0.3
1985/1/30,1.4,3.7,-0.5
1985/1/31,3.0,7.2,0.2
1985/2/1,5.6,10.2,-0.7
1985/2/2,8.4,12.3,3.6
1985/2/3,7.7,13.8,1.7
1985/2/4,7.7,12.6,2.9
1985/2/5,7.4,8.9,6.3
1985/2/6,7.3,9.4,3.7
1985/2/7,9.8,14.3,6.5
1985/2/8,7.2,9.3,3.7
1985/2/9,13.0,19.4,7.9
1985/2/10,9.1,12.9,5.7
1985/2/11,7.1,10.5,4.2
1985/2/12,6.7,10.2,2.7
1985/2/13,6.6,12.1,3.8
1985/2/14,4.0,7.5,0.9
1985/2/15,3.7,9.3,-1.5
1985/2/16,4.7,7.1,2.0
1985/2/17,5.6,8.7,2.9
1985/2/18,6.8,10.3,2.5
1985/2/19,6.8,10.9,5.8
1985/2/20,7.8,10.1,5.7
1985/2/21,4.2,7.3,0.8
1985/2/22,2.9,5.3,1.0
1985/2/23,3.6,7.3,1.3
1985/2/24,3.3,6.3,0.5
1985/2/25,5.2,9.3,2.3
1985/2/26,5.1,7.8,2.1
1985/2/27,6.5,9.8,3.2
1985/2/28,7.6,10.5,4.1
1985/3/1,9.5,13.7,7.7
1985/3/2,8.2,11.1,5.7
1985/3/3,7.3,9.7,3.9
1985/3/4,6.4,10.7,2.1
1985/3/5,7.5,10.3,4.1
1985/3/6,8.1,12.9,3.6
1985/3/7,9.3,13.8,3.9
1985/3/8,14.8,19.4,9.6
1985/3/9,10.1,18.8,7.4
1985/3/10,7.6,10.9,5.0
1985/3/11,6.4,8.7,5.3
1985/3/12,7.0,10.8,4.9
1985/3/13,7.1,11.4,2.6
1985/3/14,7.3,9.5,5.8
1985/3/15,7.4,11.4,5.0
1985/3/16,8.9,14.1,2.7
1985/3/17,11.0,14.8,8.7
1985/3/18,12.3,16.0,10.4
1985/3/19,8.1,10.7,7.0
1985/3/20,9.9,14.0,6.8
1985/3/21,9.5,12.0,7.5
1985/3/22,9.5,14.7,3.9
1985/3/23,10.1,15.2,5.7
1985/3/24,11.1,17.9,4.7
1985/3/25,13.9,17.7,6.7
1985/3/26,14.7,17.9,11.5
1985/3/27,13.7,19.2,10.7
1985/3/28,13.5,17.9,10.0
1985/3/29,13.2,18.0,8.6
1985/3/30,9.5,13.1,7.2
1985/3/31,7.7,11.2,4.8
1985/4/1,8.7,13.2,4.5
1985/4/2,11.0,16.3,3.2
1985/4/3,15.7,19.4,10.8
1985/4/4,15.8,19.5,12.1
1985/4/5,13.1,17.2,9.4
1985/4/6,12.5,17.0,6.4
1985/4/7,12.0,13.2,11.2
1985/4/8,16.3,23.1,11.2
1985/4/9,17.1,25.5,10.7
1985/4/10,16.6,21.2,11.6
1985/4/11,15.2,17.3,13.6
1985/4/12,14.3,17.1,11.8
1985/4/13,16.6,21.8,13.4
1985/4/14,16.0,19.7,12.8
1985/4/15,14.1,17.8,11.8
1985/4/16,13.0,17.5,10.5
1985/4/17,14.5,21.1,6.0
1985/4/18,14.6,19.5,10.2
1985/4/19,16.7,22.8,7.4
1985/4/20,18.0,21.8,14.4
1985/4/21,17.4,23.2,10.9
1985/4/22,17.7,23.6,13.3
1985/4/23,19.2,25.0,15.0
1985/4/24,17.1,20.5,12.2
1985/4/25,15.8,22.7,8.7
1985/4/26,18.4,23.6,11.2
1985/4/27,16.0,20.3,11.6
1985/4/28,15.0,21.0,8.6
1985/4/29,16.4,23.7,8.8
1985/4/30,17.4,22.8,10.2
1985/5/1,17.9,23.6,11.3
