ダウンロードした時刻：2017/07/24 15:46:25

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,2.5,4.7,1.0
1986/1/2,-0.2,3.4,-3.3
1986/1/3,5.1,10.2,-3.9
1986/1/4,0.8,7.9,-2.9
1986/1/5,-2.4,-1.1,-3.9
1986/1/6,1.2,3.9,-1.4
1986/1/7,4.2,7.8,2.7
1986/1/8,2.6,5.7,0.8
1986/1/9,1.9,3.6,0.2
1986/1/10,0.5,3.5,-1.7
1986/1/11,-0.5,3.4,-3.9
1986/1/12,1.0,7.8,-5.0
1986/1/13,5.2,9.3,1.6
1986/1/14,3.6,9.8,-0.3
1986/1/15,6.1,11.4,0.4
1986/1/16,7.6,11.9,4.9
1986/1/17,6.7,12.1,2.0
1986/1/18,8.5,10.2,4.5
1986/1/19,7.1,10.6,1.6
1986/1/20,6.5,12.5,0.7
1986/1/21,5.3,8.4,1.9
1986/1/22,2.5,5.7,1.0
1986/1/23,4.2,6.0,1.3
1986/1/24,3.7,7.4,-0.9
1986/1/25,2.3,6.7,-1.1
1986/1/26,0.6,4.8,-2.4
1986/1/27,1.3,6.4,-1.9
1986/1/28,3.7,7.1,-0.9
1986/1/29,6.1,12.3,0.5
1986/1/30,7.3,12.8,2.0
1986/1/31,5.3,9.2,0.1
1986/2/1,1.8,5.7,-2.1
1986/2/2,4.5,8.7,-1.8
1986/2/3,2.3,6.8,-1.5
1986/2/4,0.6,4.5,-2.4
1986/2/5,0.2,5.4,-3.9
1986/2/6,0.8,4.5,-2.0
1986/2/7,0.6,4.4,-2.3
1986/2/8,1.8,6.3,-1.7
1986/2/9,2.4,7.9,-0.9
1986/2/10,4.9,9.8,-0.7
1986/2/11,2.8,8.6,-1.2
1986/2/12,3.6,9.6,-1.8
1986/2/13,8.8,12.7,2.1
1986/2/14,9.6,11.0,8.1
1986/2/15,4.4,8.4,1.3
1986/2/16,3.7,8.0,0.4
1986/2/17,5.5,8.3,1.7
1986/2/18,6.6,8.5,4.2
1986/2/19,5.8,11.1,1.9
1986/2/20,4.6,8.6,1.2
1986/2/21,2.6,7.6,-1.0
1986/2/22,4.9,8.5,-1.0
1986/2/23,5.7,9.9,2.5
1986/2/24,2.4,8.2,-1.1
1986/2/25,3.1,8.6,-1.7
1986/2/26,4.1,9.0,-0.2
1986/2/27,0.1,3.2,-1.5
1986/2/28,3.0,7.4,-0.7
1986/3/1,2.3,5.5,-0.4
1986/3/2,2.8,5.0,0.2
1986/3/3,6.1,11.4,2.8
1986/3/4,8.4,13.2,0.5
1986/3/5,11.0,16.7,8.0
1986/3/6,7.8,12.7,3.2
1986/3/7,8.6,15.1,1.9
1986/3/8,9.0,13.1,4.4
1986/3/9,12.8,16.9,4.5
1986/3/10,8.1,13.6,5.4
1986/3/11,8.3,13.2,5.6
1986/3/12,8.3,14.5,3.2
1986/3/13,9.6,13.2,3.3
1986/3/14,9.7,10.4,9.0
1986/3/15,10.3,13.6,8.6
1986/3/16,7.9,11.4,4.2
1986/3/17,7.5,11.0,2.5
1986/3/18,8.8,10.0,7.8
1986/3/19,7.9,9.8,6.6
1986/3/20,7.1,12.7,2.6
1986/3/21,9.4,12.2,5.2
1986/3/22,7.3,9.4,5.1
1986/3/23,7.1,11.7,4.3
1986/3/24,8.3,13.3,2.1
1986/3/25,8.4,13.8,3.1
1986/3/26,9.3,16.8,4.0
1986/3/27,9.5,12.7,3.9
1986/3/28,10.7,11.6,10.0
1986/3/29,10.7,14.7,8.2
1986/3/30,11.5,15.9,7.0
1986/3/31,9.9,15.2,4.9
1986/4/1,9.8,15.5,3.5
1986/4/2,11.2,17.0,5.4
1986/4/3,11.3,13.9,9.0
1986/4/4,13.4,16.2,11.9
1986/4/5,13.4,16.7,10.0
1986/4/6,13.9,19.1,10.6
1986/4/7,8.7,14.2,4.1
1986/4/8,11.4,14.5,6.3
1986/4/9,16.0,17.8,13.1
1986/4/10,17.4,20.7,15.0
1986/4/11,13.3,17.7,9.7
1986/4/12,11.3,15.9,6.4
1986/4/13,12.6,18.0,6.3
1986/4/14,13.1,19.0,5.7
1986/4/15,14.9,19.4,11.6
1986/4/16,10.8,15.2,6.7
1986/4/17,12.3,17.3,5.8
1986/4/18,13.8,14.8,11.5
1986/4/19,14.3,18.7,11.1
1986/4/20,15.6,21.1,11.1
1986/4/21,13.5,15.8,10.5
1986/4/22,13.0,15.5,11.1
1986/4/23,13.8,19.5,9.8
1986/4/24,16.7,23.4,8.1
1986/4/25,18.4,20.9,16.0
1986/4/26,15.5,18.6,13.8
1986/4/27,17.1,21.4,15.4
1986/4/28,15.1,20.1,11.5
1986/4/29,14.0,20.4,9.9
1986/4/30,14.7,18.3,11.1
1986/5/1,15.3,19.0,13.2
