ダウンロードした時刻：2017/07/24 15:41:09

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,1.4,6.7,-2.2
1994/1/2,0.3,9.2,-4.7
1994/1/3,2.6,9.9,-3.8
1994/1/4,3.7,8.7,-1.1
1994/1/5,2.2,9.3,-2.1
1994/1/6,3.3,10.1,-1.7
1994/1/7,3.7,7.5,-3.8
1994/1/8,-0.2,9.1,-5.5
1994/1/9,0.9,11.6,-6.4
1994/1/10,2.0,11.6,-5.0
1994/1/11,3.2,11.4,-2.3
1994/1/12,2.6,8.6,-3.3
1994/1/13,1.0,3.8,-2.1
1994/1/14,1.6,5.9,-2.0
1994/1/15,-0.4,5.8,-5.3
1994/1/16,0.4,10.4,-6.8
1994/1/17,2.4,12.5,-3.5
1994/1/18,8.7,12.7,4.7
1994/1/19,0.7,4.9,-3.0
1994/1/20,-0.9,5.8,-6.8
1994/1/21,0.4,6.1,-2.9
1994/1/22,-0.7,6.2,-5.8
1994/1/23,-1.0,3.0,-4.6
1994/1/24,-1.4,4.3,-7.0
1994/1/25,0.9,8.3,-5.1
1994/1/26,4.4,12.6,-5.0
1994/1/27,4.9,9.3,-1.0
1994/1/28,2.4,10.6,-1.9
1994/1/29,1.0,5.5,-3.7
1994/1/30,-2.2,2.4,-6.1
1994/1/31,-1.6,7.3,-8.5
1994/2/1,-0.7,1.0,-2.7
1994/2/2,-0.6,3.3,-3.9
1994/2/3,-2.3,2.4,-5.7
1994/2/4,-0.1,6.8,-7.0
1994/2/5,1.3,10.1,-5.9
1994/2/6,2.8,12.0,-3.8
1994/2/7,4.0,12.4,-1.7
1994/2/8,3.6,12.9,-3.8
1994/2/9,2.9,7.5,0.3
1994/2/10,-0.3,2.2,-3.2
1994/2/11,-0.3,6.6,-7.0
1994/2/12,-2.2,-0.2,-3.4
1994/2/13,-2.5,1.0,-5.4
1994/2/14,-0.8,4.4,-6.0
1994/2/15,-1.5,4.0,-8.6
1994/2/16,2.3,9.1,-2.5
1994/2/17,0.2,8.2,-6.5
1994/2/18,0.7,9.7,-6.6
1994/2/19,2.1,14.4,-6.3
1994/2/20,3.0,11.9,-5.3
1994/2/21,4.1,7.6,2.0
1994/2/22,1.0,4.8,-1.5
1994/2/23,0.5,3.9,-3.2
1994/2/24,0.0,6.8,-6.3
1994/2/25,2.1,8.9,-4.1
1994/2/26,3.0,9.3,-0.6
1994/2/27,2.4,9.4,-3.2
1994/2/28,2.7,10.6,-3.5
1994/3/1,2.7,10.7,-3.8
1994/3/2,2.6,9.6,-2.0
1994/3/3,2.7,10.6,-5.2
1994/3/4,3.9,10.4,-1.0
1994/3/5,0.6,6.8,-4.7
1994/3/6,2.2,10.9,-4.3
1994/3/7,3.4,10.0,-3.7
1994/3/8,4.8,6.1,3.7
1994/3/9,8.8,13.4,5.2
1994/3/10,5.8,10.5,-0.6
1994/3/11,2.9,9.0,-3.4
1994/3/12,2.6,6.7,0.2
1994/3/13,3.7,10.5,0.2
1994/3/14,2.6,9.2,-2.2
1994/3/15,1.3,7.9,-4.8
1994/3/16,2.9,10.6,-4.8
1994/3/17,5.6,12.1,-0.2
1994/3/18,5.1,13.1,-1.7
1994/3/19,6.8,14.7,-1.0
1994/3/20,5.7,13.0,1.4
1994/3/21,4.6,12.8,-0.6
1994/3/22,4.4,11.8,-1.3
1994/3/23,5.4,6.7,3.8
1994/3/24,5.8,10.8,2.1
1994/3/25,1.5,4.9,-0.5
1994/3/26,2.2,8.2,-2.5
1994/3/27,3.5,11.3,-3.7
1994/3/28,6.5,13.6,-2.8
1994/3/29,8.2,13.7,1.0
1994/3/30,6.1,16.0,-2.4
1994/3/31,9.5,20.4,-1.3
1994/4/1,10.2,20.4,-0.2
1994/4/2,11.8,18.7,6.8
1994/4/3,12.9,21.3,5.3
1994/4/4,11.2,21.4,0.7
1994/4/5,15.4,25.3,7.7
1994/4/6,15.0,26.4,5.3
1994/4/7,11.9,16.6,7.5
1994/4/8,10.2,19.5,2.9
1994/4/9,6.1,13.0,1.2
1994/4/10,6.7,15.1,-0.1
1994/4/11,12.2,21.4,3.5
1994/4/12,10.2,15.1,4.7
1994/4/13,13.4,18.6,5.9
1994/4/14,9.2,15.8,1.6
1994/4/15,10.7,19.3,1.5
1994/4/16,12.5,21.9,2.8
1994/4/17,13.6,21.2,6.0
1994/4/18,11.6,16.8,5.9
1994/4/19,14.6,22.3,8.5
1994/4/20,13.8,20.8,7.1
1994/4/21,15.2,23.4,9.5
1994/4/22,16.0,23.8,10.2
1994/4/23,12.1,16.4,9.9
1994/4/24,14.7,21.8,9.8
1994/4/25,16.4,24.1,9.7
1994/4/26,16.2,25.0,8.2
1994/4/27,14.3,22.2,6.9
1994/4/28,11.5,15.2,7.7
1994/4/29,13.7,21.4,7.1
1994/4/30,13.3,20.6,7.6
1994/5/1,15.2,19.8,9.8
