ダウンロードした時刻：2017/07/24 15:41:55

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,7.0,11.8,2.3
1994/1/2,6.8,12.1,2.6
1994/1/3,7.2,13.7,1.6
1994/1/4,9.0,15.4,2.3
1994/1/5,7.8,11.5,2.2
1994/1/6,9.5,14.7,3.1
1994/1/7,10.4,14.7,5.9
1994/1/8,6.1,9.8,3.1
1994/1/9,6.3,12.3,0.9
1994/1/10,9.0,14.3,2.6
1994/1/11,10.1,12.8,6.9
1994/1/12,8.5,13.1,3.7
1994/1/13,8.2,11.4,4.6
1994/1/14,6.9,10.2,3.8
1994/1/15,5.5,10.9,0.2
1994/1/16,6.9,13.1,2.0
1994/1/17,10.7,16.9,2.2
1994/1/18,14.2,17.7,9.5
1994/1/19,7.0,10.9,1.0
1994/1/20,3.9,9.1,-1.2
1994/1/21,5.5,10.3,2.3
1994/1/22,5.0,10.7,0.2
1994/1/23,4.7,9.6,-0.2
1994/1/24,3.5,8.4,-1.6
1994/1/25,6.0,13.9,-2.7
1994/1/26,9.6,16.8,1.1
1994/1/27,12.1,15.2,8.4
1994/1/28,7.5,12.1,4.3
1994/1/29,5.9,11.0,2.2
1994/1/30,3.3,7.3,-0.7
1994/1/31,3.7,8.0,-0.1
1994/2/1,4.3,7.1,0.7
1994/2/2,6.2,11.4,1.9
1994/2/3,4.5,9.3,0.7
1994/2/4,4.2,9.3,-1.7
1994/2/5,6.4,11.7,0.2
1994/2/6,7.9,13.5,1.9
1994/2/7,9.1,15.1,4.6
1994/2/8,8.8,14.2,2.8
1994/2/9,8.9,13.9,4.0
1994/2/10,5.8,8.4,2.0
1994/2/11,4.4,9.2,-1.8
1994/2/12,3.4,5.9,0.9
1994/2/13,3.8,8.1,-1.8
1994/2/14,5.9,11.9,1.6
1994/2/15,5.9,9.9,0.5
1994/2/16,7.7,12.0,3.1
1994/2/17,7.3,11.9,1.8
1994/2/18,7.0,11.9,0.9
1994/2/19,8.3,16.4,1.3
1994/2/20,9.3,13.9,2.7
1994/2/21,12.0,17.9,8.2
1994/2/22,7.2,10.2,4.0
1994/2/23,7.5,12.6,4.0
1994/2/24,5.5,9.8,1.4
1994/2/25,7.4,12.3,0.6
1994/2/26,6.9,11.7,2.4
1994/2/27,6.8,11.3,1.7
1994/2/28,7.5,11.9,2.7
1994/3/1,8.5,15.0,2.3
1994/3/2,8.6,12.2,5.7
1994/3/3,8.2,12.2,5.6
1994/3/4,8.9,12.8,5.1
1994/3/5,6.9,13.0,1.6
1994/3/6,7.0,11.7,2.5
1994/3/7,9.3,13.5,4.6
1994/3/8,10.4,15.8,8.3
1994/3/9,14.1,15.8,12.4
1994/3/10,10.5,14.0,6.8
1994/3/11,8.6,13.6,4.4
1994/3/12,7.8,11.5,5.0
1994/3/13,8.4,11.2,5.8
1994/3/14,7.2,12.1,3.6
1994/3/15,6.0,12.4,1.7
1994/3/16,7.0,12.0,0.9
1994/3/17,9.8,15.6,2.5
1994/3/18,9.2,12.5,6.1
1994/3/19,9.4,13.5,5.3
1994/3/20,10.4,13.9,7.3
1994/3/21,9.0,12.5,6.2
1994/3/22,7.5,11.0,5.1
1994/3/23,8.6,10.2,6.8
1994/3/24,11.5,16.7,7.1
1994/3/25,8.3,12.1,5.7
1994/3/26,8.3,15.0,2.1
1994/3/27,7.8,12.8,1.6
1994/3/28,11.3,17.8,2.1
1994/3/29,15.3,20.8,10.4
1994/3/30,10.3,14.3,5.9
1994/3/31,11.2,17.1,4.1
1994/4/1,13.2,18.4,6.2
1994/4/2,17.3,24.0,10.8
1994/4/3,16.9,21.7,11.2
1994/4/4,14.9,20.2,8.8
1994/4/5,15.5,19.4,11.0
1994/4/6,16.8,22.6,10.9
1994/4/7,15.9,20.5,13.0
1994/4/8,13.0,18.2,7.5
1994/4/9,10.0,13.0,7.2
1994/4/10,10.3,13.6,5.8
1994/4/11,13.7,18.8,9.0
1994/4/12,13.8,17.7,9.6
1994/4/13,18.6,24.5,13.1
1994/4/14,15.8,21.1,9.7
1994/4/15,15.5,23.1,9.1
1994/4/16,15.8,21.3,9.0
1994/4/17,18.9,26.1,11.2
1994/4/18,15.5,18.3,12.3
1994/4/19,16.4,21.6,11.7
1994/4/20,16.4,20.6,12.4
1994/4/21,16.8,20.6,13.3
1994/4/22,16.7,21.0,11.4
1994/4/23,15.9,19.2,11.3
1994/4/24,17.4,21.3,13.5
1994/4/25,18.2,20.9,16.7
1994/4/26,18.3,23.4,15.1
1994/4/27,17.7,21.6,14.4
1994/4/28,15.5,18.3,12.3
1994/4/29,17.5,26.3,10.9
1994/4/30,17.4,21.5,13.0
1994/5/1,18.3,24.9,12.9
