ダウンロードした時刻：2017/07/24 15:47:34

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,14.9,19.9,11.6
1991/1/2,11.1,14.4,5.9
1991/1/3,6.7,11.2,4.0
1991/1/4,6.5,11.4,2.8
1991/1/5,5.5,8.1,4.2
1991/1/6,5.8,9.8,2.2
1991/1/7,6.2,10.5,1.2
1991/1/8,6.7,11.8,3.8
1991/1/9,5.5,10.5,1.1
1991/1/10,5.7,11.4,-0.1
1991/1/11,7.5,9.0,5.8
1991/1/12,8.0,11.4,6.0
1991/1/13,6.1,9.6,4.2
1991/1/14,5.3,9.0,1.3
1991/1/15,5.8,10.9,1.1
1991/1/16,6.0,12.4,-0.9
1991/1/17,9.5,14.5,4.6
1991/1/18,5.7,12.7,-0.4
1991/1/19,9.1,13.7,2.2
1991/1/20,12.9,14.6,11.1
1991/1/21,15.1,18.7,13.4
1991/1/22,13.0,18.2,8.6
1991/1/23,10.1,15.6,5.4
1991/1/24,11.9,14.0,7.1
1991/1/25,10.1,12.5,6.5
1991/1/26,7.7,11.4,5.7
1991/1/27,7.4,12.9,3.7
1991/1/28,7.1,12.6,1.3
1991/1/29,8.8,14.4,5.1
1991/1/30,7.9,14.4,3.6
1991/1/31,6.9,11.2,1.9
1991/2/1,8.0,12.2,3.9
1991/2/2,8.1,12.4,3.4
1991/2/3,6.8,13.2,0.2
1991/2/4,8.7,13.1,6.2
1991/2/5,6.9,11.8,2.7
1991/2/6,6.6,11.1,1.4
1991/2/7,9.4,15.4,5.0
1991/2/8,9.0,15.9,2.9
1991/2/9,10.9,17.1,2.4
1991/2/10,16.6,19.1,13.5
1991/2/11,12.7,16.1,8.9
1991/2/12,9.7,15.6,4.9
1991/2/13,8.8,11.1,3.9
1991/2/14,13.5,17.3,10.1
1991/2/15,13.8,16.5,9.4
1991/2/16,8.6,11.8,5.8
1991/2/17,7.2,11.5,4.0
1991/2/18,7.0,10.7,2.7
1991/2/19,6.2,10.1,2.2
1991/2/20,3.4,7.2,0.0
1991/2/21,3.9,8.0,1.8
1991/2/22,4.9,11.3,-1.2
1991/2/23,2.6,6.2,-0.2
1991/2/24,2.7,6.4,-0.1
1991/2/25,3.8,9.4,-0.8
1991/2/26,4.5,11.4,-2.1
1991/2/27,7.5,13.7,-0.8
1991/2/28,14.9,17.9,10.7
1991/3/1,11.1,14.4,6.7
1991/3/2,9.8,15.7,4.3
1991/3/3,9.5,15.9,2.2
1991/3/4,11.4,14.9,5.5
1991/3/5,15.0,17.4,13.8
1991/3/6,15.3,20.6,10.4
1991/3/7,13.8,18.7,8.0
1991/3/8,17.2,23.0,13.5
1991/3/9,13.7,16.8,9.8
1991/3/10,13.7,20.8,5.7
1991/3/11,17.9,22.3,13.6
1991/3/12,13.1,16.9,10.1
1991/3/13,14.7,19.1,11.3
1991/3/14,12.1,16.9,6.7
1991/3/15,9.9,14.0,4.1
1991/3/16,10.7,14.6,7.9
1991/3/17,10.1,15.3,6.3
1991/3/18,10.2,17.5,2.6
1991/3/19,13.1,19.9,5.7
1991/3/20,15.5,18.6,12.8
1991/3/21,15.9,17.1,13.9
1991/3/22,16.1,20.6,13.8
1991/3/23,15.8,21.4,12.0
1991/3/24,14.5,21.9,8.8
1991/3/25,14.2,17.1,10.6
1991/3/26,17.6,20.1,15.2
1991/3/27,17.7,21.0,15.3
1991/3/28,15.3,20.0,12.7
1991/3/29,15.5,19.5,11.5
1991/3/30,14.6,16.3,11.7
1991/3/31,11.6,14.2,9.7
1991/4/1,10.7,14.9,8.0
1991/4/2,11.3,15.9,7.6
1991/4/3,12.0,18.6,5.7
1991/4/4,13.9,19.4,6.1
1991/4/5,16.7,19.3,13.9
1991/4/6,18.3,22.4,15.4
1991/4/7,18.2,20.0,16.9
1991/4/8,19.1,24.0,15.3
1991/4/9,18.4,22.8,13.5
1991/4/10,18.7,20.8,17.7
1991/4/11,20.3,23.9,18.1
1991/4/12,21.4,25.0,17.6
1991/4/13,19.6,21.1,17.2
1991/4/14,17.7,21.9,14.5
1991/4/15,17.0,23.7,11.7
1991/4/16,15.3,18.3,11.8
1991/4/17,19.3,21.8,17.7
1991/4/18,20.3,24.1,16.2
1991/4/19,16.0,18.9,13.7
1991/4/20,17.1,23.5,11.6
1991/4/21,16.1,22.9,10.6
1991/4/22,17.6,23.7,10.5
1991/4/23,17.9,19.7,16.7
1991/4/24,18.2,19.4,16.2
1991/4/25,20.7,25.8,18.1
1991/4/26,17.8,19.9,15.5
1991/4/27,18.4,20.8,16.3
1991/4/28,19.2,20.9,18.0
1991/4/29,18.8,21.1,14.8
1991/4/30,16.6,22.7,11.4
1991/5/1,16.2,19.5,12.9
