ダウンロードした時刻：2017/07/24 15:43:32

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,4.6,12.7,-0.6
1988/1/2,8.6,12.6,3.1
1988/1/3,6.3,9.2,1.9
1988/1/4,4.7,8.0,0.8
1988/1/5,5.7,8.1,4.9
1988/1/6,4.2,7.5,-1.5
1988/1/7,2.5,5.5,-2.1
1988/1/8,6.6,11.5,3.8
1988/1/9,4.0,7.3,0.6
1988/1/10,0.6,1.4,-0.3
1988/1/11,1.2,3.1,0.0
1988/1/12,2.0,5.4,-0.5
1988/1/13,1.4,7.2,-2.3
1988/1/14,2.6,9.4,-2.5
1988/1/15,3.7,7.8,1.7
1988/1/16,6.8,12.6,4.1
1988/1/17,4.0,6.9,2.1
1988/1/18,3.7,5.4,1.1
1988/1/19,4.2,7.9,0.3
1988/1/20,3.5,12.9,-1.7
1988/1/21,6.3,11.4,-1.1
1988/1/22,10.9,16.8,6.2
1988/1/23,4.1,11.7,-1.0
1988/1/24,1.2,4.7,-1.4
1988/1/25,2.8,9.2,-1.2
1988/1/26,2.8,7.9,-1.4
1988/1/27,3.4,8.4,-0.2
1988/1/28,2.8,7.2,0.4
1988/1/29,6.2,14.0,-0.7
1988/1/30,5.9,9.7,2.8
1988/1/31,2.3,5.7,0.3
1988/2/1,2.8,8.9,-0.4
1988/2/2,2.9,11.6,-2.2
1988/2/3,-2.3,-1.4,-3.0
1988/2/4,0.4,5.7,-3.4
1988/2/5,6.6,13.3,0.4
1988/2/6,5.4,11.5,-0.3
1988/2/7,-0.9,0.5,-2.0
1988/2/8,-0.3,3.5,-2.7
1988/2/9,0.6,5.2,-4.1
1988/2/10,0.5,3.1,-0.9
1988/2/11,1.4,3.0,0.1
1988/2/12,2.6,7.2,-0.6
1988/2/13,3.6,8.7,0.5
1988/2/14,2.8,6.5,0.0
1988/2/15,1.1,3.0,-0.4
1988/2/16,0.9,2.1,-0.6
1988/2/17,0.3,2.7,-0.8
1988/2/18,0.7,4.0,-1.6
1988/2/19,0.7,3.7,-1.3
1988/2/20,1.9,5.8,-2.1
1988/2/21,2.8,4.1,1.4
1988/2/22,3.9,8.2,0.5
1988/2/23,5.2,6.6,3.4
1988/2/24,5.9,7.5,4.2
1988/2/25,5.6,8.3,2.1
1988/2/26,6.3,7.8,5.0
1988/2/27,5.8,6.9,4.7
1988/2/28,4.5,8.3,1.7
1988/2/29,4.9,8.1,1.2
1988/3/1,5.3,7.0,3.1
1988/3/2,6.8,11.7,3.5
1988/3/3,1.6,4.1,-0.4
1988/3/4,1.3,5.1,-0.9
1988/3/5,2.8,8.2,-0.8
1988/3/6,2.8,7.3,-1.4
1988/3/7,2.0,5.5,-0.2
1988/3/8,2.6,8.2,-1.7
1988/3/9,4.1,9.9,0.3
1988/3/10,4.7,11.4,0.5
1988/3/11,11.1,17.3,0.9
1988/3/12,9.1,13.9,3.3
1988/3/13,8.2,15.8,1.9
1988/3/14,10.7,18.2,4.0
1988/3/15,5.7,9.9,1.9
1988/3/16,3.4,4.6,1.8
1988/3/17,3.3,4.6,2.7
1988/3/18,5.2,10.4,0.8
1988/3/19,6.3,10.6,-0.2
1988/3/20,6.9,8.9,5.6
1988/3/21,6.6,8.7,3.9
1988/3/22,9.0,12.3,6.6
1988/3/23,7.8,10.3,6.2
1988/3/24,5.9,9.4,1.1
1988/3/25,4.7,7.1,1.1
1988/3/26,7.0,7.9,5.4
1988/3/27,5.2,9.4,-0.2
1988/3/28,6.4,14.9,-1.7
1988/3/29,8.5,11.4,5.2
1988/3/30,9.0,10.1,8.3
1988/3/31,7.9,10.9,2.2
1988/4/1,6.7,12.0,0.6
1988/4/2,8.6,12.6,3.6
1988/4/3,9.9,14.6,6.5
1988/4/4,8.4,12.1,4.7
1988/4/5,12.1,20.1,4.4
1988/4/6,9.1,12.3,7.8
1988/4/7,6.8,8.6,5.2
1988/4/8,7.4,8.7,6.2
1988/4/9,7.5,12.2,1.4
1988/4/10,7.7,14.9,-0.4
1988/4/11,12.2,20.8,2.3
1988/4/12,15.7,18.3,10.7
1988/4/13,13.2,19.1,7.1
1988/4/14,10.1,19.2,5.0
1988/4/15,10.2,16.1,3.5
1988/4/16,11.2,17.8,4.3
1988/4/17,15.3,23.9,6.1
1988/4/18,14.3,17.9,11.1
1988/4/19,14.5,20.3,8.9
1988/4/20,13.7,17.5,9.8
1988/4/21,15.6,20.2,9.1
1988/4/22,12.5,18.4,10.0
1988/4/23,10.1,17.0,5.4
1988/4/24,8.9,14.7,4.3
1988/4/25,12.4,20.0,5.3
1988/4/26,14.7,23.0,8.3
1988/4/27,15.3,24.2,8.3
1988/4/28,18.3,25.0,10.2
1988/4/29,17.5,23.0,14.6
1988/4/30,17.3,22.7,14.2
1988/5/1,21.6,30.2,13.2
