ダウンロードした時刻：2017/07/24 15:40:50

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,5.4,11.0,0.4
2003/1/2,3.1,5.8,-0.6
2003/1/3,2.6,4.6,-0.4
2003/1/4,4.3,8.3,1.1
2003/1/5,0.8,4.6,-1.1
2003/1/6,0.0,4.6,-5.0
2003/1/7,1.9,6.2,-2.2
2003/1/8,2.9,9.2,-2.3
2003/1/9,3.8,10.3,-2.0
2003/1/10,5.5,11.7,0.1
2003/1/11,5.9,12.3,0.8
2003/1/12,6.1,12.3,1.6
2003/1/13,4.9,10.2,-0.2
2003/1/14,5.6,11.9,0.5
2003/1/15,2.0,5.2,-0.6
2003/1/16,1.7,6.7,-3.1
2003/1/17,5.8,12.7,-0.5
2003/1/18,6.1,10.1,2.9
2003/1/19,3.8,6.3,1.3
2003/1/20,6.2,11.2,2.8
2003/1/21,4.6,8.2,1.8
2003/1/22,3.5,6.6,-1.4
2003/1/23,4.1,7.2,0.6
2003/1/24,3.6,7.1,1.4
2003/1/25,4.0,8.3,-0.5
2003/1/26,5.0,9.1,-0.7
2003/1/27,7.2,9.2,4.8
2003/1/28,4.8,8.8,0.7
2003/1/29,-0.5,3.5,-4.6
2003/1/30,-0.4,3.5,-4.1
2003/1/31,2.1,5.1,-1.3
2003/2/1,2.7,6.3,-0.3
2003/2/2,2.0,7.4,-2.3
2003/2/3,2.9,8.2,-2.6
2003/2/4,3.7,8.7,-0.3
2003/2/5,4.4,9.4,1.4
2003/2/6,4.1,7.9,0.1
2003/2/7,4.7,11.7,-1.9
2003/2/8,6.2,11.2,0.4
2003/2/9,10.0,16.5,6.0
2003/2/10,10.9,16.2,6.9
2003/2/11,9.5,10.9,6.5
2003/2/12,6.2,9.7,2.9
2003/2/13,4.9,10.3,1.0
2003/2/14,5.3,9.5,1.6
2003/2/15,6.7,12.7,0.3
2003/2/16,6.4,10.3,3.0
2003/2/17,7.6,13.0,3.1
2003/2/18,6.0,12.4,1.3
2003/2/19,6.3,12.5,-0.2
2003/2/20,5.9,10.8,2.8
2003/2/21,5.9,11.3,1.3
2003/2/22,4.6,6.6,3.6
2003/2/23,8.4,14.3,3.9
2003/2/24,6.9,12.7,4.1
2003/2/25,7.1,12.9,2.0
2003/2/26,6.6,12.6,0.2
2003/2/27,6.5,9.8,2.7
2003/2/28,6.6,12.6,0.1
2003/3/1,7.8,11.5,5.8
2003/3/2,9.9,14.5,5.7
2003/3/3,6.2,8.9,4.2
2003/3/4,2.6,6.4,0.0
2003/3/5,3.7,9.2,-0.2
2003/3/6,5.7,10.7,1.2
2003/3/7,8.7,12.3,6.6
2003/3/8,6.5,10.1,4.0
2003/3/9,4.8,8.7,2.4
2003/3/10,4.8,9.5,1.4
2003/3/11,4.1,8.3,1.2
2003/3/12,4.9,10.5,0.7
2003/3/13,6.1,12.4,0.1
2003/3/14,7.2,14.2,0.1
2003/3/15,8.0,11.1,5.1
2003/3/16,7.4,13.8,1.7
2003/3/17,10.2,15.3,6.5
2003/3/18,8.4,13.7,4.0
2003/3/19,6.4,10.6,1.6
2003/3/20,7.4,12.3,2.4
2003/3/21,8.0,15.6,0.4
2003/3/22,7.1,9.7,4.0
2003/3/23,9.3,16.8,0.6
2003/3/24,11.8,19.8,4.9
2003/3/25,12.4,18.1,9.8
2003/3/26,13.1,18.2,7.8
2003/3/27,12.7,18.8,6.2
2003/3/28,11.5,16.2,8.1
2003/3/29,10.7,15.6,7.3
2003/3/30,10.2,17.6,1.6
2003/3/31,12.5,19.4,5.4
2003/4/1,15.3,22.6,11.1
2003/4/2,12.1,13.8,10.3
2003/4/3,13.8,19.4,9.0
2003/4/4,11.2,14.7,8.1
2003/4/5,9.7,12.1,7.9
2003/4/6,11.1,17.4,6.7
2003/4/7,13.3,21.3,4.5
2003/4/8,15.0,17.3,12.7
2003/4/9,11.7,15.7,7.9
2003/4/10,10.7,16.3,6.2
2003/4/11,9.4,11.6,6.0
2003/4/12,13.5,15.2,11.3
2003/4/13,16.2,22.7,10.6
2003/4/14,14.1,19.7,8.1
2003/4/15,13.8,16.8,11.4
2003/4/16,16.2,24.2,8.3
2003/4/17,18.1,25.6,10.1
2003/4/18,20.2,27.9,12.1
2003/4/19,17.7,21.7,14.8
2003/4/20,17.4,18.8,16.3
2003/4/21,14.7,19.6,8.8
2003/4/22,13.3,19.8,6.2
2003/4/23,12.6,15.0,10.5
2003/4/24,16.4,17.6,14.9
2003/4/25,17.7,21.0,16.1
2003/4/26,18.3,22.1,12.9
2003/4/27,17.3,23.4,10.6
2003/4/28,19.2,24.8,14.1
2003/4/29,19.0,24.7,13.8
2003/4/30,15.6,19.7,11.1
2003/5/1,15.3,21.7,8.8
