ダウンロードした時刻：2017/07/24 15:38:59

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,2.2,5.7,0.8
2013/1/2,4.6,8.2,1.6
2013/1/3,1.3,3.1,-0.5
2013/1/4,-0.6,2.4,-1.8
2013/1/5,0.9,4.9,-3.8
2013/1/6,2.7,4.5,1.2
2013/1/7,5.0,8.5,1.5
2013/1/8,5.8,7.7,3.9
2013/1/9,5.0,8.3,0.7
2013/1/10,0.6,2.5,-0.5
2013/1/11,1.3,4.2,-0.5
2013/1/12,5.3,10.0,-0.9
2013/1/13,8.2,11.8,6.5
2013/1/14,4.2,6.6,2.5
2013/1/15,1.5,4.9,0.4
2013/1/16,4.0,8.0,0.5
2013/1/17,0.9,3.6,-0.9
2013/1/18,0.4,2.8,-1.8
2013/1/19,2.2,5.6,-0.5
2013/1/20,3.4,5.7,0.8
2013/1/21,3.1,6.6,-1.0
2013/1/22,4.8,6.2,2.5
2013/1/23,4.6,7.7,1.7
2013/1/24,6.4,11.7,3.5
2013/1/25,2.2,7.3,-1.3
2013/1/26,0.7,2.3,-1.3
2013/1/27,0.8,2.1,-0.2
2013/1/28,1.6,4.7,-0.2
2013/1/29,3.4,6.6,0.9
2013/1/30,3.4,6.0,0.2
2013/1/31,2.5,7.7,-1.7
2013/2/1,7.5,13.9,0.3
2013/2/2,10.6,16.0,5.4
2013/2/3,4.8,7.4,2.6
2013/2/4,6.3,9.7,3.8
2013/2/5,4.0,6.3,1.8
2013/2/6,2.6,4.9,1.0
2013/2/7,4.6,9.4,0.7
2013/2/8,-0.2,2.6,-2.7
2013/2/9,0.6,3.1,-1.6
2013/2/10,2.4,4.4,0.6
2013/2/11,1.4,4.4,-0.6
2013/2/12,0.9,4.6,-1.1
2013/2/13,3.5,6.0,1.2
2013/2/14,4.9,9.0,1.9
2013/2/15,4.1,6.9,2.1
2013/2/16,-0.8,2.6,-2.0
2013/2/17,0.0,3.1,-4.0
2013/2/18,4.9,7.2,1.5
2013/2/19,2.0,3.9,-0.2
2013/2/20,0.4,3.4,-1.3
2013/2/21,0.1,2.6,-1.5
2013/2/22,3.0,6.2,-1.3
2013/2/23,1.7,3.9,0.0
2013/2/24,0.8,5.1,-1.5
2013/2/25,-0.4,3.0,-2.3
2013/2/26,2.0,6.2,-2.5
2013/2/27,6.9,11.7,2.9
2013/2/28,7.6,12.1,2.4
2013/3/1,8.5,15.8,3.9
2013/3/2,3.4,5.6,1.1
2013/3/3,2.6,5.7,0.6
2013/3/4,4.1,9.3,-1.0
2013/3/5,5.8,9.9,2.4
2013/3/6,8.8,13.7,0.7
2013/3/7,12.8,21.4,3.8
2013/3/8,14.3,16.9,11.8
2013/3/9,12.1,18.9,7.8
2013/3/10,9.3,21.4,2.4
2013/3/11,3.2,6.2,0.7
2013/3/12,8.4,15.6,-0.4
2013/3/13,13.3,22.2,3.3
2013/3/14,3.0,4.8,-0.1
2013/3/15,4.1,8.9,-1.5
2013/3/16,7.9,14.6,1.4
2013/3/17,9.9,16.6,3.1
2013/3/18,16.8,21.7,11.3
2013/3/19,12.2,15.0,8.8
2013/3/20,11.7,18.5,4.6
2013/3/21,4.0,6.6,1.9
2013/3/22,9.1,15.0,0.6
2013/3/23,5.9,10.7,3.8
2013/3/24,8.6,15.1,2.1
2013/3/25,7.3,11.5,2.6
2013/3/26,4.7,8.2,2.0
2013/3/27,9.1,15.9,1.7
2013/3/28,12.8,18.2,9.8
2013/3/29,9.1,11.2,6.5
2013/3/30,7.2,10.9,5.2
2013/3/31,8.0,12.3,6.2
2013/4/1,9.1,14.1,3.8
2013/4/2,13.4,21.4,8.0
2013/4/3,10.8,12.0,10.0
2013/4/4,11.8,15.3,8.8
2013/4/5,13.5,21.2,7.8
2013/4/6,13.7,18.3,10.0
2013/4/7,9.2,14.7,5.1
2013/4/8,10.2,14.2,7.1
2013/4/9,11.2,17.8,6.4
2013/4/10,7.6,10.6,5.4
2013/4/11,6.1,10.4,2.7
2013/4/12,5.7,9.8,4.1
2013/4/13,9.2,14.1,3.7
2013/4/14,15.8,23.9,4.9
2013/4/15,10.9,14.4,6.1
2013/4/16,17.9,27.5,7.1
2013/4/17,15.4,22.3,10.7
2013/4/18,13.0,17.7,8.6
2013/4/19,8.9,11.3,6.1
2013/4/20,6.5,10.4,4.2
2013/4/21,5.7,9.4,3.2
2013/4/22,8.8,13.3,3.6
2013/4/23,12.5,18.3,3.6
2013/4/24,13.4,15.3,10.9
2013/4/25,13.6,17.6,8.2
2013/4/26,11.5,14.7,8.5
2013/4/27,12.0,15.6,9.2
2013/4/28,12.4,16.7,8.1
2013/4/29,18.0,24.8,7.5
2013/4/30,15.5,22.6,11.4
2013/5/1,10.0,12.6,8.3
