ダウンロードした時刻：2017/07/24 15:42:44

,三宅島,三宅島,三宅島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,10.7,12.3,9.1
1986/1/2,7.5,9.3,6.2
1986/1/3,7.3,9.6,1.9
1986/1/4,12.3,16.6,7.8
1986/1/5,6.3,11.0,3.9
1986/1/6,5.3,6.3,4.0
1986/1/7,8.7,10.5,5.9
1986/1/8,10.2,12.0,8.4
1986/1/9,6.4,8.6,5.8
1986/1/10,6.4,7.7,5.4
1986/1/11,6.4,7.7,5.2
1986/1/12,4.4,8.3,1.2
1986/1/13,8.3,10.0,2.5
1986/1/14,7.8,9.1,6.3
1986/1/15,7.8,11.1,4.2
1986/1/16,10.6,11.9,6.4
1986/1/17,9.2,11.6,4.8
1986/1/18,10.0,12.5,4.3
1986/1/19,10.4,12.2,8.5
1986/1/20,11.0,12.9,9.3
1986/1/21,9.5,10.9,6.5
1986/1/22,7.6,10.0,5.0
1986/1/23,6.7,8.0,5.0
1986/1/24,7.8,9.2,7.0
1986/1/25,7.1,8.0,6.3
1986/1/26,6.5,7.6,5.7
1986/1/27,6.6,7.7,5.9
1986/1/28,7.3,9.0,5.7
1986/1/29,8.1,10.8,3.8
1986/1/30,10.5,13.1,8.7
1986/1/31,11.5,12.5,8.9
1986/2/1,9.6,11.0,7.4
1986/2/2,9.7,11.4,6.8
1986/2/3,10.4,11.9,8.6
1986/2/4,7.2,8.7,5.7
1986/2/5,7.6,8.5,6.4
1986/2/6,7.0,8.0,6.2
1986/2/7,6.2,7.9,4.4
1986/2/8,5.4,7.4,2.1
1986/2/9,6.6,8.0,3.8
1986/2/10,6.1,8.7,2.5
1986/2/11,6.3,9.2,3.5
1986/2/12,5.6,8.8,2.1
1986/2/13,10.3,12.1,6.6
1986/2/14,11.8,14.2,9.6
1986/2/15,10.1,12.5,5.8
1986/2/16,3.9,6.5,1.0
1986/2/17,5.0,7.8,2.0
1986/2/18,8.5,11.1,2.2
1986/2/19,7.9,11.9,6.2
1986/2/20,8.1,10.3,5.1
1986/2/21,8.6,10.1,6.6
1986/2/22,8.3,10.9,5.5
1986/2/23,8.9,10.4,7.7
1986/2/24,7.0,9.2,4.9
1986/2/25,5.4,6.9,3.3
1986/2/26,6.9,8.9,2.9
1986/2/27,8.7,10.4,5.6
1986/2/28,5.8,9.3,3.5
1986/3/1,7.3,9.3,4.5
1986/3/2,6.8,8.4,2.4
1986/3/3,8.0,10.3,6.0
1986/3/4,5.7,7.5,3.5
1986/3/5,9.8,13.9,3.3
1986/3/6,8.4,9.7,7.5
1986/3/7,10.3,13.3,7.9
1986/3/8,11.7,13.6,10.7
1986/3/9,14.5,17.4,9.6
1986/3/10,16.1,19.5,14.9
1986/3/11,13.6,17.2,9.2
1986/3/12,11.2,13.6,8.8
1986/3/13,12.7,15.1,6.5
1986/3/14,12.0,15.1,9.9
1986/3/15,9.8,12.4,8.0
1986/3/16,14.6,17.4,10.7
1986/3/17,10.0,14.7,7.8
1986/3/18,11.1,12.7,5.5
1986/3/19,13.7,17.1,10.8
1986/3/20,11.4,14.2,9.6
1986/3/21,9.3,11.5,5.5
1986/3/22,11.4,13.6,8.7
1986/3/23,10.9,16.2,6.3
1986/3/24,8.8,11.1,5.5
1986/3/25,7.0,10.9,4.4
1986/3/26,9.8,13.0,5.5
1986/3/27,14.7,16.6,12.5
1986/3/28,13.0,17.2,9.6
1986/3/29,10.0,11.4,8.8
1986/3/30,13.6,16.6,9.9
1986/3/31,13.6,15.8,12.0
1986/4/1,12.1,14.4,10.7
1986/4/2,11.7,15.4,7.1
1986/4/3,14.9,19.2,7.1
1986/4/4,16.1,19.2,15.0
1986/4/5,15.6,18.1,12.9
1986/4/6,13.3,16.1,8.0
1986/4/7,11.0,14.0,9.2
1986/4/8,10.8,14.1,2.8
1986/4/9,16.0,18.2,14.0
1986/4/10,16.8,18.1,15.7
1986/4/11,15.6,18.3,12.2
1986/4/12,12.1,13.6,9.7
1986/4/13,13.9,16.0,12.2
1986/4/14,14.6,19.8,9.9
1986/4/15,14.8,18.2,10.1
1986/4/16,15.2,17.9,13.6
1986/4/17,15.1,19.3,12.3
1986/4/18,14.0,16.3,12.9
1986/4/19,14.6,15.7,13.1
1986/4/20,16.1,18.9,14.4
1986/4/21,16.9,18.9,15.2
1986/4/22,16.8,19.4,15.6
1986/4/23,17.5,20.0,14.4
1986/4/24,15.7,19.2,11.3
1986/4/25,17.8,21.1,11.7
1986/4/26,18.7,21.6,17.0
1986/4/27,18.8,21.8,14.8
1986/4/28,16.9,20.0,12.7
1986/4/29,14.3,15.3,12.7
1986/4/30,15.5,17.3,12.9
1986/5/1,16.5,19.7,13.2
