ダウンロードした時刻：2017/07/24 15:42:55

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,8.3,11.0,6.8
2009/1/2,8.5,10.9,5.5
2009/1/3,8.6,10.5,6.8
2009/1/4,9.4,11.7,5.2
2009/1/5,10.4,13.6,7.7
2009/1/6,10.6,13.8,8.7
2009/1/7,11.0,15.3,8.6
2009/1/8,10.5,12.3,9.1
2009/1/9,13.2,15.7,11.0
2009/1/10,9.6,11.9,6.7
2009/1/11,7.2,10.2,5.0
2009/1/12,7.9,10.9,5.7
2009/1/13,7.4,10.1,5.4
2009/1/14,8.8,12.1,6.0
2009/1/15,6.9,9.0,5.6
2009/1/16,8.4,11.2,5.3
2009/1/17,9.4,12.3,7.0
2009/1/18,11.0,15.9,5.5
2009/1/19,13.3,16.7,9.3
2009/1/20,9.7,13.1,6.9
2009/1/21,11.5,15.9,7.2
2009/1/22,13.2,15.1,11.7
2009/1/23,14.8,18.8,12.7
2009/1/24,8.6,13.8,6.0
2009/1/25,7.8,10.9,5.0
2009/1/26,8.6,12.2,5.9
2009/1/27,8.9,10.7,5.4
2009/1/28,11.0,14.8,5.5
2009/1/29,13.4,16.1,9.1
2009/1/30,16.2,19.7,13.7
2009/1/31,13.0,16.7,7.8
2009/2/1,9.8,13.2,7.7
2009/2/2,10.0,14.1,6.6
2009/2/3,11.5,15.3,8.4
2009/2/4,11.6,15.1,8.6
2009/2/5,12.0,15.2,9.2
2009/2/6,10.2,13.5,7.3
2009/2/7,10.5,14.3,6.9
2009/2/8,10.9,13.7,7.1
2009/2/9,10.6,15.4,6.5
2009/2/10,9.0,11.7,6.4
2009/2/11,9.6,14.0,5.7
2009/2/12,10.9,15.6,7.7
2009/2/13,13.9,17.1,8.3
2009/2/14,16.1,17.5,13.6
2009/2/15,15.5,21.9,12.1
2009/2/16,10.6,14.0,5.2
2009/2/17,4.8,8.0,3.4
2009/2/18,6.9,8.8,4.2
2009/2/19,8.6,10.7,6.0
2009/2/20,12.9,16.3,8.7
2009/2/21,7.9,10.0,6.1
2009/2/22,11.8,15.2,6.3
2009/2/23,13.6,16.7,10.9
2009/2/24,12.3,15.5,10.6
2009/2/25,15.6,17.7,13.2
2009/2/26,13.8,17.4,11.7
2009/2/27,11.9,13.3,9.8
2009/2/28,9.8,10.7,9.0
2009/3/1,10.1,10.8,9.2
2009/3/2,8.9,12.1,5.6
2009/3/3,10.4,13.4,7.4
2009/3/4,11.3,13.4,9.6
2009/3/5,11.9,15.8,9.5
2009/3/6,14.9,18.0,13.1
2009/3/7,10.9,13.5,8.3
2009/3/8,11.3,16.1,8.2
2009/3/9,13.4,16.7,11.0
2009/3/10,12.1,15.1,10.2
2009/3/11,9.1,11.7,8.1
2009/3/12,8.6,12.2,6.3
2009/3/13,11.0,15.5,5.1
2009/3/14,11.4,15.9,7.0
2009/3/15,9.1,11.7,6.5
2009/3/16,12.2,15.6,9.4
2009/3/17,14.6,18.5,9.3
2009/3/18,14.0,19.4,8.0
2009/3/19,15.7,19.4,13.4
2009/3/20,14.6,15.5,13.0
2009/3/21,13.0,16.3,10.1
2009/3/22,15.2,16.8,12.4
2009/3/23,13.2,16.8,8.2
2009/3/24,11.3,15.6,7.1
2009/3/25,10.8,17.8,5.9
2009/3/26,9.0,11.5,7.0
2009/3/27,10.2,14.5,5.7
2009/3/28,9.4,13.5,6.9
2009/3/29,10.1,12.5,6.5
2009/3/30,10.3,14.0,7.4
2009/3/31,11.3,14.2,6.1
2009/4/1,11.9,15.0,9.4
2009/4/2,10.3,13.9,7.9
2009/4/3,11.6,16.0,7.9
2009/4/4,14.6,19.6,7.9
2009/4/5,12.4,16.5,9.8
2009/4/6,12.3,17.1,8.2
2009/4/7,14.6,19.2,10.7
2009/4/8,14.9,20.2,10.8
2009/4/9,15.9,20.3,12.3
2009/4/10,16.2,22.2,12.4
2009/4/11,16.7,20.7,13.0
2009/4/12,15.6,18.2,13.9
2009/4/13,16.9,20.8,10.9
2009/4/14,17.6,19.7,15.4
2009/4/15,18.6,20.9,16.6
2009/4/16,19.1,22.2,14.4
2009/4/17,18.7,20.6,16.9
2009/4/18,16.7,18.7,14.5
2009/4/19,18.3,22.5,15.0
2009/4/20,17.8,20.8,15.9
2009/4/21,18.7,20.6,17.0
2009/4/22,19.0,21.3,16.6
2009/4/23,16.6,19.8,13.5
2009/4/24,16.9,21.0,12.5
2009/4/25,18.1,20.6,15.6
2009/4/26,16.6,18.8,14.4
2009/4/27,14.0,15.5,13.2
2009/4/28,14.3,19.3,11.4
2009/4/29,13.1,18.7,9.5
2009/4/30,14.8,21.2,9.9
2009/5/1,16.6,22.4,11.9
