ダウンロードした時刻：2017/07/24 15:47:59

,種子島,種子島,種子島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,13.9,16.5,12.3
2004/1/2,14.3,15.9,10.5
2004/1/3,12.9,14.9,11.3
2004/1/4,12.7,16.2,8.7
2004/1/5,11.1,14.1,8.2
2004/1/6,11.6,13.7,9.5
2004/1/7,13.2,16.4,8.3
2004/1/8,12.1,14.2,9.7
2004/1/9,12.6,15.2,10.5
2004/1/10,14.0,15.8,12.5
2004/1/11,11.8,13.9,10.4
2004/1/12,12.7,17.1,8.7
2004/1/13,10.7,14.7,8.0
2004/1/14,9.7,11.9,7.7
2004/1/15,11.8,14.4,9.5
2004/1/16,11.6,14.0,9.9
2004/1/17,11.8,15.3,9.9
2004/1/18,13.0,15.3,9.9
2004/1/19,11.0,13.2,9.3
2004/1/20,10.6,13.4,8.6
2004/1/21,8.7,12.6,6.6
2004/1/22,5.9,7.7,4.1
2004/1/23,8.4,10.3,6.2
2004/1/24,7.7,9.8,6.4
2004/1/25,7.1,9.0,5.5
2004/1/26,8.5,11.3,6.5
2004/1/27,8.8,11.4,7.5
2004/1/28,9.4,12.7,6.0
2004/1/29,12.7,16.0,10.3
2004/1/30,12.7,15.7,11.0
2004/1/31,11.5,15.7,7.1
2004/2/1,13.9,17.8,8.5
2004/2/2,15.1,17.9,11.7
2004/2/3,10.3,12.2,9.0
2004/2/4,9.1,11.3,7.8
2004/2/5,8.7,12.1,6.1
2004/2/6,8.1,11.0,6.1
2004/2/7,8.0,10.2,6.5
2004/2/8,9.4,11.4,7.3
2004/2/9,9.8,11.3,8.5
2004/2/10,10.8,14.3,8.7
2004/2/11,12.1,17.0,5.4
2004/2/12,13.9,18.0,11.7
2004/2/13,13.1,17.0,10.7
2004/2/14,15.0,20.1,10.5
2004/2/15,12.2,14.8,9.7
2004/2/16,11.9,16.0,7.6
2004/2/17,14.8,20.1,10.4
2004/2/18,14.6,19.9,10.4
2004/2/19,14.7,19.0,9.6
2004/2/20,16.7,20.6,12.9
2004/2/21,18.4,22.6,14.3
2004/2/22,17.6,20.0,13.7
2004/2/23,12.2,13.8,8.3
2004/2/24,13.1,17.3,8.1
2004/2/25,14.1,16.9,11.6
2004/2/26,14.1,16.3,10.8
2004/2/27,12.7,16.4,10.1
2004/2/28,15.4,20.6,7.9
2004/2/29,18.2,20.6,16.3
2004/3/1,14.2,16.6,12.7
2004/3/2,13.5,16.6,11.0
2004/3/3,11.6,13.9,10.0
2004/3/4,9.1,12.0,5.6
2004/3/5,11.8,16.4,4.8
2004/3/6,9.8,14.0,6.2
2004/3/7,7.7,10.6,5.9
2004/3/8,9.9,13.8,6.3
2004/3/9,13.5,18.3,10.6
2004/3/10,16.4,21.2,11.2
2004/3/11,19.1,22.9,16.5
2004/3/12,14.1,16.7,12.1
2004/3/13,14.7,18.0,11.4
2004/3/14,14.9,20.5,9.7
2004/3/15,15.6,19.8,12.2
2004/3/16,17.3,21.8,11.1
2004/3/17,19.5,22.8,16.4
2004/3/18,17.4,20.1,14.3
2004/3/19,14.7,16.8,12.4
2004/3/20,16.1,18.3,14.5
2004/3/21,15.5,17.7,14.1
2004/3/22,16.3,19.5,13.8
2004/3/23,14.7,17.3,12.3
2004/3/24,17.1,21.8,13.8
2004/3/25,15.0,17.3,12.9
2004/3/26,14.9,17.6,13.0
2004/3/27,15.5,18.2,13.7
2004/3/28,16.8,19.4,14.4
2004/3/29,17.6,21.3,15.4
2004/3/30,19.5,23.4,17.2
2004/3/31,17.9,21.5,14.1
2004/4/1,17.1,19.9,13.4
2004/4/2,16.7,19.0,15.0
2004/4/3,17.3,21.4,14.8
2004/4/4,14.9,17.1,12.9
2004/4/5,13.5,20.0,8.8
2004/4/6,15.8,19.1,11.6
2004/4/7,19.7,24.4,15.6
2004/4/8,15.7,19.1,12.5
2004/4/9,16.5,22.7,11.6
2004/4/10,17.5,23.1,13.5
2004/4/11,17.9,22.7,15.1
2004/4/12,20.9,26.1,17.5
2004/4/13,18.2,20.5,17.0
2004/4/14,18.8,19.9,18.3
2004/4/15,19.1,22.3,16.9
2004/4/16,19.1,24.3,15.5
2004/4/17,19.7,25.6,13.5
2004/4/18,20.5,22.0,19.0
2004/4/19,21.4,24.1,19.1
2004/4/20,19.9,22.8,18.4
2004/4/21,21.1,25.1,18.2
2004/4/22,22.1,25.7,19.4
2004/4/23,21.9,24.8,18.2
2004/4/24,17.3,21.1,14.6
2004/4/25,17.2,21.1,13.7
2004/4/26,19.9,23.8,13.8
2004/4/27,18.2,22.9,15.5
2004/4/28,17.1,20.7,14.3
2004/4/29,17.7,23.6,11.7
2004/4/30,20.0,25.0,15.1
2004/5/1,20.7,24.0,18.1
