ダウンロードした時刻：2017/07/24 15:40:01

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,2.6,8.6,-2.0
1981/1/2,3.8,9.0,0.0
1981/1/3,2.8,7.1,-0.8
1981/1/4,1.9,5.2,-1.7
1981/1/5,0.2,7.0,-4.0
1981/1/6,0.0,5.2,-4.6
1981/1/7,0.3,5.6,-3.3
1981/1/8,2.7,7.6,-2.8
1981/1/9,4.3,10.1,-0.3
1981/1/10,4.0,10.3,-0.3
1981/1/11,0.8,5.2,-3.3
1981/1/12,0.2,7.5,-4.5
1981/1/13,-1.0,3.9,-4.0
1981/1/14,0.2,7.4,-5.3
1981/1/15,1.5,6.2,-4.8
1981/1/16,2.1,7.5,-1.2
1981/1/17,0.2,6.6,-5.7
1981/1/18,0.7,5.8,-4.5
1981/1/19,1.4,7.9,-3.0
1981/1/20,1.3,6.6,-2.9
1981/1/21,1.0,6.6,-4.1
1981/1/22,0.4,4.9,-2.9
1981/1/23,2.2,6.9,-2.1
1981/1/24,2.7,6.7,-2.7
1981/1/25,3.8,7.0,0.0
1981/1/26,0.8,6.0,-2.5
1981/1/27,0.6,4.6,-3.5
1981/1/28,0.5,4.7,-3.0
1981/1/29,1.6,9.1,-4.9
1981/1/30,1.8,6.3,-1.3
1981/1/31,2.3,8.8,-3.6
1981/2/1,0.8,3.5,-0.8
1981/2/2,2.4,6.5,-1.0
1981/2/3,1.0,6.2,-2.6
1981/2/4,0.8,4.9,-2.0
1981/2/5,1.7,8.5,-4.5
1981/2/6,2.1,8.9,-4.0
1981/2/7,2.9,9.6,-3.0
1981/2/8,3.5,9.6,-2.1
1981/2/9,4.6,12.7,-1.1
1981/2/10,4.3,12.2,-1.7
1981/2/11,1.8,8.1,-1.0
1981/2/12,4.3,10.9,-2.8
1981/2/13,7.0,12.3,0.3
1981/2/14,8.8,16.1,3.0
1981/2/15,4.5,7.2,1.3
1981/2/16,8.8,16.6,2.1
1981/2/17,1.9,6.5,0.1
1981/2/18,0.8,5.7,-4.9
1981/2/19,3.9,11.4,-0.3
1981/2/20,2.8,6.5,-1.2
1981/2/21,2.9,7.4,-1.0
1981/2/22,2.6,8.8,-3.9
1981/2/23,1.3,3.4,-0.2
1981/2/24,1.7,5.2,-0.9
1981/2/25,0.3,4.7,-3.5
1981/2/26,-3.1,3.7,-6.4
1981/2/27,-3.8,2.4,-9.0
1981/2/28,-0.1,5.9,-6.3
1981/3/1,2.7,9.2,-2.6
1981/3/2,3.9,9.8,-1.0
1981/3/3,3.9,9.8,-2.5
1981/3/4,7.1,12.6,3.2
1981/3/5,5.2,10.3,0.7
1981/3/6,4.2,12.4,-1.8
1981/3/7,2.9,8.0,-3.2
1981/3/8,7.1,11.8,2.6
1981/3/9,4.9,7.3,3.7
1981/3/10,3.6,8.4,-0.6
1981/3/11,3.3,8.6,-0.8
1981/3/12,6.5,14.2,-0.3
1981/3/13,9.8,16.3,1.1
1981/3/14,8.2,9.8,6.1
1981/3/15,9.8,19.0,4.1
1981/3/16,5.5,10.0,2.4
1981/3/17,5.0,9.7,-0.4
1981/3/18,8.9,16.7,-0.2
1981/3/19,12.1,19.3,3.6
1981/3/20,13.3,21.4,7.9
1981/3/21,9.4,12.3,7.4
1981/3/22,11.3,18.6,7.1
1981/3/23,8.8,13.6,5.0
1981/3/24,8.4,14.0,1.6
1981/3/25,7.1,9.5,4.7
1981/3/26,11.5,20.8,6.0
1981/3/27,6.9,11.7,3.9
1981/3/28,8.5,13.5,3.1
1981/3/29,10.1,15.9,4.9
1981/3/30,8.8,13.4,6.0
1981/3/31,4.9,6.9,3.4
1981/4/1,6.0,9.6,0.6
1981/4/2,8.2,15.0,4.9
1981/4/3,10.2,16.7,5.1
1981/4/4,8.7,12.3,5.9
1981/4/5,8.9,13.3,4.1
1981/4/6,12.4,19.8,7.7
1981/4/7,12.1,17.1,5.6
1981/4/8,10.6,17.7,3.9
1981/4/9,11.9,17.0,4.4
1981/4/10,12.6,18.2,8.8
1981/4/11,17.0,22.5,12.4
1981/4/12,16.4,22.6,8.9
1981/4/13,11.7,16.8,6.1
1981/4/14,10.6,18.6,2.8
1981/4/15,13.4,19.6,4.8
1981/4/16,9.6,11.3,8.4
1981/4/17,11.3,18.8,7.2
1981/4/18,10.0,15.6,5.4
1981/4/19,7.7,11.4,3.9
1981/4/20,13.1,20.8,6.8
1981/4/21,11.9,16.7,8.6
1981/4/22,13.8,21.0,5.5
1981/4/23,17.6,26.5,9.5
1981/4/24,18.9,25.5,11.4
1981/4/25,12.9,17.6,10.3
1981/4/26,14.6,22.0,8.1
1981/4/27,17.2,26.0,8.8
1981/4/28,15.7,22.0,10.1
1981/4/29,16.7,22.5,8.6
1981/4/30,17.2,22.3,15.2
1981/5/1,19.1,27.3,10.8
