ダウンロードした時刻：2017/07/24 15:45:45

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,11.0,13.7,7.2
2014/1/2,10.3,13.4,6.8
2014/1/3,6.8,11.8,2.0
2014/1/4,6.6,12.8,3.7
2014/1/5,5.1,8.0,2.5
2014/1/6,5.2,9.1,2.6
2014/1/7,5.0,10.2,-0.1
2014/1/8,6.4,8.0,3.6
2014/1/9,6.6,9.9,2.6
2014/1/10,3.5,7.0,1.0
2014/1/11,4.0,8.3,0.3
2014/1/12,4.4,8.7,-0.5
2014/1/13,4.9,7.2,3.3
2014/1/14,3.7,7.1,0.6
2014/1/15,4.9,9.6,0.8
2014/1/16,5.3,10.2,1.0
2014/1/17,5.6,9.9,1.5
2014/1/18,5.3,8.9,2.5
2014/1/19,3.2,6.5,0.1
2014/1/20,3.7,8.7,-1.6
2014/1/21,4.2,7.1,2.0
2014/1/22,4.0,7.9,1.3
2014/1/23,4.6,9.7,0.4
2014/1/24,5.0,10.8,-0.6
2014/1/25,6.9,11.4,0.9
2014/1/26,7.9,11.5,3.0
2014/1/27,2.8,6.7,-0.9
2014/1/28,5.8,13.5,-1.9
2014/1/29,6.8,11.8,1.6
2014/1/30,9.0,14.9,3.8
2014/1/31,11.4,14.9,4.9
2014/2/1,7.8,13.3,2.3
2014/2/2,11.6,19.1,7.9
2014/2/3,11.1,14.5,7.1
2014/2/4,6.2,10.5,1.8
2014/2/5,3.3,6.1,1.4
2014/2/6,1.4,4.0,-0.8
2014/2/7,3.0,4.9,0.6
2014/2/8,2.1,4.5,0.3
2014/2/9,4.8,9.3,0.4
2014/2/10,3.5,4.7,1.7
2014/2/11,2.5,5.0,-1.2
2014/2/12,4.1,8.0,1.1
2014/2/13,4.6,7.2,1.4
2014/2/14,1.6,4.1,0.3
2014/2/15,5.6,9.0,2.4
2014/2/16,6.6,10.9,3.0
2014/2/17,6.0,12.2,0.7
2014/2/18,3.7,5.5,2.0
2014/2/19,4.5,7.3,2.9
2014/2/20,4.7,9.4,-0.2
2014/2/21,4.7,9.7,-0.5
2014/2/22,4.9,9.6,-0.1
2014/2/23,5.4,10.5,-0.1
2014/2/24,6.0,11.2,0.4
2014/2/25,8.0,15.0,1.9
2014/2/26,8.2,11.2,3.2
2014/2/27,10.8,12.7,7.7
2014/2/28,12.4,16.0,10.1
2014/3/1,9.2,10.8,8.2
2014/3/2,9.6,13.8,7.4
2014/3/3,7.1,10.8,3.1
2014/3/4,5.6,10.3,-0.4
2014/3/5,7.0,10.1,4.6
2014/3/6,4.5,7.9,2.2
2014/3/7,3.7,9.2,-0.9
2014/3/8,5.5,10.1,0.0
2014/3/9,7.2,12.1,3.2
2014/3/10,4.7,8.5,1.6
2014/3/11,6.9,13.3,0.3
2014/3/12,9.6,17.0,2.1
2014/3/13,9.4,12.5,7.0
2014/3/14,6.5,11.2,3.8
2014/3/15,7.2,13.1,1.7
2014/3/16,12.3,18.0,4.5
2014/3/17,11.9,18.0,6.1
2014/3/18,12.4,17.5,7.9
2014/3/19,11.7,15.6,8.7
2014/3/20,10.2,12.7,8.7
2014/3/21,7.1,11.3,4.7
2014/3/22,8.2,13.8,3.4
2014/3/23,12.4,18.5,5.7
2014/3/24,12.9,20.9,5.9
2014/3/25,15.2,20.9,10.0
2014/3/26,13.2,14.9,11.6
2014/3/27,15.2,18.3,9.8
2014/3/28,13.4,20.6,6.5
2014/3/29,14.6,18.7,11.3
2014/3/30,14.9,19.4,12.6
2014/3/31,13.8,18.2,9.5
2014/4/1,12.6,19.5,6.7
2014/4/2,14.0,19.6,8.2
2014/4/3,15.1,20.8,10.6
2014/4/4,11.4,15.1,6.8
2014/4/5,6.3,9.6,4.2
2014/4/6,7.9,11.8,4.2
2014/4/7,10.4,16.3,3.0
2014/4/8,14.3,22.3,6.1
2014/4/9,15.2,22.8,8.1
2014/4/10,15.8,23.6,10.2
2014/4/11,12.3,18.8,6.2
2014/4/12,12.6,16.9,7.2
2014/4/13,11.5,12.9,10.3
2014/4/14,13.9,21.4,7.3
2014/4/15,14.8,24.1,5.2
2014/4/16,16.1,20.7,11.4
2014/4/17,18.7,25.2,11.7
2014/4/18,14.6,18.5,12.2
2014/4/19,14.5,20.0,10.0
2014/4/20,11.9,14.8,9.2
2014/4/21,14.2,16.8,12.2
2014/4/22,14.6,18.8,11.2
2014/4/23,15.5,23.0,7.8
2014/4/24,16.0,24.0,8.2
2014/4/25,16.6,23.8,8.5
2014/4/26,17.5,24.3,11.1
2014/4/27,18.2,25.0,12.3
2014/4/28,17.2,20.5,15.5
2014/4/29,17.4,21.6,14.9
2014/4/30,18.4,21.8,14.9
2014/5/1,19.8,24.9,16.2
