ダウンロードした時刻：2017/07/24 15:42:56

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,3.9,8.6,0.1
1985/1/2,4.5,9.6,0.1
1985/1/3,4.6,6.9,3.2
1985/1/4,2.4,5.3,0.5
1985/1/5,3.1,5.2,0.6
1985/1/6,3.3,6.7,0.5
1985/1/7,0.9,3.3,-0.8
1985/1/8,1.2,6.9,-2.3
1985/1/9,4.3,9.1,0.6
1985/1/10,3.8,6.0,0.8
1985/1/11,3.3,6.8,1.5
1985/1/12,2.7,8.7,-1.3
1985/1/13,0.1,3.1,-2.9
1985/1/14,-2.8,-1.2,-4.1
1985/1/15,1.5,4.6,-1.4
1985/1/16,4.0,6.6,2.1
1985/1/17,0.6,3.1,-0.4
1985/1/18,1.4,4.7,-0.7
1985/1/19,1.5,8.4,-3.8
1985/1/20,5.3,7.9,0.8
1985/1/21,3.1,7.3,-1.5
1985/1/22,4.9,11.7,-1.6
1985/1/23,5.5,8.6,2.7
1985/1/24,2.9,4.6,1.3
1985/1/25,1.3,2.7,0.3
1985/1/26,1.2,3.1,-0.7
1985/1/27,2.3,7.7,-2.2
1985/1/28,3.3,7.0,1.3
1985/1/29,0.3,3.2,-2.0
1985/1/30,-1.1,2.2,-2.8
1985/1/31,2.0,4.6,-4.8
1985/2/1,6.6,9.3,3.7
1985/2/2,5.6,9.6,0.2
1985/2/3,5.4,10.7,0.9
1985/2/4,5.2,11.3,0.1
1985/2/5,5.7,10.6,2.1
1985/2/6,5.8,11.4,0.6
1985/2/7,7.2,13.5,2.2
1985/2/8,7.4,10.7,4.7
1985/2/9,10.0,16.5,6.8
1985/2/10,5.7,7.1,3.1
1985/2/11,5.9,10.6,2.3
1985/2/12,7.5,13.6,3.3
1985/2/13,4.3,7.5,0.5
1985/2/14,1.3,3.6,-0.3
1985/2/15,3.1,8.4,-1.5
1985/2/16,5.5,11.3,1.3
1985/2/17,3.9,5.8,2.4
1985/2/18,4.1,6.9,2.1
1985/2/19,5.3,6.7,3.5
1985/2/20,5.8,8.1,4.3
1985/2/21,0.8,5.5,-1.8
1985/2/22,0.4,2.6,-2.1
1985/2/23,1.7,4.3,-0.9
1985/2/24,0.7,3.9,-1.8
1985/2/25,1.9,6.8,-1.0
1985/2/26,3.0,7.8,-0.7
1985/2/27,4.8,8.9,0.4
1985/2/28,5.2,6.5,2.8
1985/3/1,6.9,8.1,6.0
1985/3/2,5.9,7.6,3.8
1985/3/3,5.3,8.7,1.6
1985/3/4,5.2,12.1,-1.1
1985/3/5,5.5,9.9,2.9
1985/3/6,5.5,10.6,1.4
1985/3/7,6.2,10.9,1.6
1985/3/8,11.4,18.3,5.8
1985/3/9,7.3,11.2,5.7
1985/3/10,6.0,8.9,2.7
1985/3/11,4.4,5.4,3.8
1985/3/12,4.3,8.2,0.4
1985/3/13,4.1,9.3,-0.2
1985/3/14,6.8,11.2,3.1
1985/3/15,5.7,8.0,4.2
1985/3/16,7.6,12.4,-0.3
1985/3/17,9.5,12.1,8.1
1985/3/18,9.0,13.8,4.6
1985/3/19,7.1,9.0,5.0
1985/3/20,7.5,12.5,1.6
1985/3/21,8.6,14.0,6.1
1985/3/22,7.9,13.2,4.5
1985/3/23,7.6,11.8,4.7
1985/3/24,7.8,13.3,1.8
1985/3/25,14.0,20.1,3.5
1985/3/26,11.3,17.7,9.3
1985/3/27,9.0,10.5,7.9
1985/3/28,11.6,17.4,7.5
1985/3/29,9.8,13.6,6.8
1985/3/30,6.9,11.3,2.4
1985/3/31,6.3,10.2,2.6
1985/4/1,7.2,14.2,0.8
1985/4/2,9.6,16.7,1.7
1985/4/3,13.8,19.2,6.6
1985/4/4,12.1,19.2,9.1
1985/4/5,10.5,15.1,4.7
1985/4/6,9.6,17.5,1.5
1985/4/7,12.0,16.1,8.8
1985/4/8,13.3,22.3,5.9
1985/4/9,13.6,22.6,6.5
1985/4/10,13.7,22.7,7.3
1985/4/11,11.3,13.0,9.0
1985/4/12,9.9,10.7,8.6
1985/4/13,10.9,12.5,9.6
1985/4/14,12.0,17.4,9.8
1985/4/15,10.1,13.5,5.9
1985/4/16,10.3,16.7,5.6
1985/4/17,11.5,19.9,3.7
1985/4/18,12.2,18.6,8.3
1985/4/19,15.5,25.3,6.3
1985/4/20,13.4,18.2,8.5
1985/4/21,13.2,21.3,6.8
1985/4/22,12.9,15.9,9.6
1985/4/23,15.7,22.3,12.4
1985/4/24,12.9,17.5,8.2
1985/4/25,14.3,24.5,6.2
1985/4/26,16.3,22.8,10.4
1985/4/27,13.8,19.1,7.6
1985/4/28,12.5,20.2,5.5
1985/4/29,14.4,21.4,7.0
1985/4/30,17.2,26.4,9.3
1985/5/1,18.1,25.6,9.7
