ダウンロードした時刻：2017/07/24 15:45:26

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,4.3,10.0,0.2
1985/1/2,6.8,12.1,0.9
1985/1/3,6.3,10.2,3.4
1985/1/4,6.0,10.7,2.3
1985/1/5,4.2,8.2,1.2
1985/1/6,3.9,7.7,-0.1
1985/1/7,3.3,7.6,0.4
1985/1/8,3.9,8.2,0.1
1985/1/9,4.3,9.1,0.3
1985/1/10,6.4,9.4,3.1
1985/1/11,3.4,8.4,-0.2
1985/1/12,5.4,10.7,0.3
1985/1/13,3.5,5.7,0.9
1985/1/14,0.2,2.5,-1.5
1985/1/15,2.9,6.2,-1.6
1985/1/16,6.0,10.0,0.2
1985/1/17,2.5,7.1,-1.7
1985/1/18,2.9,6.9,-0.5
1985/1/19,5.1,10.3,-1.4
1985/1/20,8.0,10.2,2.7
1985/1/21,5.3,9.9,1.4
1985/1/22,7.0,13.6,-0.4
1985/1/23,8.9,12.7,4.3
1985/1/24,5.1,8.5,1.8
1985/1/25,4.0,8.3,0.8
1985/1/26,3.3,8.2,-0.5
1985/1/27,4.6,8.7,-1.0
1985/1/28,5.6,8.6,1.6
1985/1/29,2.6,5.2,0.2
1985/1/30,0.3,3.9,-1.6
1985/1/31,2.6,5.6,-2.5
1985/2/1,8.6,10.7,4.0
1985/2/2,8.3,10.8,2.9
1985/2/3,9.5,13.8,3.2
1985/2/4,7.6,12.0,3.2
1985/2/5,7.9,9.4,7.0
1985/2/6,7.3,9.3,4.6
1985/2/7,9.1,15.4,5.5
1985/2/8,8.2,11.2,4.6
1985/2/9,11.3,17.4,8.1
1985/2/10,7.3,10.4,3.9
1985/2/11,6.4,11.2,2.2
1985/2/12,7.1,12.0,3.0
1985/2/13,6.3,10.7,2.5
1985/2/14,4.2,8.5,0.0
1985/2/15,5.1,9.8,-0.8
1985/2/16,6.5,8.7,4.2
1985/2/17,5.3,9.6,1.9
1985/2/18,5.9,10.0,2.0
1985/2/19,7.0,11.6,3.7
1985/2/20,6.6,8.8,3.5
1985/2/21,3.2,5.9,0.7
1985/2/22,2.6,5.0,0.7
1985/2/23,3.9,6.2,0.6
1985/2/24,2.4,5.6,-1.1
1985/2/25,3.2,7.2,-1.6
1985/2/26,5.1,8.3,1.8
1985/2/27,6.0,8.6,4.1
1985/2/28,7.0,8.9,4.9
1985/3/1,9.1,12.7,6.4
1985/3/2,7.9,10.0,5.4
1985/3/3,8.3,11.6,5.4
1985/3/4,7.3,13.2,1.8
1985/3/5,7.6,10.0,6.2
1985/3/6,7.5,11.8,2.9
1985/3/7,9.3,13.8,4.1
1985/3/8,12.4,19.5,8.8
1985/3/9,9.6,13.5,5.8
1985/3/10,8.1,12.4,3.0
1985/3/11,5.9,8.3,4.9
1985/3/12,6.8,11.8,4.0
1985/3/13,7.5,10.9,3.2
1985/3/14,8.0,10.7,5.3
1985/3/15,8.6,12.1,5.4
1985/3/16,10.2,16.8,2.4
1985/3/17,11.3,15.4,10.3
1985/3/18,12.3,17.4,7.0
1985/3/19,9.2,11.3,6.4
1985/3/20,8.2,12.1,3.6
1985/3/21,10.5,15.8,7.4
1985/3/22,11.2,17.7,4.5
1985/3/23,9.3,12.6,6.1
1985/3/24,10.8,18.6,3.5
1985/3/25,14.5,19.1,7.7
1985/3/26,16.1,20.0,13.7
1985/3/27,12.1,14.8,9.9
1985/3/28,13.4,18.3,10.3
1985/3/29,11.1,14.7,7.0
1985/3/30,8.1,12.0,4.8
1985/3/31,6.7,10.4,3.4
1985/4/1,7.5,13.8,1.1
1985/4/2,11.0,15.9,4.8
1985/4/3,14.8,19.1,8.5
1985/4/4,13.7,17.7,11.7
1985/4/5,11.5,15.0,7.0
1985/4/6,10.7,16.2,3.8
1985/4/7,11.3,12.1,10.3
1985/4/8,14.1,19.6,9.9
1985/4/9,16.4,23.5,9.2
1985/4/10,16.9,22.4,11.0
1985/4/11,14.7,16.9,12.8
1985/4/12,11.8,13.3,11.0
1985/4/13,14.1,17.4,11.6
1985/4/14,13.6,17.0,12.3
1985/4/15,12.3,14.6,10.1
1985/4/16,12.2,17.5,9.0
1985/4/17,12.9,20.1,7.2
1985/4/18,12.8,17.2,8.9
1985/4/19,17.2,24.0,8.3
1985/4/20,16.5,19.5,13.6
1985/4/21,17.0,22.8,10.7
1985/4/22,15.8,19.3,14.0
1985/4/23,17.8,21.9,14.3
1985/4/24,15.8,21.2,10.6
1985/4/25,15.9,22.3,8.6
1985/4/26,17.8,23.4,12.8
1985/4/27,15.0,19.3,10.3
1985/4/28,13.8,20.1,6.9
1985/4/29,16.6,22.8,9.9
1985/4/30,17.5,23.7,10.9
1985/5/1,18.4,24.4,11.4
