ダウンロードした時刻：2017/07/24 15:47:46

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,8.4,16.2,2.0
1996/1/2,8.4,16.2,0.9
1996/1/3,9.6,16.6,4.3
1996/1/4,5.9,11.9,1.8
1996/1/5,6.1,14.3,-0.7
1996/1/6,9.0,17.6,0.5
1996/1/7,10.5,17.4,4.8
1996/1/8,8.8,14.6,1.2
1996/1/9,2.9,7.9,-0.7
1996/1/10,6.2,11.2,2.4
1996/1/11,5.3,11.7,-0.5
1996/1/12,6.1,12.9,-1.3
1996/1/13,7.5,14.0,-0.7
1996/1/14,11.8,13.8,9.4
1996/1/15,16.5,22.4,11.9
1996/1/16,10.2,13.5,5.5
1996/1/17,7.8,13.1,2.1
1996/1/18,7.5,9.1,6.2
1996/1/19,8.9,13.2,5.7
1996/1/20,9.2,13.7,5.2
1996/1/21,7.3,11.9,1.9
1996/1/22,7.6,9.5,5.0
1996/1/23,8.6,13.5,5.1
1996/1/24,6.2,10.5,2.3
1996/1/25,4.6,8.2,-0.1
1996/1/26,5.6,10.1,2.4
1996/1/27,5.5,10.3,0.6
1996/1/28,6.2,12.8,-0.4
1996/1/29,7.3,14.0,1.7
1996/1/30,6.1,11.7,2.4
1996/1/31,5.5,11.0,1.6
1996/2/1,4.6,9.1,1.2
1996/2/2,2.6,7.2,-0.5
1996/2/3,2.9,9.2,-3.3
1996/2/4,5.8,13.4,-1.3
1996/2/5,6.3,13.7,1.6
1996/2/6,4.1,9.8,0.1
1996/2/7,3.7,10.3,-3.5
1996/2/8,8.2,14.4,0.9
1996/2/9,5.8,10.0,1.2
1996/2/10,3.1,7.6,-1.0
1996/2/11,4.6,13.0,-4.1
1996/2/12,11.5,20.2,3.4
1996/2/13,15.0,21.5,10.4
1996/2/14,16.6,24.1,9.7
1996/2/15,16.2,20.8,11.6
1996/2/16,11.9,18.9,7.7
1996/2/17,8.6,10.3,6.5
1996/2/18,8.6,12.5,6.0
1996/2/19,6.6,11.6,2.3
1996/2/20,7.1,12.4,3.0
1996/2/21,5.9,10.4,1.2
1996/2/22,5.5,11.4,-0.6
1996/2/23,7.0,12.7,1.4
1996/2/24,8.0,11.1,3.8
1996/2/25,7.8,10.8,5.7
1996/2/26,8.7,13.8,2.9
1996/2/27,8.0,13.5,4.4
1996/2/28,6.6,12.9,-0.6
1996/2/29,8.3,12.0,3.1
1996/3/1,10.1,15.6,4.6
1996/3/2,7.6,12.8,2.1
1996/3/3,8.3,15.3,1.7
1996/3/4,9.4,16.1,2.4
1996/3/5,7.9,10.9,5.4
1996/3/6,7.6,12.7,1.7
1996/3/7,13.2,19.9,6.5
1996/3/8,15.6,20.1,7.9
1996/3/9,9.3,13.0,6.7
1996/3/10,9.0,13.7,4.9
1996/3/11,9.9,15.7,5.2
1996/3/12,7.1,11.1,1.3
1996/3/13,9.3,14.6,6.5
1996/3/14,10.2,14.6,4.4
1996/3/15,14.8,21.3,9.1
1996/3/16,10.4,15.1,4.4
1996/3/17,16.5,22.6,11.2
1996/3/18,11.6,14.6,9.3
1996/3/19,10.0,14.2,5.1
1996/3/20,11.0,13.1,8.2
1996/3/21,15.1,18.0,12.2
1996/3/22,16.6,22.2,12.0
1996/3/23,12.4,15.8,9.7
1996/3/24,10.3,11.7,8.8
1996/3/25,14.2,16.5,11.3
1996/3/26,12.0,14.3,10.4
1996/3/27,11.3,13.6,8.5
1996/3/28,11.3,13.8,9.3
1996/3/29,11.8,14.1,9.1
1996/3/30,15.5,20.4,12.5
1996/3/31,14.6,19.0,11.7
1996/4/1,11.1,13.5,8.7
1996/4/2,9.0,14.7,5.3
1996/4/3,8.5,14.9,2.0
1996/4/4,9.9,16.3,3.5
1996/4/5,10.0,17.0,2.8
1996/4/6,11.7,17.1,5.4
1996/4/7,16.6,22.9,12.6
1996/4/8,14.8,20.4,9.9
1996/4/9,13.8,18.2,7.5
1996/4/10,12.2,15.4,9.3
1996/4/11,10.4,14.7,4.8
1996/4/12,8.9,13.6,3.1
1996/4/13,11.2,15.7,5.8
1996/4/14,10.3,14.2,7.0
1996/4/15,14.8,18.5,11.2
1996/4/16,14.7,18.2,11.0
1996/4/17,18.2,23.8,10.6
1996/4/18,17.3,23.6,13.2
1996/4/19,11.5,13.7,10.1
1996/4/20,13.0,18.4,8.7
1996/4/21,10.6,16.1,4.5
1996/4/22,12.6,18.8,5.1
1996/4/23,14.7,21.0,7.5
1996/4/24,15.7,21.7,8.1
1996/4/25,16.9,22.6,10.6
1996/4/26,17.1,22.6,11.3
1996/4/27,18.6,24.9,11.1
1996/4/28,19.4,25.7,12.8
1996/4/29,18.0,22.0,15.2
1996/4/30,18.4,20.5,14.9
1996/5/1,21.4,26.3,17.5
