ダウンロードした時刻：2017/07/24 15:38:21

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,8.0,12.2,4.0
2004/1/2,7.3,12.4,1.2
2004/1/3,7.0,11.9,2.0
2004/1/4,5.6,8.9,0.1
2004/1/5,3.1,8.0,-1.8
2004/1/6,2.9,8.4,-2.3
2004/1/7,3.0,6.6,-1.6
2004/1/8,3.4,6.1,1.4
2004/1/9,4.0,8.0,-0.5
2004/1/10,3.1,8.7,-3.5
2004/1/11,2.8,6.3,0.3
2004/1/12,4.0,7.0,0.8
2004/1/13,4.8,9.8,2.9
2004/1/14,1.5,4.0,-0.4
2004/1/15,1.4,5.0,-0.5
2004/1/16,1.8,6.1,-0.7
2004/1/17,2.0,6.0,-1.7
2004/1/18,3.1,7.5,-2.5
2004/1/19,4.2,7.2,1.5
2004/1/20,4.4,10.6,-0.6
2004/1/21,5.7,10.2,-0.2
2004/1/22,3.8,7.9,0.6
2004/1/23,2.3,6.3,-0.6
2004/1/24,3.1,7.6,-1.6
2004/1/25,2.6,8.5,-1.9
2004/1/26,3.4,8.0,-1.6
2004/1/27,2.1,6.1,-1.9
2004/1/28,5.0,9.5,-0.2
2004/1/29,5.3,9.8,0.8
2004/1/30,4.0,9.1,-1.5
2004/1/31,3.9,8.6,-0.5
2004/2/1,4.3,10.6,-1.3
2004/2/2,4.5,7.4,0.1
2004/2/3,5.8,9.6,1.8
2004/2/4,3.2,7.3,-0.1
2004/2/5,3.0,7.0,0.0
2004/2/6,1.7,5.1,-1.7
2004/2/7,2.1,6.4,-1.9
2004/2/8,3.8,10.2,-1.8
2004/2/9,3.5,8.8,-0.5
2004/2/10,1.9,5.4,-1.3
2004/2/11,2.1,7.5,-3.6
2004/2/12,5.3,11.3,0.1
2004/2/13,5.6,10.3,0.8
2004/2/14,7.3,10.8,4.0
2004/2/15,6.0,10.6,2.4
2004/2/16,5.3,10.3,1.6
2004/2/17,5.2,9.3,0.7
2004/2/18,5.3,9.7,2.4
2004/2/19,5.3,9.8,0.1
2004/2/20,5.4,8.1,1.8
2004/2/21,8.7,12.4,4.3
2004/2/22,10.3,16.1,3.7
2004/2/23,8.5,13.1,2.9
2004/2/24,5.1,8.6,-0.1
2004/2/25,5.8,11.3,0.7
2004/2/26,6.7,18.6,0.4
2004/2/27,3.3,8.9,-0.1
2004/2/28,4.0,9.1,-1.9
2004/2/29,8.4,16.8,2.0
2004/3/1,4.1,7.0,1.7
2004/3/2,2.5,5.6,-2.2
2004/3/3,3.1,7.0,-0.2
2004/3/4,3.7,8.5,0.1
2004/3/5,3.4,8.6,-2.8
2004/3/6,4.4,10.4,0.0
2004/3/7,3.4,9.0,-1.8
2004/3/8,3.7,9.1,-0.5
2004/3/9,4.8,10.5,-1.0
2004/3/10,7.1,12.8,-0.2
2004/3/11,11.9,18.2,6.3
2004/3/12,7.7,9.9,4.1
2004/3/13,6.8,11.7,2.6
2004/3/14,6.1,10.6,0.6
2004/3/15,7.3,12.6,4.0
2004/3/16,6.7,10.5,1.2
2004/3/17,11.2,16.5,4.3
2004/3/18,7.1,14.7,1.8
2004/3/19,3.8,8.7,0.5
2004/3/20,3.1,6.8,0.4
2004/3/21,5.2,10.1,-0.1
2004/3/22,4.6,8.5,1.7
2004/3/23,4.9,7.5,2.6
2004/3/24,6.1,9.8,0.2
2004/3/25,9.1,11.2,7.0
2004/3/26,9.0,14.3,6.0
2004/3/27,8.8,14.5,4.3
2004/3/28,8.0,14.1,4.5
2004/3/29,9.7,15.6,2.2
2004/3/30,11.8,14.4,9.8
2004/3/31,13.5,18.1,8.9
2004/4/1,10.2,13.8,8.1
2004/4/2,9.9,14.1,7.0
2004/4/3,9.8,14.4,4.5
2004/4/4,4.9,7.7,1.4
2004/4/5,7.1,11.0,3.5
2004/4/6,9.1,14.0,2.4
2004/4/7,11.7,17.7,6.9
2004/4/8,10.3,15.5,5.1
2004/4/9,9.3,14.0,3.0
2004/4/10,12.1,16.2,8.9
2004/4/11,11.4,15.8,7.9
2004/4/12,13.2,19.0,7.8
2004/4/13,8.8,11.7,7.5
2004/4/14,10.6,13.4,7.9
2004/4/15,12.0,15.5,8.5
2004/4/16,12.4,16.8,7.3
2004/4/17,16.6,26.5,9.4
2004/4/18,11.7,14.9,6.7
2004/4/19,13.9,16.0,12.8
2004/4/20,16.2,25.8,11.8
2004/4/21,13.8,18.4,8.6
2004/4/22,14.3,19.6,9.1
2004/4/23,9.8,12.2,8.2
2004/4/24,10.3,15.9,5.6
2004/4/25,10.3,17.1,4.5
2004/4/26,11.3,16.9,7.8
2004/4/27,12.5,15.8,9.9
2004/4/28,10.5,15.0,8.2
2004/4/29,12.9,18.7,9.1
2004/4/30,13.5,18.2,7.1
2004/5/1,12.5,16.8,9.2
