ダウンロードした時刻：2017/07/24 15:46:45

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,8.3,15.4,2.2
1988/1/2,10.4,13.4,8.1
1988/1/3,10.5,16.8,6.0
1988/1/4,10.7,13.2,8.7
1988/1/5,7.7,10.4,5.4
1988/1/6,6.5,11.8,1.9
1988/1/7,7.1,10.1,4.2
1988/1/8,9.2,13.4,6.6
1988/1/9,6.7,9.9,4.2
1988/1/10,2.7,5.3,-0.6
1988/1/11,2.2,8.0,-2.7
1988/1/12,3.2,8.6,-0.9
1988/1/13,4.7,12.1,-1.1
1988/1/14,7.5,16.1,-0.4
1988/1/15,10.2,12.4,7.8
1988/1/16,10.0,15.9,5.9
1988/1/17,5.3,6.6,3.4
1988/1/18,5.9,9.7,2.7
1988/1/19,5.8,11.1,2.6
1988/1/20,6.1,13.7,0.5
1988/1/21,9.3,14.5,2.9
1988/1/22,10.8,13.9,8.8
1988/1/23,2.8,9.5,-0.3
1988/1/24,2.1,5.9,-1.2
1988/1/25,3.0,4.3,0.1
1988/1/26,5.2,9.2,2.7
1988/1/27,4.6,9.6,0.1
1988/1/28,4.8,11.2,-0.9
1988/1/29,7.4,14.4,3.2
1988/1/30,6.3,11.5,0.8
1988/1/31,5.2,8.4,0.9
1988/2/1,3.9,9.3,-1.4
1988/2/2,5.0,11.3,1.4
1988/2/3,0.9,4.5,-1.6
1988/2/4,5.2,10.3,-2.5
1988/2/5,14.5,20.6,8.8
1988/2/6,7.0,12.4,2.6
1988/2/7,2.2,4.3,0.7
1988/2/8,2.2,5.7,-0.1
1988/2/9,3.1,7.3,-1.9
1988/2/10,3.6,7.3,0.6
1988/2/11,4.0,9.3,-1.4
1988/2/12,5.6,12.6,0.4
1988/2/13,6.7,12.7,0.3
1988/2/14,7.9,12.7,4.1
1988/2/15,6.6,10.1,1.9
1988/2/16,3.6,8.3,-1.1
1988/2/17,3.5,7.1,1.8
1988/2/18,2.7,6.4,-0.3
1988/2/19,3.5,9.9,-3.4
1988/2/20,4.7,8.2,1.9
1988/2/21,6.8,12.9,1.1
1988/2/22,9.0,15.7,2.6
1988/2/23,10.6,12.7,9.1
1988/2/24,9.8,13.9,6.7
1988/2/25,8.4,15.6,3.6
1988/2/26,6.3,8.8,5.0
1988/2/27,6.2,8.7,4.5
1988/2/28,8.4,13.0,4.2
1988/2/29,8.1,10.7,6.7
1988/3/1,9.8,12.2,7.3
1988/3/2,9.0,12.8,5.3
1988/3/3,4.1,6.9,0.9
1988/3/4,3.1,7.7,-1.0
1988/3/5,4.7,10.0,0.8
1988/3/6,6.1,11.4,0.3
1988/3/7,3.6,6.0,2.0
1988/3/8,4.6,9.3,1.8
1988/3/9,5.6,10.9,0.6
1988/3/10,7.7,14.6,1.7
1988/3/11,10.3,15.1,3.7
1988/3/12,12.0,16.1,7.1
1988/3/13,11.5,18.2,4.2
1988/3/14,12.6,13.9,11.5
1988/3/15,10.5,13.1,7.6
1988/3/16,4.6,7.6,3.4
1988/3/17,7.2,9.3,4.0
1988/3/18,10.0,15.2,6.5
1988/3/19,9.7,15.0,4.5
1988/3/20,10.5,15.2,6.6
1988/3/21,9.7,12.7,5.9
1988/3/22,10.7,13.5,8.9
1988/3/23,10.1,15.6,5.7
1988/3/24,10.0,16.5,3.5
1988/3/25,10.6,13.6,8.6
1988/3/26,10.2,13.1,8.2
1988/3/27,9.5,14.5,4.7
1988/3/28,8.7,13.7,5.1
1988/3/29,10.4,14.3,5.4
1988/3/30,9.0,12.2,6.4
1988/3/31,10.2,16.6,3.1
1988/4/1,12.8,19.9,5.4
1988/4/2,12.0,14.6,10.4
1988/4/3,13.1,20.6,6.6
1988/4/4,14.6,22.3,8.4
1988/4/5,14.6,21.5,8.9
1988/4/6,12.9,19.1,8.5
1988/4/7,8.7,10.6,8.1
1988/4/8,8.9,12.8,5.7
1988/4/9,9.1,15.7,2.6
1988/4/10,11.1,18.5,4.3
1988/4/11,13.9,21.0,6.1
1988/4/12,15.1,17.3,13.3
1988/4/13,15.2,22.6,10.0
1988/4/14,13.2,19.3,8.1
1988/4/15,12.7,20.5,5.2
1988/4/16,15.3,24.0,6.4
1988/4/17,15.5,19.0,13.1
1988/4/18,13.6,19.6,8.8
1988/4/19,14.6,20.9,6.0
1988/4/20,18.8,24.6,16.1
1988/4/21,16.8,20.8,13.0
1988/4/22,13.8,18.2,10.6
1988/4/23,12.8,19.0,7.9
1988/4/24,12.7,18.4,7.4
1988/4/25,14.3,20.6,7.4
1988/4/26,16.1,22.9,8.8
1988/4/27,15.8,19.0,13.2
1988/4/28,16.6,19.1,14.0
1988/4/29,17.0,22.6,13.6
1988/4/30,18.3,24.0,12.9
1988/5/1,21.2,27.1,14.5
