ダウンロードした時刻：2017/07/24 15:44:28

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,3.7,5.9,1.1
1986/1/2,1.1,3.2,-0.2
1986/1/3,2.7,6.2,-2.0
1986/1/4,5.1,7.5,1.7
1986/1/5,-0.6,2.1,-2.2
1986/1/6,0.5,3.1,-1.7
1986/1/7,3.2,7.2,-0.2
1986/1/8,3.1,7.6,0.4
1986/1/9,0.6,3.7,-1.5
1986/1/10,0.8,3.9,-1.4
1986/1/11,1.3,5.7,-1.3
1986/1/12,2.3,6.9,-1.3
1986/1/13,2.5,7.2,-0.8
1986/1/14,3.9,7.4,0.4
1986/1/15,5.4,8.9,2.3
1986/1/16,6.5,10.8,3.3
1986/1/17,6.8,11.5,3.0
1986/1/18,6.0,10.0,3.3
1986/1/19,5.1,10.6,0.7
1986/1/20,5.7,9.3,2.1
1986/1/21,6.1,9.8,3.1
1986/1/22,2.5,6.3,0.7
1986/1/23,2.9,5.6,0.3
1986/1/24,4.1,8.1,1.8
1986/1/25,2.4,5.9,0.1
1986/1/26,1.5,4.8,-0.6
1986/1/27,1.1,4.3,-1.3
1986/1/28,2.9,6.6,-1.8
1986/1/29,4.4,8.3,1.7
1986/1/30,5.0,8.7,1.4
1986/1/31,5.8,10.0,3.2
1986/2/1,4.1,7.4,2.5
1986/2/2,3.8,8.3,1.3
1986/2/3,3.9,8.4,-0.3
1986/2/4,1.4,5.4,-1.7
1986/2/5,1.7,5.4,-1.2
1986/2/6,2.1,6.1,-1.3
1986/2/7,1.7,5.5,-2.0
1986/2/8,1.5,6.6,-1.8
1986/2/9,2.0,6.3,-0.9
1986/2/10,1.4,5.2,-0.2
1986/2/11,1.4,5.1,-1.1
1986/2/12,3.2,7.8,-1.6
1986/2/13,5.9,10.3,0.3
1986/2/14,7.1,7.5,6.3
1986/2/15,5.1,9.9,-0.3
1986/2/16,-0.7,4.6,-3.5
1986/2/17,1.1,6.2,-3.6
1986/2/18,2.9,6.8,-0.3
1986/2/19,5.4,10.0,1.3
1986/2/20,4.6,8.5,0.5
1986/2/21,3.6,7.7,1.0
1986/2/22,4.3,8.0,-0.2
1986/2/23,5.0,9.2,1.4
1986/2/24,1.3,4.5,-1.4
1986/2/25,1.2,5.5,-1.8
1986/2/26,3.2,7.2,-1.9
1986/2/27,3.6,6.6,0.0
1986/2/28,1.2,5.2,-2.1
1986/3/1,2.2,6.2,-1.7
1986/3/2,2.1,6.5,-0.3
1986/3/3,3.2,8.5,-0.5
1986/3/4,2.7,7.2,-1.0
1986/3/5,5.3,11.1,0.7
1986/3/6,6.0,11.8,0.4
1986/3/7,8.3,14.8,2.3
1986/3/8,7.9,14.9,2.5
1986/3/9,11.8,17.3,4.8
1986/3/10,13.0,16.5,9.7
1986/3/11,7.6,10.0,4.5
1986/3/12,7.3,11.6,2.9
1986/3/13,9.3,13.6,3.4
1986/3/14,8.9,10.8,7.4
1986/3/15,13.1,16.5,10.6
1986/3/16,9.6,15.0,3.6
1986/3/17,5.9,11.5,1.8
1986/3/18,5.7,8.4,1.3
1986/3/19,9.7,12.7,6.5
1986/3/20,6.8,11.9,3.0
1986/3/21,5.8,11.2,1.4
1986/3/22,7.0,11.5,2.6
1986/3/23,5.0,9.0,2.1
1986/3/24,5.7,11.1,2.3
1986/3/25,6.8,11.6,0.9
1986/3/26,8.7,14.8,2.3
1986/3/27,11.5,16.3,5.6
1986/3/28,11.0,12.2,10.2
1986/3/29,11.3,16.1,6.9
1986/3/30,10.3,15.7,5.3
1986/3/31,10.1,15.3,6.1
1986/4/1,8.5,14.5,2.6
1986/4/2,10.8,17.6,4.7
1986/4/3,13.4,17.6,7.3
1986/4/4,12.7,14.5,11.6
1986/4/5,12.6,19.1,6.9
1986/4/6,11.5,17.3,5.9
1986/4/7,6.3,11.6,3.7
1986/4/8,9.5,14.6,2.5
1986/4/9,14.6,17.4,12.7
1986/4/10,16.3,19.7,13.2
1986/4/11,12.8,16.7,6.7
1986/4/12,9.7,14.7,4.0
1986/4/13,12.4,18.5,5.6
1986/4/14,15.3,21.7,8.5
1986/4/15,13.4,16.1,12.1
1986/4/16,10.4,15.0,5.5
1986/4/17,13.1,18.2,5.2
1986/4/18,15.3,19.0,12.2
1986/4/19,15.8,17.4,12.2
1986/4/20,18.5,23.3,15.7
1986/4/21,19.0,22.8,15.4
1986/4/22,16.8,20.0,13.2
1986/4/23,15.9,21.6,11.3
1986/4/24,17.8,23.6,11.0
1986/4/25,19.3,23.3,17.4
1986/4/26,19.7,24.4,16.5
1986/4/27,18.8,19.5,17.2
1986/4/28,13.7,18.6,11.7
1986/4/29,14.7,21.2,9.6
1986/4/30,15.9,22.3,8.6
1986/5/1,17.7,21.6,13.9
