ダウンロードした時刻：2017/07/24 15:40:47

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,5.7,11.9,0.0
1993/1/2,5.5,11.3,1.5
1993/1/3,7.1,13.9,0.4
1993/1/4,8.1,12.3,5.6
1993/1/5,6.1,9.8,2.8
1993/1/6,5.0,9.5,-0.8
1993/1/7,7.9,10.0,5.1
1993/1/8,8.3,11.2,4.1
1993/1/9,4.6,6.9,0.6
1993/1/10,7.5,10.4,5.5
1993/1/11,6.3,9.1,2.7
1993/1/12,6.2,11.1,1.9
1993/1/13,5.4,8.2,0.6
1993/1/14,7.1,8.1,6.4
1993/1/15,7.7,8.4,6.3
1993/1/16,8.4,10.2,5.3
1993/1/17,6.1,9.4,2.3
1993/1/18,4.4,8.9,1.0
1993/1/19,3.5,6.4,0.4
1993/1/20,3.3,8.5,-0.3
1993/1/21,3.3,8.0,-0.2
1993/1/22,3.8,9.5,-1.3
1993/1/23,5.4,11.3,-0.8
1993/1/24,6.8,10.5,4.3
1993/1/25,8.3,10.9,5.8
1993/1/26,8.2,13.6,3.1
1993/1/27,5.7,10.6,1.0
1993/1/28,1.1,4.9,-0.8
1993/1/29,1.8,5.5,-1.8
1993/1/30,4.2,9.6,-0.3
1993/1/31,6.1,10.2,2.9
1993/2/1,3.8,7.6,0.6
1993/2/2,1.6,5.2,-0.7
1993/2/3,4.1,8.6,-1.3
1993/2/4,6.2,10.5,1.9
1993/2/5,5.5,11.5,-0.8
1993/2/6,8.9,17.8,0.8
1993/2/7,9.2,14.6,6.3
1993/2/8,3.3,6.9,0.7
1993/2/9,2.9,7.7,-1.5
1993/2/10,4.9,11.0,0.6
1993/2/11,4.7,10.0,-1.3
1993/2/12,5.6,9.8,2.8
1993/2/13,5.7,11.3,1.0
1993/2/14,4.1,8.3,0.1
1993/2/15,4.8,12.6,-2.1
1993/2/16,7.7,12.7,2.1
1993/2/17,10.8,16.1,7.3
1993/2/18,8.7,13.6,3.9
1993/2/19,6.3,11.7,3.9
1993/2/20,7.3,13.1,4.5
1993/2/21,6.6,10.1,3.8
1993/2/22,11.4,15.4,8.3
1993/2/23,3.9,8.4,0.7
1993/2/24,3.0,7.3,0.3
1993/2/25,3.6,8.6,-0.2
1993/2/26,5.0,11.2,-0.5
1993/2/27,6.5,11.7,-0.1
1993/2/28,6.7,9.8,4.8
1993/3/1,4.8,8.3,1.6
1993/3/2,2.0,5.0,-0.4
1993/3/3,4.9,10.2,0.7
1993/3/4,6.4,13.5,1.4
1993/3/5,7.9,15.9,0.1
1993/3/6,10.4,17.8,2.2
1993/3/7,8.7,11.8,6.3
1993/3/8,6.3,10.0,3.8
1993/3/9,7.2,12.9,2.4
1993/3/10,7.3,13.3,3.7
1993/3/11,7.6,13.3,1.8
1993/3/12,7.9,14.0,4.8
1993/3/13,6.2,10.2,3.2
1993/3/14,8.5,14.3,3.3
1993/3/15,5.4,8.1,3.3
1993/3/16,5.0,8.0,1.7
1993/3/17,5.0,11.0,-0.7
1993/3/18,6.9,15.0,-1.1
1993/3/19,6.9,11.9,3.5
1993/3/20,6.2,12.8,-0.1
1993/3/21,8.1,14.8,1.7
1993/3/22,9.8,17.4,2.6
1993/3/23,11.4,18.7,2.9
1993/3/24,11.1,14.0,9.5
1993/3/25,12.9,17.9,9.8
1993/3/26,12.1,17.4,7.3
1993/3/27,13.3,20.8,6.7
1993/3/28,10.4,11.3,8.9
1993/3/29,5.8,9.1,3.0
1993/3/30,7.1,13.1,-0.6
1993/3/31,11.4,14.7,6.7
1993/4/1,12.9,18.0,9.1
1993/4/2,14.0,21.2,7.7
1993/4/3,15.8,23.9,7.5
1993/4/4,13.2,18.3,10.0
1993/4/5,10.2,15.4,6.9
1993/4/6,9.5,15.8,4.5
1993/4/7,8.2,14.6,3.9
1993/4/8,7.6,13.6,4.2
1993/4/9,8.1,14.1,2.8
1993/4/10,8.1,13.1,4.4
1993/4/11,6.7,12.3,1.0
1993/4/12,8.9,15.4,3.7
1993/4/13,10.0,17.4,2.5
1993/4/14,11.8,19.4,4.2
1993/4/15,12.9,20.7,4.9
1993/4/16,14.3,20.6,8.6
1993/4/17,15.9,23.8,10.0
1993/4/18,16.6,24.6,8.7
1993/4/19,18.1,25.6,9.9
1993/4/20,18.8,27.6,11.8
1993/4/21,17.0,21.2,14.9
1993/4/22,14.7,16.2,12.9
1993/4/23,17.8,22.6,12.9
1993/4/24,17.5,19.5,15.2
1993/4/25,14.1,17.5,8.2
1993/4/26,12.9,19.4,5.7
1993/4/27,17.6,24.9,11.7
1993/4/28,15.2,19.3,13.4
1993/4/29,14.7,18.3,12.4
1993/4/30,13.4,17.2,11.8
1993/5/1,14.0,18.0,12.0
