ダウンロードした時刻：2017/07/24 15:42:14

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,5.7,10.5,1.4
1994/1/2,5.6,12.9,0.2
1994/1/3,7.7,13.1,2.3
1994/1/4,8.0,15.0,3.3
1994/1/5,6.5,12.3,2.0
1994/1/6,8.5,14.7,3.1
1994/1/7,8.2,11.8,1.4
1994/1/8,5.6,11.1,0.5
1994/1/9,7.5,13.1,2.9
1994/1/10,7.7,14.7,2.0
1994/1/11,8.7,14.4,4.9
1994/1/12,8.0,13.3,3.0
1994/1/13,7.5,10.7,5.1
1994/1/14,6.8,12.0,2.5
1994/1/15,4.2,9.7,0.3
1994/1/16,6.1,12.0,-0.5
1994/1/17,10.0,17.5,4.4
1994/1/18,12.6,17.4,9.1
1994/1/19,5.4,9.2,0.7
1994/1/20,3.2,8.4,-1.1
1994/1/21,5.0,9.1,2.3
1994/1/22,4.4,9.7,0.0
1994/1/23,3.4,9.0,-1.5
1994/1/24,2.8,7.3,-0.9
1994/1/25,5.2,12.0,-1.5
1994/1/26,6.9,11.9,1.2
1994/1/27,9.0,13.2,3.1
1994/1/28,5.7,9.8,0.6
1994/1/29,5.7,9.4,0.7
1994/1/30,2.9,6.3,0.4
1994/1/31,3.7,9.7,-2.1
1994/2/1,8.5,15.8,2.7
1994/2/2,6.4,9.3,3.3
1994/2/3,4.2,5.6,1.4
1994/2/4,5.2,10.0,-0.2
1994/2/5,7.1,12.1,1.9
1994/2/6,8.4,14.7,2.5
1994/2/7,9.6,15.9,3.9
1994/2/8,8.2,14.6,2.1
1994/2/9,8.3,14.6,4.7
1994/2/10,3.3,6.4,0.8
1994/2/11,3.9,8.8,-1.4
1994/2/12,3.2,7.8,0.6
1994/2/13,4.6,8.1,0.7
1994/2/14,6.1,11.7,1.9
1994/2/15,5.1,10.0,2.4
1994/2/16,5.6,12.3,0.1
1994/2/17,5.6,12.8,0.6
1994/2/18,7.0,14.9,0.1
1994/2/19,8.7,15.9,1.9
1994/2/20,10.0,13.6,5.7
1994/2/21,11.6,16.5,5.4
1994/2/22,7.7,11.1,5.1
1994/2/23,8.3,12.1,4.4
1994/2/24,4.7,8.4,1.8
1994/2/25,6.4,11.5,-0.1
1994/2/26,7.3,11.5,3.7
1994/2/27,6.0,11.1,1.3
1994/2/28,6.5,12.2,1.3
1994/3/1,8.6,15.0,2.1
1994/3/2,7.3,13.1,2.9
1994/3/3,6.5,12.5,0.0
1994/3/4,7.8,13.6,2.2
1994/3/5,6.8,11.4,1.1
1994/3/6,6.5,12.7,0.6
1994/3/7,8.3,12.6,3.1
1994/3/8,10.9,13.6,8.2
1994/3/9,13.1,14.0,11.2
1994/3/10,9.2,14.2,2.4
1994/3/11,5.7,11.8,-0.3
1994/3/12,6.8,8.0,3.9
1994/3/13,8.5,14.9,4.2
1994/3/14,6.4,12.5,1.7
1994/3/15,5.5,11.5,0.1
1994/3/16,6.5,12.3,-0.2
1994/3/17,9.0,15.1,4.1
1994/3/18,7.8,14.5,1.8
1994/3/19,9.8,13.5,6.4
1994/3/20,9.8,15.4,5.7
1994/3/21,9.1,15.4,4.3
1994/3/22,7.8,11.7,2.5
1994/3/23,10.3,12.7,7.8
1994/3/24,9.7,14.7,5.7
1994/3/25,7.4,11.7,3.1
1994/3/26,6.1,10.4,0.7
1994/3/27,7.3,13.0,2.2
1994/3/28,9.7,14.9,1.9
1994/3/29,12.3,18.7,5.1
1994/3/30,8.6,14.9,2.2
1994/3/31,12.1,19.7,5.2
1994/4/1,12.7,17.3,6.6
1994/4/2,16.1,22.6,11.3
1994/4/3,15.3,23.3,9.4
1994/4/4,13.2,18.2,8.0
1994/4/5,15.8,20.8,10.6
1994/4/6,16.7,21.0,13.1
1994/4/7,15.2,17.6,13.6
1994/4/8,16.0,22.0,11.8
1994/4/9,10.8,16.4,5.6
1994/4/10,9.9,14.6,3.8
1994/4/11,13.3,17.4,8.4
1994/4/12,16.3,19.9,12.3
1994/4/13,16.7,21.4,9.6
1994/4/14,12.6,18.6,6.2
1994/4/15,14.5,19.6,8.8
1994/4/16,15.8,20.9,10.4
1994/4/17,16.7,21.8,12.2
1994/4/18,15.1,19.3,11.7
1994/4/19,14.8,18.8,12.5
1994/4/20,15.9,20.0,11.2
1994/4/21,15.7,20.1,12.7
1994/4/22,16.7,20.6,13.0
1994/4/23,15.1,16.0,14.3
1994/4/24,16.3,19.7,13.7
1994/4/25,17.2,21.4,12.5
1994/4/26,18.0,24.5,13.5
1994/4/27,16.6,20.7,11.0
1994/4/28,15.8,20.4,12.6
1994/4/29,16.5,21.5,10.8
1994/4/30,17.0,22.1,11.7
1994/5/1,18.1,22.4,13.4
