ダウンロードした時刻：2017/07/24 15:46:33

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,6.3,10.9,2.9
1985/1/2,6.3,10.9,1.3
1985/1/3,8.6,11.0,6.0
1985/1/4,6.4,8.7,3.0
1985/1/5,4.5,8.4,2.0
1985/1/6,4.2,7.0,0.3
1985/1/7,5.2,6.8,3.7
1985/1/8,4.9,7.4,2.2
1985/1/9,4.6,7.2,0.8
1985/1/10,4.8,6.7,3.0
1985/1/11,5.7,9.2,3.4
1985/1/12,6.3,12.0,2.3
1985/1/13,3.3,6.5,0.4
1985/1/14,0.0,1.9,-1.4
1985/1/15,3.6,9.7,-0.2
1985/1/16,6.8,10.2,1.8
1985/1/17,4.0,7.8,0.2
1985/1/18,5.0,8.0,2.6
1985/1/19,7.1,13.6,0.5
1985/1/20,7.0,11.8,2.5
1985/1/21,5.2,11.7,0.7
1985/1/22,6.6,9.6,2.1
1985/1/23,9.9,13.9,6.3
1985/1/24,5.8,7.4,4.5
1985/1/25,4.1,7.7,1.3
1985/1/26,3.9,8.9,-0.1
1985/1/27,5.5,10.8,0.7
1985/1/28,4.4,8.9,2.7
1985/1/29,2.6,5.6,0.0
1985/1/30,-0.2,2.6,-1.4
1985/1/31,4.1,8.1,-1.4
1985/2/1,10.9,12.6,7.1
1985/2/2,8.8,11.6,3.8
1985/2/3,11.5,13.5,7.3
1985/2/4,7.8,11.4,4.8
1985/2/5,10.6,16.3,6.7
1985/2/6,10.3,13.2,8.9
1985/2/7,10.5,17.1,6.4
1985/2/8,10.0,12.0,8.4
1985/2/9,12.9,17.4,9.2
1985/2/10,8.2,10.0,5.1
1985/2/11,8.4,11.7,4.8
1985/2/12,8.0,11.8,5.2
1985/2/13,7.3,9.9,4.7
1985/2/14,5.3,9.5,2.0
1985/2/15,6.1,10.0,0.8
1985/2/16,8.3,14.4,5.6
1985/2/17,7.2,11.8,3.3
1985/2/18,7.5,9.6,5.6
1985/2/19,8.9,10.7,7.3
1985/2/20,6.8,8.9,4.8
1985/2/21,3.2,5.3,0.7
1985/2/22,3.0,4.7,1.4
1985/2/23,4.1,5.6,2.8
1985/2/24,2.7,5.6,0.8
1985/2/25,4.4,7.6,0.1
1985/2/26,7.3,10.0,4.1
1985/2/27,8.2,10.2,6.5
1985/2/28,9.0,10.7,7.7
1985/3/1,10.9,14.3,8.3
1985/3/2,10.4,11.6,9.1
1985/3/3,10.7,13.9,8.6
1985/3/4,9.5,12.3,7.4
1985/3/5,7.5,10.7,5.3
1985/3/6,8.1,13.1,3.3
1985/3/7,9.7,13.3,6.3
1985/3/8,14.8,18.5,10.9
1985/3/9,9.1,12.5,5.1
1985/3/10,7.8,10.5,3.3
1985/3/11,7.2,8.2,6.3
1985/3/12,7.9,11.2,5.9
1985/3/13,8.1,10.0,5.3
1985/3/14,8.4,11.3,6.7
1985/3/15,8.8,12.9,5.2
1985/3/16,10.6,16.6,6.8
1985/3/17,11.1,13.7,9.3
1985/3/18,12.1,17.0,8.0
1985/3/19,10.7,13.4,8.1
1985/3/20,8.7,12.3,7.3
1985/3/21,11.3,16.0,7.4
1985/3/22,12.1,17.7,7.7
1985/3/23,11.3,15.4,10.0
1985/3/24,14.3,20.3,9.0
1985/3/25,17.3,19.6,13.3
1985/3/26,15.9,19.4,12.6
1985/3/27,15.5,17.9,12.0
1985/3/28,13.3,16.6,10.1
1985/3/29,10.9,14.1,7.7
1985/3/30,8.4,11.6,6.3
1985/3/31,8.2,11.6,5.3
1985/4/1,8.7,15.3,2.3
1985/4/2,13.9,19.5,7.8
1985/4/3,15.5,18.3,13.9
1985/4/4,12.8,15.1,11.8
1985/4/5,12.1,17.1,7.5
1985/4/6,13.0,17.1,8.4
1985/4/7,13.7,15.2,11.3
1985/4/8,16.8,21.8,12.4
1985/4/9,17.7,23.1,12.1
1985/4/10,18.2,22.7,14.3
1985/4/11,15.1,17.9,12.6
1985/4/12,12.1,13.1,11.2
1985/4/13,13.1,15.9,11.6
1985/4/14,13.9,17.9,11.2
1985/4/15,14.2,17.7,11.9
1985/4/16,15.3,21.8,11.4
1985/4/17,14.2,18.6,9.9
1985/4/18,13.7,17.9,11.0
1985/4/19,17.3,21.3,10.6
1985/4/20,16.6,19.9,13.7
1985/4/21,16.6,22.0,11.2
1985/4/22,17.0,19.1,14.7
1985/4/23,17.5,20.2,14.4
1985/4/24,16.2,20.8,12.9
1985/4/25,17.5,22.6,10.5
1985/4/26,17.4,21.4,13.8
1985/4/27,15.0,19.3,11.3
1985/4/28,14.9,20.1,9.8
1985/4/29,16.5,22.8,10.6
1985/4/30,18.4,24.8,11.8
1985/5/1,19.6,24.8,14.2
