ダウンロードした時刻：2017/07/24 15:42:00

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,5.2,11.7,-0.9
2013/1/2,9.7,13.7,3.9
2013/1/3,6.5,9.5,3.2
2013/1/4,2.7,7.0,-1.9
2013/1/5,3.3,7.5,-0.5
2013/1/6,4.3,10.5,-1.7
2013/1/7,5.4,10.4,1.4
2013/1/8,5.8,10.8,1.0
2013/1/9,6.3,11.8,1.7
2013/1/10,5.2,10.5,0.7
2013/1/11,4.7,10.2,0.0
2013/1/12,6.9,13.8,0.0
2013/1/13,7.0,12.1,-0.2
2013/1/14,6.9,9.8,4.6
2013/1/15,6.3,10.9,1.2
2013/1/16,5.8,10.3,2.5
2013/1/17,5.6,10.7,1.1
2013/1/18,3.2,8.1,-1.6
2013/1/19,3.6,9.7,-2.2
2013/1/20,5.5,10.9,-0.2
2013/1/21,6.4,10.6,1.5
2013/1/22,9.0,12.9,6.1
2013/1/23,7.3,9.8,3.9
2013/1/24,6.8,10.6,1.5
2013/1/25,6.7,10.7,1.9
2013/1/26,2.9,6.3,0.9
2013/1/27,3.2,8.6,-2.2
2013/1/28,4.8,11.3,-0.3
2013/1/29,5.2,11.2,-0.9
2013/1/30,6.6,13.0,1.0
2013/1/31,6.8,11.2,2.2
2013/2/1,7.2,11.6,2.6
2013/2/2,14.5,21.7,8.0
2013/2/3,10.5,14.1,6.3
2013/2/4,10.0,16.6,7.8
2013/2/5,10.0,13.7,5.9
2013/2/6,8.0,10.0,7.2
2013/2/7,9.7,14.9,5.1
2013/2/8,6.0,9.9,2.2
2013/2/9,5.0,9.1,1.4
2013/2/10,6.2,11.2,0.5
2013/2/11,7.4,12.6,2.4
2013/2/12,5.2,8.6,-0.1
2013/2/13,9.0,14.8,4.7
2013/2/14,9.1,14.0,5.5
2013/2/15,7.2,9.6,4.9
2013/2/16,5.0,9.6,0.1
2013/2/17,3.6,9.4,-1.8
2013/2/18,6.5,9.9,2.1
2013/2/19,7.2,9.7,4.4
2013/2/20,6.5,12.1,3.2
2013/2/21,5.6,11.2,0.9
2013/2/22,5.2,10.5,-1.0
2013/2/23,6.8,11.5,2.9
2013/2/24,5.9,9.5,1.5
2013/2/25,3.5,8.5,-2.0
2013/2/26,5.8,10.1,-0.2
2013/2/27,7.8,10.5,4.5
2013/2/28,10.8,15.6,6.1
2013/3/1,12.5,16.9,7.1
2013/3/2,10.4,15.0,4.1
2013/3/3,6.9,12.0,1.3
2013/3/4,7.9,13.0,4.1
2013/3/5,7.8,13.7,1.9
2013/3/6,11.7,21.0,2.9
2013/3/7,13.0,20.2,6.5
2013/3/8,16.6,23.2,7.9
2013/3/9,18.7,24.8,12.4
2013/3/10,15.9,24.0,10.3
2013/3/11,10.0,12.9,7.5
2013/3/12,11.1,18.7,4.7
2013/3/13,15.5,21.5,7.1
2013/3/14,10.7,16.6,7.9
2013/3/15,10.1,16.5,6.6
2013/3/16,12.6,22.2,4.2
2013/3/17,12.5,17.5,6.4
2013/3/18,16.5,20.6,11.5
2013/3/19,20.6,28.0,15.0
2013/3/20,16.4,20.3,13.2
2013/3/21,13.2,17.5,9.9
2013/3/22,14.8,20.3,8.4
2013/3/23,14.9,19.8,9.5
2013/3/24,13.9,17.0,10.6
2013/3/25,13.4,18.2,9.7
2013/3/26,10.1,13.8,5.5
2013/3/27,12.7,17.0,8.7
2013/3/28,16.1,21.4,11.8
2013/3/29,18.0,24.4,13.3
2013/3/30,13.5,16.9,11.1
2013/3/31,12.9,16.7,10.4
2013/4/1,13.4,17.3,10.9
2013/4/2,13.1,14.5,11.5
2013/4/3,13.8,17.6,11.2
2013/4/4,16.1,21.9,9.1
2013/4/5,17.7,21.5,12.7
2013/4/6,16.1,20.2,14.5
2013/4/7,16.9,21.9,11.0
2013/4/8,14.1,20.9,6.2
2013/4/9,16.5,22.8,8.5
2013/4/10,15.7,19.9,12.5
2013/4/11,12.2,17.1,8.9
2013/4/12,11.7,18.1,4.6
2013/4/13,11.2,15.7,4.8
2013/4/14,15.5,21.2,8.0
2013/4/15,20.6,25.9,15.7
2013/4/16,17.9,21.2,13.5
2013/4/17,19.1,22.9,13.5
2013/4/18,18.6,23.4,12.6
2013/4/19,16.8,21.3,13.1
2013/4/20,11.3,13.2,9.4
2013/4/21,10.9,13.5,8.9
2013/4/22,12.3,16.5,7.7
2013/4/23,14.1,18.5,7.6
2013/4/24,14.6,17.2,12.9
2013/4/25,17.4,22.1,12.6
2013/4/26,17.3,24.0,12.6
2013/4/27,16.3,23.4,7.9
2013/4/28,15.0,20.2,8.2
2013/4/29,17.2,23.9,9.9
2013/4/30,18.3,21.8,15.4
2013/5/1,15.6,18.8,13.0
