É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:40:24

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2011/1/1,5.6,11.1,1.0
2011/1/2,4.5,11.6,-1.4
2011/1/3,3.4,9.8,-2.1
2011/1/4,4.7,11.0,-0.2
2011/1/5,4.9,11.1,0.0
2011/1/6,4.4,9.5,0.1
2011/1/7,2.0,6.9,-1.7
2011/1/8,3.3,10.7,-3.8
2011/1/9,5.3,14.5,-1.7
2011/1/10,1.7,6.4,-1.4
2011/1/11,2.5,7.6,-2.0
2011/1/12,3.6,10.9,-1.4
2011/1/13,2.7,7.6,0.0
2011/1/14,1.1,7.1,-3.4
2011/1/15,2.2,8.5,-3.4
2011/1/16,1.1,6.0,-2.4
2011/1/17,3.8,10.1,-0.4
2011/1/18,4.2,11.1,-1.7
2011/1/19,4.5,11.3,-2.2
2011/1/20,3.5,10.2,-0.8
2011/1/21,3.3,8.9,-0.2
2011/1/22,3.7,11.8,-4.0
2011/1/23,4.7,9.7,-1.2
2011/1/24,3.2,6.7,1.5
2011/1/25,4.2,10.4,0.0
2011/1/26,3.6,9.9,-2.5
2011/1/27,3.7,10.8,-1.1
2011/1/28,2.1,7.8,-3.2
2011/1/29,1.3,6.6,-3.7
2011/1/30,1.5,6.5,-2.0
2011/1/31,1.0,7.7,-4.6
2011/2/1,4.2,13.4,-4.3
2011/2/2,3.6,8.6,-2.2
2011/2/3,4.5,12.8,-3.2
2011/2/4,5.9,14.1,-1.3
2011/2/5,6.8,13.9,1.3
2011/2/6,4.8,8.8,-0.1
2011/2/7,7.0,13.0,2.5
2011/2/8,4.2,8.1,1.9
2011/2/9,4.4,9.9,0.3
2011/2/10,5.0,9.9,1.9
2011/2/11,1.3,3.9,0.4
2011/2/12,1.8,4.3,0.3
2011/2/13,3.9,8.9,0.3
2011/2/14,1.6,5.6,-1.2
2011/2/15,4.2,10.5,0.4
2011/2/16,4.4,10.9,-3.0
2011/2/17,6.2,11.8,1.6
2011/2/18,7.4,13.1,2.9
2011/2/19,5.4,10.8,1.6
2011/2/20,6.9,11.0,2.6
2011/2/21,7.0,12.1,1.9
2011/2/22,5.2,12.5,-1.5
2011/2/23,6.7,12.5,0.0
2011/2/24,8.3,13.8,3.1
2011/2/25,10.6,22.6,3.5
2011/2/26,6.5,13.3,2.2
2011/2/27,8.6,17.1,0.1
2011/2/28,4.5,9.2,3.1
2011/3/1,5.4,7.8,3.2
2011/3/2,5.9,12.5,1.0
2011/3/3,,,
2011/3/4,2.6,8.7,-2.1
2011/3/5,5.4,12.5,-2.1
2011/3/6,7.5,16.2,-0.8
2011/3/7,4.2,7.9,0.7
2011/3/8,5.8,12.5,0.7
2011/3/9,6.1,12.6,0.8
2011/3/10,4.1,9.8,-0.7
2011/3/11,4.3,12.5,-1.0
2011/3/12,7.0,13.8,-0.2
2011/3/13,10.3,19.2,2.9
2011/3/14,11.7,20.3,3.3
2011/3/15,9.8,12.3,7.0
2011/3/16,5.9,12.6,0.3
2011/3/17,2.7,9.0,-1.7
2011/3/18,5.3,12.6,-2.2
2011/3/19,10.7,19.6,3.3
2011/3/20,11.6,19.3,5.1
2011/3/21,8.8,13.3,6.8
2011/3/22,6.6,8.3,5.3
2011/3/23,7.1,12.0,2.9
2011/3/24,4.9,10.6,0.5
2011/3/25,6.7,13.6,-0.3
2011/3/26,5.9,11.0,1.3
2011/3/27,6.0,12.3,0.3
2011/3/28,7.6,14.7,0.8
2011/3/29,10.0,17.1,2.4
2011/3/30,10.2,17.8,4.2
2011/3/31,8.5,15.6,4.0
2011/4/1,9.7,18.0,1.0
2011/4/2,11.5,20.4,3.7
2011/4/3,7.5,12.2,4.6
2011/4/4,8.0,14.7,2.8
2011/4/5,9.2,19.1,-0.8
2011/4/6,13.2,21.7,4.4
2011/4/7,13.9,21.6,7.5
2011/4/8,15.5,24.0,7.9
2011/4/9,13.3,15.5,11.4
2011/4/10,13.8,19.1,9.9
2011/4/11,12.7,21.6,7.5
2011/4/12,10.0,16.2,5.4
2011/4/13,13.4,23.4,2.5
2011/4/14,16.2,24.9,6.7
2011/4/15,18.5,26.1,9.9
2011/4/16,17.0,26.4,10.0
2011/4/17,13.4,20.5,7.4
2011/4/18,13.9,18.3,10.5
2011/4/19,8.8,11.8,4.8
2011/4/20,10.1,17.9,3.6
2011/4/21,11.2,15.5,7.9
2011/4/22,14.8,18.8,10.5
2011/4/23,16.9,20.3,13.5
2011/4/24,14.9,20.7,8.8
2011/4/25,12.2,19.6,5.8
2011/4/26,12.5,20.5,5.5
2011/4/27,17.9,27.5,8.9
2011/4/28,18.7,27.5,11.6
2011/4/29,14.6,20.8,9.6
2011/4/30,15.3,21.6,7.7
2011/5/1,17.5,25.4,13.8
