ダウンロードした時刻：2017/07/24 15:37:22

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,2.2,7.1,-1.1
2007/1/2,2.0,7.1,-2.3
2007/1/3,-0.3,5.3,-4.7
2007/1/4,1.0,6.6,-3.3
2007/1/5,-0.3,6.4,-4.7
2007/1/6,0.2,3.1,-4.1
2007/1/7,4.0,6.8,2.2
2007/1/8,1.8,4.7,-0.1
2007/1/9,-0.3,2.2,-2.1
2007/1/10,0.0,3.2,-1.9
2007/1/11,-0.9,2.2,-2.8
2007/1/12,-0.1,3.7,-2.7
2007/1/13,-1.4,0.5,-3.1
2007/1/14,-0.7,2.2,-3.7
2007/1/15,0.6,3.2,-1.6
2007/1/16,0.5,2.5,-2.3
2007/1/17,0.2,5.0,-3.4
2007/1/18,-1.9,0.6,-5.3
2007/1/19,0.4,2.8,-1.8
2007/1/20,0.8,4.8,-3.3
2007/1/21,-0.4,5.9,-5.7
2007/1/22,0.8,4.7,-3.0
2007/1/23,1.6,4.3,-0.4
2007/1/24,1.2,5.2,-2.2
2007/1/25,0.9,4.2,-1.9
2007/1/26,0.0,2.0,-2.0
2007/1/27,1.2,3.6,0.0
2007/1/28,1.3,6.2,-1.1
2007/1/29,1.0,7.9,-3.3
2007/1/30,1.3,8.2,-4.0
2007/1/31,2.5,7.7,-1.3
2007/2/1,0.1,1.8,-2.9
2007/2/2,-1.4,1.6,-3.9
2007/2/3,0.3,3.9,-3.4
2007/2/4,-0.9,0.5,-2.9
2007/2/5,0.5,5.8,-4.5
2007/2/6,3.4,8.8,-0.7
2007/2/7,1.5,4.3,-1.0
2007/2/8,2.0,4.9,-1.2
2007/2/9,3.3,8.4,-1.0
2007/2/10,1.0,5.5,-2.4
2007/2/11,0.9,5.0,-1.6
2007/2/12,-1.0,4.1,-4.3
2007/2/13,-1.3,4.9,-7.3
2007/2/14,-0.8,0.8,-3.4
2007/2/15,-0.6,3.4,-2.5
2007/2/16,1.3,3.8,-0.8
2007/2/17,0.8,5.1,-2.3
2007/2/18,0.8,6.4,-5.0
2007/2/19,1.0,4.9,-2.5
2007/2/20,0.1,6.4,-4.9
2007/2/21,0.3,5.0,-4.7
2007/2/22,2.9,9.3,-4.6
2007/2/23,4.4,10.1,0.5
2007/2/24,-1.7,1.4,-4.6
2007/2/25,-1.6,4.1,-7.2
2007/2/26,-0.2,5.0,-4.5
2007/2/27,2.0,8.5,-2.9
2007/2/28,1.4,5.9,-2.2
2007/3/1,1.0,5.4,-2.2
2007/3/2,2.6,10.0,-4.0
2007/3/3,3.7,10.7,-2.1
2007/3/4,6.6,12.2,2.8
2007/3/5,6.7,8.9,4.3
2007/3/6,3.2,7.8,-3.4
2007/3/7,-2.7,0.6,-4.7
2007/3/8,-1.0,2.6,-3.5
2007/3/9,0.1,5.0,-3.5
2007/3/10,-0.1,3.9,-6.3
2007/3/11,1.2,5.6,-3.7
2007/3/12,-3.3,-1.4,-4.2
2007/3/13,-1.0,1.6,-3.1
2007/3/14,0.0,3.7,-2.9
2007/3/15,0.0,5.1,-4.7
2007/3/16,0.1,5.6,-3.6
2007/3/17,-0.8,4.3,-5.2
2007/3/18,-1.7,4.9,-6.3
2007/3/19,-1.4,5.2,-8.0
2007/3/20,0.8,6.5,-3.8
2007/3/21,1.9,7.1,-2.7
2007/3/22,1.4,6.3,-1.5
2007/3/23,2.9,8.2,-1.4
2007/3/24,5.4,11.1,-0.6
2007/3/25,8.8,12.3,5.4
2007/3/26,6.2,10.6,3.6
2007/3/27,6.1,10.1,0.8
2007/3/28,6.3,11.5,0.7
2007/3/29,1.4,3.6,-0.7
2007/3/30,1.4,4.0,-1.0
2007/3/31,2.9,8.0,-2.1
2007/4/1,6.3,11.8,1.9
2007/4/2,6.6,10.3,3.9
2007/4/3,5.0,9.9,0.9
2007/4/4,3.1,9.0,-1.8
2007/4/5,2.4,8.1,-2.2
2007/4/6,4.2,10.3,-1.3
2007/4/7,7.5,13.3,2.2
2007/4/8,7.9,14.4,4.4
2007/4/9,7.3,11.6,4.3
2007/4/10,4.3,10.3,-0.1
2007/4/11,5.9,12.4,-0.4
2007/4/12,5.2,13.0,-2.3
2007/4/13,4.9,8.3,0.5
2007/4/14,7.0,12.3,2.2
2007/4/15,5.1,9.4,1.9
2007/4/16,5.4,9.4,2.9
2007/4/17,4.5,9.2,-0.9
2007/4/18,5.0,13.1,-2.9
2007/4/19,7.0,14.5,-0.9
2007/4/20,9.6,16.2,3.4
2007/4/21,12.3,16.9,8.6
2007/4/22,8.8,12.0,5.9
2007/4/23,7.9,12.6,5.4
2007/4/24,9.7,15.4,4.4
2007/4/25,9.6,12.4,7.8
2007/4/26,8.4,14.1,1.6
2007/4/27,7.0,12.0,2.4
2007/4/28,9.2,17.6,0.2
2007/4/29,11.4,18.5,2.8
2007/4/30,14.7,22.4,6.9
2007/5/1,12.4,17.9,7.4
