ダウンロードした時刻：2017/07/24 15:40:45

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,5.3,12.7,-1.5
1988/1/2,9.5,15.2,2.8
1988/1/3,8.6,13.4,3.2
1988/1/4,4.7,6.7,1.6
1988/1/5,5.5,7.8,3.3
1988/1/6,4.3,9.3,0.2
1988/1/7,4.0,7.7,-1.6
1988/1/8,7.9,11.8,5.3
1988/1/9,4.3,7.9,0.4
1988/1/10,2.2,6.7,0.4
1988/1/11,3.3,7.1,-0.1
1988/1/12,4.7,8.5,0.0
1988/1/13,6.4,13.3,0.5
1988/1/14,6.1,13.7,0.1
1988/1/15,6.4,8.9,2.9
1988/1/16,8.3,14.8,3.2
1988/1/17,6.2,11.5,2.6
1988/1/18,3.7,7.7,1.0
1988/1/19,5.1,10.3,-0.2
1988/1/20,6.4,13.1,0.6
1988/1/21,4.9,8.7,0.4
1988/1/22,10.2,13.9,5.7
1988/1/23,6.1,12.2,1.4
1988/1/24,2.1,5.3,-0.3
1988/1/25,3.7,8.6,0.7
1988/1/26,3.9,8.0,0.4
1988/1/27,5.0,10.3,2.5
1988/1/28,4.1,9.2,0.8
1988/1/29,5.7,11.3,-0.6
1988/1/30,6.5,9.0,4.6
1988/1/31,4.6,8.8,1.6
1988/2/1,3.8,9.8,-0.5
1988/2/2,3.3,9.6,-0.4
1988/2/3,-2.1,-0.3,-2.8
1988/2/4,0.4,4.3,-2.9
1988/2/5,2.2,4.8,-1.2
1988/2/6,5.0,11.9,0.9
1988/2/7,0.6,2.8,-1.3
1988/2/8,1.1,5.0,-1.6
1988/2/9,2.3,7.0,-0.6
1988/2/10,2.2,6.8,-1.1
1988/2/11,2.9,7.6,-1.0
1988/2/12,4.0,10.1,0.6
1988/2/13,4.4,8.3,-0.2
1988/2/14,4.4,9.7,-1.1
1988/2/15,2.8,6.9,0.5
1988/2/16,1.5,6.6,-1.7
1988/2/17,1.8,6.4,-2.2
1988/2/18,1.0,5.8,-2.9
1988/2/19,1.9,8.0,-3.7
1988/2/20,3.1,8.3,-1.3
1988/2/21,2.9,7.1,-0.8
1988/2/22,3.4,8.5,-4.1
1988/2/23,6.1,8.5,4.4
1988/2/24,6.2,11.6,1.9
1988/2/25,5.3,11.6,-1.2
1988/2/26,6.7,10.3,3.6
1988/2/27,4.0,5.8,2.7
1988/2/28,5.4,10.7,0.8
1988/2/29,6.8,11.1,1.5
1988/3/1,7.2,9.2,5.1
1988/3/2,9.1,14.4,6.2
1988/3/3,4.9,8.8,0.3
1988/3/4,3.9,8.9,-0.8
1988/3/5,4.3,9.4,0.1
1988/3/6,4.9,10.1,0.2
1988/3/7,4.0,9.2,1.0
1988/3/8,3.0,9.6,-0.4
1988/3/9,3.9,9.5,-0.2
1988/3/10,6.6,12.5,1.3
1988/3/11,9.1,14.6,0.6
1988/3/12,10.8,15.2,6.8
1988/3/13,10.6,17.8,3.6
1988/3/14,11.0,17.1,5.0
1988/3/15,8.2,13.7,1.7
1988/3/16,4.8,9.9,0.3
1988/3/17,6.4,8.3,3.9
1988/3/18,8.7,14.1,5.3
1988/3/19,10.0,16.5,2.8
1988/3/20,10.2,16.4,5.8
1988/3/21,8.9,10.4,7.1
1988/3/22,10.3,13.5,6.9
1988/3/23,10.2,14.5,6.2
1988/3/24,8.5,14.4,4.6
1988/3/25,6.7,8.3,4.5
1988/3/26,7.7,9.0,6.2
1988/3/27,7.5,13.2,3.0
1988/3/28,9.6,16.5,0.4
1988/3/29,11.9,17.6,8.8
1988/3/30,10.0,13.7,7.1
1988/3/31,10.4,16.2,5.9
1988/4/1,10.0,14.7,3.3
1988/4/2,12.3,14.8,10.0
1988/4/3,13.1,19.7,9.0
1988/4/4,12.6,17.1,7.0
1988/4/5,13.3,17.4,10.6
1988/4/6,10.8,16.0,6.9
1988/4/7,7.2,8.9,6.7
1988/4/8,8.5,12.3,5.3
1988/4/9,9.3,17.3,2.4
1988/4/10,9.9,17.8,2.3
1988/4/11,12.5,19.5,4.8
1988/4/12,13.5,17.1,9.6
1988/4/13,15.1,20.6,9.6
1988/4/14,12.8,21.2,5.7
1988/4/15,12.7,19.1,6.4
1988/4/16,14.0,21.2,6.0
1988/4/17,15.5,21.3,10.2
1988/4/18,14.1,17.0,11.3
1988/4/19,15.5,21.4,10.6
1988/4/20,18.8,25.5,11.4
1988/4/21,17.4,22.2,14.0
1988/4/22,15.4,18.9,11.1
1988/4/23,13.2,18.3,8.5
1988/4/24,11.1,16.6,6.1
1988/4/25,13.6,20.5,5.3
1988/4/26,17.0,24.1,10.2
1988/4/27,16.2,21.8,11.9
1988/4/28,17.5,23.0,10.6
1988/4/29,16.4,18.0,15.0
1988/4/30,20.6,27.3,14.9
1988/5/1,21.5,28.1,14.2
