ダウンロードした時刻：2017/07/24 15:43:52

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,6.9,9.3,4.8
2000/1/2,6.7,11.7,1.5
2000/1/3,8.6,14.9,4.8
2000/1/4,7.0,11.4,3.6
2000/1/5,8.2,13.4,3.3
2000/1/6,12.5,15.5,8.9
2000/1/7,10.3,14.0,4.2
2000/1/8,4.6,8.6,2.0
2000/1/9,5.4,9.3,1.0
2000/1/10,9.0,12.5,6.8
2000/1/11,6.5,8.5,3.4
2000/1/12,7.3,10.7,3.1
2000/1/13,12.1,15.0,10.1
2000/1/14,9.1,12.5,5.8
2000/1/15,6.5,10.8,3.0
2000/1/16,4.8,7.5,1.1
2000/1/17,8.7,13.5,5.5
2000/1/18,6.2,10.3,2.3
2000/1/19,5.7,12.4,-0.2
2000/1/20,3.2,6.6,-0.7
2000/1/21,0.8,3.8,-0.9
2000/1/22,2.2,4.7,0.1
2000/1/23,4.0,5.9,1.4
2000/1/24,8.0,10.9,5.7
2000/1/25,4.3,8.1,1.0
2000/1/26,1.9,6.9,-0.3
2000/1/27,1.0,5.0,-0.9
2000/1/28,2.0,6.9,-2.3
2000/1/29,4.2,11.0,-1.1
2000/1/30,4.5,7.7,1.4
2000/1/31,3.7,7.7,1.3
2000/2/1,3.2,6.5,1.1
2000/2/2,4.4,10.4,0.7
2000/2/3,4.5,9.8,-0.5
2000/2/4,4.5,7.5,2.3
2000/2/5,5.5,11.8,0.2
2000/2/6,5.5,7.4,2.6
2000/2/7,5.8,8.5,3.2
2000/2/8,2.7,7.2,-2.1
2000/2/9,1.3,4.0,-0.6
2000/2/10,2.7,8.3,-1.0
2000/2/11,4.5,11.0,-0.6
2000/2/12,6.6,12.8,1.5
2000/2/13,5.3,9.7,1.6
2000/2/14,7.2,12.6,2.9
2000/2/15,3.5,8.0,-0.7
2000/2/16,1.0,5.3,-1.6
2000/2/17,2.4,7.1,-1.3
2000/2/18,2.1,4.5,0.1
2000/2/19,2.8,6.0,0.8
2000/2/20,4.8,8.7,2.3
2000/2/21,3.3,6.4,1.7
2000/2/22,3.3,6.6,0.5
2000/2/23,3.9,8.6,0.0
2000/2/24,3.0,7.8,0.0
2000/2/25,1.0,5.4,-1.6
2000/2/26,1.5,4.4,-0.9
2000/2/27,3.7,8.8,0.9
2000/2/28,3.0,10.6,-1.4
2000/2/29,1.6,5.8,-1.4
2000/3/1,3.9,9.6,-0.3
2000/3/2,6.0,14.7,-1.3
2000/3/3,8.8,17.3,1.3
2000/3/4,9.1,10.7,7.3
2000/3/5,9.7,14.6,5.2
2000/3/6,8.9,15.2,3.2
2000/3/7,7.1,12.6,3.7
2000/3/8,3.9,9.3,0.7
2000/3/9,3.6,7.8,0.0
2000/3/10,4.2,8.8,1.3
2000/3/11,3.9,7.5,2.0
2000/3/12,6.4,12.4,2.9
2000/3/13,5.6,12.8,0.9
2000/3/14,5.4,12.5,-0.6
2000/3/15,7.5,14.4,0.7
2000/3/16,9.7,14.6,6.2
2000/3/17,6.1,10.4,2.2
2000/3/18,7.7,16.0,0.1
2000/3/19,8.7,12.4,5.8
2000/3/20,6.9,10.3,3.4
2000/3/21,7.7,14.1,1.6
2000/3/22,7.9,12.3,3.0
2000/3/23,8.9,16.1,0.9
2000/3/24,9.5,11.8,5.4
2000/3/25,6.3,10.5,2.9
2000/3/26,5.9,11.1,3.1
2000/3/27,9.8,18.4,2.3
2000/3/28,12.5,17.9,7.5
2000/3/29,10.4,12.4,8.0
2000/3/30,10.6,15.8,7.0
2000/3/31,9.5,14.2,5.1
2000/4/1,10.5,16.3,5.9
2000/4/2,9.6,15.1,3.6
2000/4/3,13.1,20.5,8.2
2000/4/4,13.9,19.7,7.3
2000/4/5,13.0,15.8,10.5
2000/4/6,11.3,16.3,5.6
2000/4/7,12.9,19.8,4.8
2000/4/8,12.6,17.0,6.9
2000/4/9,13.8,22.0,4.6
2000/4/10,15.3,18.6,9.4
2000/4/11,9.5,14.6,6.7
2000/4/12,12.9,20.0,5.5
2000/4/13,15.1,22.2,7.2
2000/4/14,16.5,24.4,10.2
2000/4/15,10.9,13.8,9.5
2000/4/16,10.6,15.2,6.5
2000/4/17,10.1,17.7,3.7
2000/4/18,14.8,22.5,8.1
2000/4/19,15.6,20.4,11.6
2000/4/20,15.1,18.8,12.4
2000/4/21,15.5,19.5,11.4
2000/4/22,17.0,22.5,11.9
2000/4/23,15.5,20.3,11.8
2000/4/24,13.6,20.1,9.4
2000/4/25,14.8,21.8,6.2
2000/4/26,13.8,15.6,12.3
2000/4/27,15.2,21.5,12.1
2000/4/28,11.9,14.9,9.2
2000/4/29,14.3,21.4,7.3
2000/4/30,15.0,21.8,8.4
2000/5/1,17.9,24.2,13.7
