É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:40:17

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1986/1/1,5.7,9.3,3.0
1986/1/2,4.3,10.2,-1.5
1986/1/3,0.6,4.6,-4.1
1986/1/4,1.2,4.0,-2.5
1986/1/5,1.7,7.2,-2.6
1986/1/6,-0.1,6.8,-6.1
1986/1/7,0.6,7.6,-5.0
1986/1/8,1.8,9.1,-4.8
1986/1/9,3.0,7.9,-2.3
1986/1/10,0.6,7.9,-5.6
1986/1/11,-0.1,7.3,-5.6
1986/1/12,1.6,8.2,-3.3
1986/1/13,0.0,6.0,-4.4
1986/1/14,3.0,6.8,-0.5
1986/1/15,4.5,10.3,-0.2
1986/1/16,2.2,5.4,-2.3
1986/1/17,4.7,12.9,-1.6
1986/1/18,5.1,11.1,0.3
1986/1/19,2.2,7.9,-2.9
1986/1/20,2.5,7.8,-2.9
1986/1/21,4.3,8.9,1.2
1986/1/22,1.6,7.4,-2.4
1986/1/23,1.3,7.2,-4.1
1986/1/24,1.1,6.9,-3.7
1986/1/25,1.3,8.2,-4.9
1986/1/26,0.6,6.5,-4.0
1986/1/27,0.7,6.5,-4.6
1986/1/28,1.3,8.2,-5.0
1986/1/29,2.8,9.4,-2.6
1986/1/30,0.4,5.2,-4.1
1986/1/31,3.6,10.9,-3.7
1986/2/1,3.6,8.9,0.8
1986/2/2,2.7,9.4,-0.9
1986/2/3,3.7,13.1,-3.3
1986/2/4,1.7,8.0,-3.3
1986/2/5,1.2,10.0,-4.5
1986/2/6,1.1,7.5,-3.6
1986/2/7,2.0,7.8,-3.5
1986/2/8,1.1,5.2,-1.9
1986/2/9,1.4,8.4,-4.0
1986/2/10,1.5,7.2,-3.1
1986/2/11,0.5,2.8,-2.9
1986/2/12,3.6,9.7,-0.4
1986/2/13,4.0,11.0,-3.7
1986/2/14,6.7,14.6,-1.7
1986/2/15,5.0,7.1,1.9
1986/2/16,0.6,3.9,-1.6
1986/2/17,2.3,8.6,-2.5
1986/2/18,-0.7,3.1,-2.7
1986/2/19,1.6,6.1,-1.3
1986/2/20,3.4,7.7,-0.8
1986/2/21,2.8,8.0,-1.3
1986/2/22,2.7,7.3,-2.0
1986/2/23,4.5,9.9,-0.6
1986/2/24,3.2,8.7,-0.4
1986/2/25,1.2,6.6,-3.3
1986/2/26,2.9,9.0,-2.2
1986/2/27,3.1,9.1,-1.6
1986/2/28,3.4,9.2,-0.5
1986/3/1,5.0,10.6,1.2
1986/3/2,3.9,10.3,-1.2
1986/3/3,3.4,11.5,-2.2
1986/3/4,3.2,8.8,-1.5
1986/3/5,3.7,8.3,1.2
1986/3/6,4.3,11.1,-1.4
1986/3/7,6.8,13.4,2.4
1986/3/8,8.4,15.4,1.1
1986/3/9,9.2,17.7,1.1
1986/3/10,10.3,15.6,6.1
1986/3/11,6.5,9.6,3.4
1986/3/12,7.1,13.5,1.3
1986/3/13,8.5,15.1,0.5
1986/3/14,3.9,7.9,0.3
1986/3/15,4.4,7.1,0.3
1986/3/16,9.1,18.3,3.0
1986/3/17,5.9,11.1,2.6
1986/3/18,7.0,11.9,1.6
1986/3/19,6.1,8.4,3.7
1986/3/20,8.6,11.9,5.0
1986/3/21,6.9,13.1,3.0
1986/3/22,4.3,7.6,1.3
1986/3/23,2.0,4.7,0.4
1986/3/24,6.0,9.3,2.9
1986/3/25,5.8,11.1,2.5
1986/3/26,6.4,13.4,-0.6
1986/3/27,10.4,17.9,0.5
1986/3/28,6.5,10.2,1.4
1986/3/29,6.7,10.9,1.8
1986/3/30,6.6,9.0,2.9
1986/3/31,9.6,15.7,6.1
1986/4/1,8.9,14.3,2.9
1986/4/2,11.1,18.9,4.3
1986/4/3,9.2,13.0,5.5
1986/4/4,10.2,11.6,7.8
1986/4/5,12.4,20.3,6.2
1986/4/6,10.1,18.8,2.8
1986/4/7,6.1,10.6,2.5
1986/4/8,9.0,18.2,-0.5
1986/4/9,14.6,23.5,6.0
1986/4/10,14.4,19.8,10.6
1986/4/11,11.3,14.9,7.3
1986/4/12,10.1,17.0,2.1
1986/4/13,11.0,19.1,2.6
1986/4/14,12.8,23.2,4.4
1986/4/15,10.1,12.9,8.4
1986/4/16,11.4,15.5,7.3
1986/4/17,8.5,11.8,3.9
1986/4/18,13.2,19.4,7.6
1986/4/19,13.2,15.2,11.4
1986/4/20,13.3,14.7,12.0
1986/4/21,15.2,19.4,12.7
1986/4/22,14.1,15.3,13.0
1986/4/23,17.5,24.0,12.9
1986/4/24,15.3,21.7,8.8
1986/4/25,16.5,21.9,11.6
1986/4/26,17.4,24.6,12.4
1986/4/27,17.6,22.5,12.8
1986/4/28,13.3,17.9,9.5
1986/4/29,13.3,19.0,9.0
1986/4/30,15.0,21.9,10.4
1986/5/1,16.3,22.9,9.1
