ダウンロードした時刻：2017/07/24 15:44:43

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,5.6,9.3,3.2
1995/1/2,5.6,7.6,2.6
1995/1/3,4.5,7.4,0.9
1995/1/4,8.7,10.2,6.3
1995/1/5,7.2,9.3,4.8
1995/1/6,5.2,8.1,3.7
1995/1/7,6.8,9.7,2.6
1995/1/8,8.4,12.9,3.8
1995/1/9,10.7,16.9,4.1
1995/1/10,7.3,12.6,4.9
1995/1/11,5.9,8.4,3.7
1995/1/12,6.0,8.7,3.2
1995/1/13,5.5,9.0,1.9
1995/1/14,3.2,6.0,1.9
1995/1/15,3.9,7.1,-0.2
1995/1/16,4.9,7.4,3.2
1995/1/17,4.3,8.6,2.0
1995/1/18,5.3,8.9,-0.3
1995/1/19,5.4,7.7,2.1
1995/1/20,5.9,9.6,1.6
1995/1/21,8.2,12.2,4.1
1995/1/22,9.2,11.9,6.7
1995/1/23,10.8,12.9,9.0
1995/1/24,7.2,9.6,4.6
1995/1/25,5.7,9.0,3.5
1995/1/26,6.3,9.1,3.3
1995/1/27,5.7,7.9,2.5
1995/1/28,5.2,8.3,1.0
1995/1/29,4.6,7.5,1.0
1995/1/30,3.2,6.2,1.4
1995/1/31,3.0,6.1,0.5
1995/2/1,3.4,6.8,0.6
1995/2/2,3.9,6.7,-0.2
1995/2/3,4.9,9.1,1.7
1995/2/4,4.6,8.3,1.3
1995/2/5,4.6,7.1,1.9
1995/2/6,5.3,7.9,3.2
1995/2/7,6.3,9.1,3.9
1995/2/8,7.6,12.1,2.3
1995/2/9,7.9,12.0,5.1
1995/2/10,4.8,7.0,2.8
1995/2/11,6.0,10.8,0.9
1995/2/12,7.2,12.0,3.7
1995/2/13,9.7,11.9,6.6
1995/2/14,8.4,11.4,5.4
1995/2/15,7.2,10.5,2.9
1995/2/16,5.4,8.3,3.4
1995/2/17,4.5,8.6,2.0
1995/2/18,5.2,8.8,1.3
1995/2/19,7.2,12.3,3.8
1995/2/20,5.9,9.7,3.5
1995/2/21,4.7,8.1,2.6
1995/2/22,5.3,8.5,1.8
1995/2/23,5.7,10.8,0.2
1995/2/24,7.1,11.0,4.4
1995/2/25,7.1,11.5,2.8
1995/2/26,8.4,11.9,6.4
1995/2/27,7.1,10.7,3.9
1995/2/28,6.8,12.9,1.3
1995/3/1,7.6,11.7,5.6
1995/3/2,6.4,10.2,3.7
1995/3/3,5.9,11.0,1.6
1995/3/4,5.6,9.0,2.8
1995/3/5,5.2,8.1,1.5
1995/3/6,8.3,11.9,4.2
1995/3/7,8.8,13.9,4.0
1995/3/8,8.6,14.2,3.6
1995/3/9,9.5,14.0,4.0
1995/3/10,10.1,13.2,7.7
1995/3/11,9.6,13.4,7.6
1995/3/12,9.0,13.9,6.6
1995/3/13,8.5,11.6,6.7
1995/3/14,8.1,11.6,5.4
1995/3/15,10.1,15.9,3.6
1995/3/16,12.4,13.9,10.6
1995/3/17,13.5,17.4,8.5
1995/3/18,8.5,11.5,6.3
1995/3/19,7.6,10.9,4.1
1995/3/20,9.1,14.0,2.8
1995/3/21,12.4,17.7,5.7
1995/3/22,13.8,18.9,9.9
1995/3/23,14.3,20.3,8.5
1995/3/24,15.9,19.9,13.4
1995/3/25,10.2,14.5,6.7
1995/3/26,8.1,12.6,5.5
1995/3/27,10.5,15.9,3.8
1995/3/28,9.3,12.5,6.5
1995/3/29,10.4,16.7,5.6
1995/3/30,12.3,16.4,9.8
1995/3/31,14.5,17.9,12.5
1995/4/1,11.3,14.6,7.4
1995/4/2,9.0,14.1,4.5
1995/4/3,7.7,12.3,3.3
1995/4/4,10.4,15.9,3.7
1995/4/5,13.6,19.0,7.3
1995/4/6,15.1,19.8,11.1
1995/4/7,15.0,19.6,11.3
1995/4/8,15.1,21.1,8.4
1995/4/9,14.1,16.1,13.2
1995/4/10,13.1,16.6,9.7
1995/4/11,11.8,16.4,7.5
1995/4/12,12.4,15.1,10.6
1995/4/13,13.0,18.2,6.7
1995/4/14,12.6,14.2,10.1
1995/4/15,15.1,19.2,12.4
1995/4/16,15.3,17.6,13.7
1995/4/17,17.5,23.9,13.2
1995/4/18,17.3,22.5,13.5
1995/4/19,14.2,18.3,9.1
1995/4/20,12.8,17.4,8.6
1995/4/21,15.2,20.1,8.4
1995/4/22,17.2,20.3,13.8
1995/4/23,20.5,23.9,15.7
1995/4/24,17.2,22.4,11.9
1995/4/25,14.6,15.3,13.9
1995/4/26,16.0,18.9,13.1
1995/4/27,17.1,23.1,10.5
1995/4/28,17.4,20.0,15.5
1995/4/29,18.3,23.4,15.9
1995/4/30,18.6,22.7,15.8
1995/5/1,19.3,23.4,17.3
