ダウンロードした時刻：2017/07/24 15:38:33

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,8.0,11.5,-0.2
1988/1/2,6.7,11.1,3.5
1988/1/3,3.4,6.4,1.0
1988/1/4,6.0,11.0,2.1
1988/1/5,1.8,3.2,0.3
1988/1/6,2.7,4.4,0.8
1988/1/7,5.7,9.0,1.4
1988/1/8,7.7,10.0,5.8
1988/1/9,2.7,6.6,0.3
1988/1/10,0.8,1.9,-0.8
1988/1/11,3.2,5.6,-0.5
1988/1/12,6.0,8.4,4.5
1988/1/13,7.9,9.5,3.6
1988/1/14,10.6,12.0,6.9
1988/1/15,7.6,11.7,4.1
1988/1/16,3.7,6.5,0.4
1988/1/17,4.0,6.1,2.3
1988/1/18,1.5,5.0,-1.3
1988/1/19,2.2,6.2,-0.3
1988/1/20,7.5,11.1,-0.5
1988/1/21,9.6,12.3,5.5
1988/1/22,12.1,13.9,9.4
1988/1/23,3.2,11.8,-0.7
1988/1/24,0.4,2.6,-0.8
1988/1/25,3.9,5.5,1.2
1988/1/26,2.6,5.2,0.9
1988/1/27,2.3,4.8,0.2
1988/1/28,3.2,5.2,0.4
1988/1/29,5.4,8.2,1.1
1988/1/30,0.9,2.8,-0.1
1988/1/31,0.9,3.1,-0.4
1988/2/1,2.4,6.6,-0.6
1988/2/2,3.3,7.8,-2.4
1988/2/3,-2.7,-1.0,-4.3
1988/2/4,1.7,5.7,-3.1
1988/2/5,7.6,11.5,3.9
1988/2/6,2.2,5.9,-0.3
1988/2/7,-0.8,0.6,-2.6
1988/2/8,0.7,2.0,-1.3
1988/2/9,0.5,2.0,-1.5
1988/2/10,-0.3,1.1,-1.8
1988/2/11,-0.2,1.2,-1.7
1988/2/12,2.3,4.6,-2.1
1988/2/13,1.3,3.6,-0.3
1988/2/14,-1.2,0.3,-2.3
1988/2/15,-0.9,0.5,-2.4
1988/2/16,-1.8,-0.4,-3.3
1988/2/17,-1.5,-0.3,-3.0
1988/2/18,-1.6,1.5,-4.3
1988/2/19,1.2,4.3,-2.0
1988/2/20,2.7,5.6,0.2
1988/2/21,-1.3,0.5,-3.0
1988/2/22,0.0,3.9,-4.1
1988/2/23,4.2,8.7,1.8
1988/2/24,1.4,3.6,-1.6
1988/2/25,1.6,5.6,-2.6
1988/2/26,2.0,4.8,-0.6
1988/2/27,1.4,3.7,-0.2
1988/2/28,1.7,4.2,-0.3
1988/2/29,3.2,5.9,1.3
1988/3/1,3.5,5.9,1.3
1988/3/2,5.8,10.2,2.8
1988/3/3,2.9,5.0,-0.5
1988/3/4,1.9,4.2,-1.3
1988/3/5,3.2,5.2,0.5
1988/3/6,2.9,6.3,0.2
1988/3/7,2.1,4.3,0.4
1988/3/8,1.1,3.2,-0.2
1988/3/9,1.0,3.8,-0.7
1988/3/10,5.0,7.5,3.0
1988/3/11,9.4,12.1,4.0
1988/3/12,8.1,11.9,6.5
1988/3/13,9.0,12.1,7.1
1988/3/14,9.5,14.2,5.3
1988/3/15,1.5,8.2,-2.9
1988/3/16,2.0,4.0,-1.8
1988/3/17,4.6,7.8,-0.1
1988/3/18,5.9,7.2,2.8
1988/3/19,6.7,9.3,4.0
1988/3/20,3.4,7.2,0.6
1988/3/21,7.1,11.8,1.1
1988/3/22,7.3,8.8,5.5
1988/3/23,5.2,8.0,0.7
1988/3/24,3.3,6.7,1.2
1988/3/25,4.8,8.9,0.1
1988/3/26,6.2,8.6,2.9
1988/3/27,4.2,7.6,-0.4
1988/3/28,5.3,9.1,-0.6
1988/3/29,6.5,11.0,1.3
1988/3/30,6.5,12.2,1.6
1988/3/31,6.2,11.5,2.7
1988/4/1,6.3,10.9,1.4
1988/4/2,6.5,11.1,1.8
1988/4/3,6.8,11.5,2.5
1988/4/4,6.9,10.5,3.1
1988/4/5,10.2,17.4,4.6
1988/4/6,6.8,10.2,4.1
1988/4/7,5.8,9.6,2.4
1988/4/8,4.9,7.8,3.2
1988/4/9,5.7,10.5,0.5
1988/4/10,8.2,12.1,2.6
1988/4/11,11.0,14.8,7.1
1988/4/12,14.3,19.5,11.4
1988/4/13,11.6,14.6,10.1
1988/4/14,10.2,16.4,4.8
1988/4/15,9.0,12.0,4.4
1988/4/16,7.9,11.9,4.0
1988/4/17,10.4,15.5,4.0
1988/4/18,14.8,19.5,10.0
1988/4/19,10.5,14.4,7.9
1988/4/20,10.1,14.3,5.9
1988/4/21,9.5,13.6,4.8
1988/4/22,8.9,13.3,5.0
1988/4/23,9.3,12.7,5.2
1988/4/24,7.7,9.8,5.3
1988/4/25,10.7,13.2,5.1
1988/4/26,13.6,15.9,10.0
1988/4/27,15.0,19.0,10.5
1988/4/28,15.6,21.3,11.5
1988/4/29,14.9,16.8,13.0
1988/4/30,13.8,16.4,11.1
1988/5/1,19.1,24.6,15.2
