ダウンロードした時刻：2017/07/24 15:40:37

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,2.0,4.3,0.3
1985/1/2,2.3,6.3,0.5
1985/1/3,3.8,5.2,0.6
1985/1/4,2.8,4.9,0.9
1985/1/5,2.1,4.0,0.4
1985/1/6,1.2,3.9,0.1
1985/1/7,1.1,3.8,-1.1
1985/1/8,0.9,6.4,-3.2
1985/1/9,3.2,8.0,-1.3
1985/1/10,5.1,7.7,2.7
1985/1/11,3.9,6.1,0.9
1985/1/12,3.4,6.8,-1.3
1985/1/13,1.8,5.3,-0.3
1985/1/14,-1.1,1.0,-2.9
1985/1/15,0.7,2.7,-1.5
1985/1/16,2.9,4.0,1.1
1985/1/17,0.7,2.7,-2.6
1985/1/18,0.8,4.2,-3.5
1985/1/19,2.8,7.3,-4.3
1985/1/20,5.6,9.1,3.7
1985/1/21,3.5,4.4,2.1
1985/1/22,3.7,5.9,0.3
1985/1/23,4.0,6.0,0.3
1985/1/24,2.0,5.3,-0.4
1985/1/25,1.1,3.5,-0.5
1985/1/26,2.0,4.4,0.3
1985/1/27,3.0,6.6,-1.5
1985/1/28,3.8,6.6,1.5
1985/1/29,-0.1,3.1,-3.7
1985/1/30,-1.1,0.6,-4.8
1985/1/31,0.9,3.3,-2.1
1985/2/1,4.3,5.9,1.9
1985/2/2,3.0,5.5,0.5
1985/2/3,4.8,10.0,-0.1
1985/2/4,4.7,9.2,1.7
1985/2/5,4.8,8.6,2.0
1985/2/6,6.2,8.1,3.4
1985/2/7,5.5,12.0,1.2
1985/2/8,4.9,8.9,0.0
1985/2/9,11.0,13.5,4.7
1985/2/10,6.3,10.7,3.5
1985/2/11,5.4,8.6,2.5
1985/2/12,5.5,9.3,0.0
1985/2/13,4.0,6.7,1.2
1985/2/14,2.2,3.5,-0.1
1985/2/15,2.5,4.3,0.5
1985/2/16,3.2,6.8,-0.5
1985/2/17,4.6,6.2,3.1
1985/2/18,5.6,7.7,2.7
1985/2/19,5.3,6.6,3.8
1985/2/20,6.9,8.4,5.0
1985/2/21,1.4,5.8,-2.0
1985/2/22,-0.3,1.2,-2.0
1985/2/23,1.8,4.4,-0.6
1985/2/24,1.3,4.7,-1.8
1985/2/25,2.8,5.6,0.4
1985/2/26,3.4,6.5,0.3
1985/2/27,4.5,6.1,3.1
1985/2/28,4.2,5.4,2.6
1985/3/1,6.9,9.6,5.0
1985/3/2,6.7,8.4,5.2
1985/3/3,5.5,7.2,3.3
1985/3/4,4.9,8.3,1.0
1985/3/5,6.9,10.1,2.4
1985/3/6,5.8,8.9,3.0
1985/3/7,6.5,10.5,2.1
1985/3/8,11.3,14.0,4.1
1985/3/9,7.6,12.7,5.4
1985/3/10,5.2,8.0,3.6
1985/3/11,4.4,5.7,3.3
1985/3/12,5.2,7.6,2.1
1985/3/13,4.8,8.2,0.8
1985/3/14,6.4,9.7,3.1
1985/3/15,5.1,8.5,1.6
1985/3/16,7.7,13.9,-0.5
1985/3/17,9.3,11.4,8.5
1985/3/18,9.6,11.0,8.1
1985/3/19,6.6,8.3,5.3
1985/3/20,7.6,10.0,5.2
1985/3/21,8.3,11.3,6.7
1985/3/22,7.7,12.5,3.4
1985/3/23,5.5,10.6,0.5
1985/3/24,7.5,12.0,0.8
1985/3/25,13.3,16.1,10.7
1985/3/26,10.6,14.8,5.7
1985/3/27,10.1,14.0,5.6
1985/3/28,9.9,13.4,6.9
1985/3/29,9.4,14.4,5.8
1985/3/30,6.7,9.7,4.3
1985/3/31,4.8,8.1,2.3
1985/4/1,6.1,11.0,2.2
1985/4/2,10.3,15.8,1.4
1985/4/3,14.7,17.5,10.9
1985/4/4,12.8,16.2,9.6
1985/4/5,10.6,13.8,8.4
1985/4/6,10.5,13.6,6.2
1985/4/7,13.9,15.9,11.1
1985/4/8,14.1,17.3,10.6
1985/4/9,11.8,15.8,7.6
1985/4/10,18.0,24.0,8.7
1985/4/11,14.5,19.1,11.0
1985/4/12,11.2,12.3,10.2
1985/4/13,11.6,13.4,11.0
1985/4/14,14.5,19.2,10.7
1985/4/15,12.1,15.9,8.3
1985/4/16,9.6,12.6,6.2
1985/4/17,9.6,13.4,4.7
1985/4/18,10.6,13.5,7.6
1985/4/19,14.8,20.4,5.7
1985/4/20,13.5,17.3,10.7
1985/4/21,13.1,17.0,8.5
1985/4/22,17.7,22.6,15.1
1985/4/23,14.7,16.9,12.7
1985/4/24,13.2,16.6,10.7
1985/4/25,13.9,18.0,8.1
1985/4/26,17.9,20.4,14.8
1985/4/27,12.6,17.7,9.2
1985/4/28,11.5,16.8,6.9
1985/4/29,14.4,21.4,6.6
1985/4/30,18.8,26.8,8.1
1985/5/1,19.0,27.1,13.8
