ダウンロードした時刻：2017/07/24 15:36:58

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,2.3,8.2,-0.6
1989/1/2,2.9,6.7,0.6
1989/1/3,2.4,6.7,-0.9
1989/1/4,-2.8,0.2,-5.8
1989/1/5,-0.3,2.7,-5.8
1989/1/6,1.4,4.8,-1.5
1989/1/7,2.1,6.3,-4.3
1989/1/8,6.1,8.8,1.3
1989/1/9,3.2,5.4,0.4
1989/1/10,5.4,9.4,3.1
1989/1/11,3.7,6.7,0.9
1989/1/12,-0.8,1.7,-2.7
1989/1/13,-1.2,0.6,-3.1
1989/1/14,-2.6,0.5,-6.2
1989/1/15,-4.2,0.2,-7.5
1989/1/16,-1.6,4.1,-9.9
1989/1/17,-0.3,2.9,-3.2
1989/1/18,-0.5,6.0,-6.6
1989/1/19,1.3,3.4,-1.4
1989/1/20,2.2,3.7,1.0
1989/1/21,1.4,4.3,-1.1
1989/1/22,-2.9,-0.1,-4.0
1989/1/23,-1.9,2.1,-7.9
1989/1/24,0.2,2.2,-0.9
1989/1/25,-3.1,0.1,-7.9
1989/1/26,-0.5,7.0,-9.4
1989/1/27,1.0,5.7,-1.7
1989/1/28,-3.4,-1.1,-5.8
1989/1/29,-2.4,0.8,-5.6
1989/1/30,0.2,4.2,-2.8
1989/1/31,3.0,8.5,-3.9
1989/2/1,1.0,4.6,-1.9
1989/2/2,-2.8,1.6,-6.9
1989/2/3,-4.3,-1.4,-6.9
1989/2/4,-1.3,2.7,-5.6
1989/2/5,1.3,4.8,-1.3
1989/2/6,2.7,6.6,1.1
1989/2/7,2.7,7.1,-0.7
1989/2/8,3.8,7.5,0.3
1989/2/9,1.5,3.8,0.2
1989/2/10,0.0,1.0,-1.3
1989/2/11,-0.7,2.8,-4.0
1989/2/12,-0.4,3.6,-4.6
1989/2/13,1.0,3.7,-0.7
1989/2/14,2.0,5.8,-1.7
1989/2/15,3.6,9.3,-1.8
1989/2/16,7.2,11.8,2.7
1989/2/17,0.8,2.9,-1.7
1989/2/18,-1.1,1.0,-2.9
1989/2/19,0.0,6.1,-5.1
1989/2/20,2.2,5.4,-3.4
1989/2/21,1.1,4.4,-1.7
1989/2/22,-2.0,2.6,-3.4
1989/2/23,-0.9,4.4,-4.3
1989/2/24,-0.4,6.9,-5.6
1989/2/25,0.8,3.8,-1.7
1989/2/26,-1.0,0.2,-2.4
1989/2/27,-0.5,3.5,-3.4
1989/2/28,6.3,10.4,-0.3
1989/3/1,4.2,11.6,-0.5
1989/3/2,1.5,6.2,-2.0
1989/3/3,4.7,9.6,-2.3
1989/3/4,10.7,15.5,5.3
1989/3/5,3.2,5.6,1.8
1989/3/6,1.9,6.7,-0.7
1989/3/7,0.9,4.2,-3.4
1989/3/8,-0.1,3.9,-2.8
1989/3/9,0.8,5.4,-2.9
1989/3/10,2.6,7.5,-3.6
1989/3/11,3.7,9.0,1.2
1989/3/12,3.7,10.8,-0.2
1989/3/13,6.9,13.5,0.6
1989/3/14,4.5,7.4,3.9
1989/3/15,3.8,6.2,2.8
1989/3/16,4.8,9.3,1.9
1989/3/17,3.0,7.0,1.4
1989/3/18,3.8,6.5,1.7
1989/3/19,4.3,7.2,2.0
1989/3/20,4.3,10.5,1.3
1989/3/21,2.3,3.6,1.8
1989/3/22,1.9,3.1,1.3
1989/3/23,4.0,7.5,0.3
1989/3/24,5.5,9.1,3.0
1989/3/25,4.0,6.8,2.5
1989/3/26,5.7,10.6,1.7
1989/3/27,5.1,11.7,-1.4
1989/3/28,3.9,8.3,2.1
1989/3/29,4.9,10.4,0.4
1989/3/30,6.7,13.8,-0.6
1989/3/31,9.9,15.4,2.2
1989/4/1,6.6,16.5,2.4
1989/4/2,7.1,11.7,2.4
1989/4/3,11.9,20.2,2.4
1989/4/4,4.6,9.0,1.3
1989/4/5,5.2,10.0,-0.7
1989/4/6,7.3,13.5,2.2
1989/4/7,10.2,21.3,0.8
1989/4/8,12.0,17.3,8.7
1989/4/9,11.4,17.1,7.0
1989/4/10,7.0,10.4,2.8
1989/4/11,6.6,12.3,4.2
1989/4/12,4.4,5.2,3.2
1989/4/13,10.3,18.1,2.5
1989/4/14,15.5,24.0,9.1
1989/4/15,14.2,21.4,6.8
1989/4/16,8.0,11.9,6.2
1989/4/17,9.0,11.5,6.1
1989/4/18,11.1,18.0,6.2
1989/4/19,9.8,14.1,4.7
1989/4/20,11.0,18.6,6.5
1989/4/21,6.9,10.3,2.7
1989/4/22,12.8,22.5,1.8
1989/4/23,10.2,15.0,7.8
1989/4/24,5.8,8.1,4.9
1989/4/25,7.6,13.8,4.4
1989/4/26,7.3,10.7,4.4
1989/4/27,5.7,9.0,3.3
1989/4/28,3.8,8.4,0.7
1989/4/29,10.5,16.5,2.7
1989/4/30,14.1,20.7,7.8
1989/5/1,10.4,18.2,4.2
