ダウンロードした時刻：2017/07/24 15:47:26

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,4.7,12.0,-1.4
2016/1/2,9.6,15.1,4.0
2016/1/3,11.8,15.2,8.3
2016/1/4,11.0,17.6,5.4
2016/1/5,9.4,12.2,7.2
2016/1/6,8.3,10.4,6.0
2016/1/7,7.9,11.6,4.9
2016/1/8,6.7,7.6,5.7
2016/1/9,5.8,9.8,1.5
2016/1/10,6.0,11.4,2.4
2016/1/11,7.0,10.4,3.4
2016/1/12,6.2,9.1,3.7
2016/1/13,4.5,7.3,1.9
2016/1/14,5.5,10.0,0.8
2016/1/15,3.7,9.3,-1.0
2016/1/16,5.7,14.1,-1.3
2016/1/17,6.5,10.0,2.1
2016/1/18,7.2,11.4,1.8
2016/1/19,2.7,5.1,1.3
2016/1/20,2.6,6.4,-0.4
2016/1/21,1.5,5.0,-2.5
2016/1/22,4.7,9.3,-0.2
2016/1/23,3.5,7.0,0.0
2016/1/24,-3.0,0.1,-5.5
2016/1/25,-1.1,2.7,-6.5
2016/1/26,3.7,8.2,0.1
2016/1/27,6.0,10.6,0.9
2016/1/28,8.2,10.1,5.9
2016/1/29,11.6,13.7,9.2
2016/1/30,11.1,14.9,7.7
2016/1/31,8.8,14.2,3.9
2016/2/1,6.5,8.7,5.0
2016/2/2,5.2,9.3,1.3
2016/2/3,6.1,9.9,2.9
2016/2/4,5.8,11.0,1.3
2016/2/5,5.6,11.2,1.3
2016/2/6,4.6,9.2,1.3
2016/2/7,4.1,9.7,-0.7
2016/2/8,5.2,10.6,-0.6
2016/2/9,8.4,13.1,2.8
2016/2/10,6.6,14.2,-0.7
2016/2/11,9.1,17.7,1.1
2016/2/12,12.9,20.0,8.3
2016/2/13,16.4,21.0,12.6
2016/2/14,10.7,17.8,5.5
2016/2/15,3.7,5.5,1.1
2016/2/16,3.9,7.2,0.8
2016/2/17,6.0,10.9,2.8
2016/2/18,6.1,12.4,-0.5
2016/2/19,9.1,14.9,3.1
2016/2/20,9.3,11.7,7.8
2016/2/21,7.0,10.5,3.7
2016/2/22,6.3,11.0,1.8
2016/2/23,8.1,12.2,6.2
2016/2/24,7.1,11.5,3.6
2016/2/25,4.9,8.7,0.5
2016/2/26,4.3,10.8,-1.5
2016/2/27,8.0,15.4,1.6
2016/2/28,11.4,18.8,3.4
2016/2/29,6.8,14.0,1.1
2016/3/1,2.6,8.4,-2.1
2016/3/2,5.9,14.0,-1.6
2016/3/3,10.0,17.4,1.2
2016/3/4,15.4,21.6,10.1
2016/3/5,16.5,23.8,9.0
2016/3/6,18.0,24.3,12.8
2016/3/7,17.9,24.5,12.8
2016/3/8,15.7,22.2,11.3
2016/3/9,10.8,15.6,8.5
2016/3/10,9.3,13.9,6.6
2016/3/11,7.7,12.3,4.7
2016/3/12,7.1,13.0,0.9
2016/3/13,7.0,11.0,3.1
2016/3/14,9.3,15.0,5.8
2016/3/15,9.4,16.1,2.7
2016/3/16,11.6,18.4,5.4
2016/3/17,14.1,21.9,5.1
2016/3/18,14.7,15.9,12.7
2016/3/19,15.2,20.0,10.7
2016/3/20,12.2,19.2,6.2
2016/3/21,11.6,19.3,6.1
2016/3/22,11.9,19.4,3.5
2016/3/23,11.3,14.7,6.9
2016/3/24,11.1,16.6,6.8
2016/3/25,9.7,15.3,5.1
2016/3/26,9.9,16.9,3.0
2016/3/27,9.1,14.0,5.4
2016/3/28,9.9,17.2,2.1
2016/3/29,12.1,17.4,4.7
2016/3/30,14.3,17.0,11.3
2016/3/31,13.6,16.9,10.0
2016/4/1,15.0,18.1,13.2
2016/4/2,17.0,24.3,11.5
2016/4/3,17.6,22.3,14.9
2016/4/4,16.9,20.4,13.4
2016/4/5,15.8,21.2,10.1
2016/4/6,16.7,21.5,12.3
2016/4/7,19.0,22.2,15.8
2016/4/8,17.0,21.0,14.1
2016/4/9,17.8,24.7,11.9
2016/4/10,16.7,20.8,14.0
2016/4/11,16.3,21.4,11.6
2016/4/12,16.5,23.8,9.6
2016/4/13,17.8,22.9,13.2
2016/4/14,20.3,27.0,15.7
2016/4/15,19.7,27.2,12.0
2016/4/16,18.7,24.5,13.1
2016/4/17,17.1,20.2,12.7
2016/4/18,14.0,16.9,10.1
2016/4/19,14.8,22.4,7.1
2016/4/20,17.2,25.2,8.0
2016/4/21,18.1,21.5,15.3
2016/4/22,18.9,23.7,15.5
2016/4/23,15.4,18.3,13.9
2016/4/24,15.9,18.5,13.6
2016/4/25,17.4,19.8,15.3
2016/4/26,21.0,26.3,16.1
2016/4/27,19.1,21.5,17.9
2016/4/28,16.6,19.7,13.3
2016/4/29,15.9,22.2,9.7
2016/4/30,17.1,23.9,9.0
2016/5/1,19.7,26.5,12.4
