ダウンロードした時刻：2017/07/24 15:44:16

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,3.3,7.2,-1.2
2013/1/2,4.9,11.7,1.5
2013/1/3,1.5,4.9,-0.3
2013/1/4,0.9,4.5,-2.2
2013/1/5,3.1,7.6,-0.7
2013/1/6,4.9,9.9,1.2
2013/1/7,4.4,10.3,0.1
2013/1/8,5.4,11.4,0.7
2013/1/9,5.2,10.2,2.4
2013/1/10,3.9,8.3,1.2
2013/1/11,3.9,9.8,-0.5
2013/1/12,5.5,11.7,1.0
2013/1/13,5.1,8.5,1.8
2013/1/14,6.6,12.1,2.2
2013/1/15,4.8,7.3,0.7
2013/1/16,3.6,8.3,-0.8
2013/1/17,3.8,9.2,0.9
2013/1/18,2.7,7.1,0.1
2013/1/19,3.6,10.9,-1.0
2013/1/20,5.6,10.4,2.1
2013/1/21,4.5,6.8,1.6
2013/1/22,7.4,12.1,4.9
2013/1/23,6.5,11.0,3.2
2013/1/24,7.0,11.7,2.0
2013/1/25,4.9,8.7,2.6
2013/1/26,3.0,6.9,0.3
2013/1/27,1.1,6.2,-2.1
2013/1/28,2.0,7.3,-1.2
2013/1/29,3.8,10.1,-1.3
2013/1/30,6.5,13.0,2.1
2013/1/31,6.6,12.4,2.0
2013/2/1,6.1,8.8,3.0
2013/2/2,11.8,19.0,7.8
2013/2/3,8.6,13.6,3.4
2013/2/4,8.8,11.4,6.6
2013/2/5,7.5,10.0,4.8
2013/2/6,7.6,11.6,4.0
2013/2/7,7.2,10.9,1.3
2013/2/8,1.0,4.1,-1.1
2013/2/9,3.3,7.8,0.0
2013/2/10,4.7,11.2,0.2
2013/2/11,5.0,10.3,1.8
2013/2/12,4.0,7.8,0.7
2013/2/13,5.4,9.3,2.3
2013/2/14,6.4,11.2,1.7
2013/2/15,6.3,11.3,3.5
2013/2/16,4.4,8.5,1.8
2013/2/17,4.0,7.1,0.4
2013/2/18,6.5,9.6,4.0
2013/2/19,4.8,7.1,2.4
2013/2/20,4.2,9.8,0.5
2013/2/21,3.7,9.8,-0.5
2013/2/22,5.1,11.0,0.0
2013/2/23,6.3,11.1,3.6
2013/2/24,6.2,11.8,1.8
2013/2/25,5.7,11.1,1.4
2013/2/26,5.5,10.2,1.8
2013/2/27,9.2,14.0,5.8
2013/2/28,9.4,15.8,4.0
2013/3/1,9.4,12.8,6.7
2013/3/2,6.0,8.6,3.7
2013/3/3,5.3,10.8,0.4
2013/3/4,7.0,13.4,2.1
2013/3/5,8.1,13.4,2.9
2013/3/6,8.9,15.4,2.3
2013/3/7,11.6,17.5,4.5
2013/3/8,15.3,20.9,9.5
2013/3/9,15.1,21.5,8.5
2013/3/10,12.8,20.6,4.8
2013/3/11,7.1,13.5,2.0
2013/3/12,10.6,17.9,2.3
2013/3/13,13.2,17.0,7.6
2013/3/14,6.7,10.9,3.2
2013/3/15,6.6,13.7,0.8
2013/3/16,9.4,15.8,2.6
2013/3/17,11.2,16.5,5.0
2013/3/18,16.7,20.3,12.0
2013/3/19,15.1,19.9,10.2
2013/3/20,12.4,14.1,8.0
2013/3/21,9.0,13.7,6.2
2013/3/22,9.6,15.0,3.8
2013/3/23,12.1,17.9,8.2
2013/3/24,12.3,17.2,7.6
2013/3/25,11.2,16.6,6.9
2013/3/26,8.7,12.8,3.9
2013/3/27,8.9,11.0,6.6
2013/3/28,13.9,19.2,10.4
2013/3/29,13.7,18.2,10.8
2013/3/30,12.3,16.8,7.4
2013/3/31,12.5,19.4,8.7
2013/4/1,11.9,18.0,5.3
2013/4/2,11.6,13.7,9.8
2013/4/3,13.3,19.0,10.2
2013/4/4,13.0,18.4,7.0
2013/4/5,15.7,22.9,9.3
2013/4/6,15.4,17.2,14.2
2013/4/7,10.5,15.2,8.0
2013/4/8,11.7,16.4,7.3
2013/4/9,12.8,19.2,7.6
2013/4/10,10.5,15.1,6.6
2013/4/11,8.1,13.3,3.8
2013/4/12,9.8,15.9,4.9
2013/4/13,10.2,15.9,3.3
2013/4/14,14.2,21.4,7.6
2013/4/15,15.4,20.2,10.4
2013/4/16,17.8,24.3,10.1
2013/4/17,19.3,23.6,16.7
2013/4/18,18.3,23.6,14.7
2013/4/19,13.2,18.5,8.8
2013/4/20,7.7,11.6,5.5
2013/4/21,10.8,16.3,6.4
2013/4/22,11.3,18.6,4.3
2013/4/23,12.3,16.7,7.9
2013/4/24,14.3,19.5,11.0
2013/4/25,16.0,21.8,10.0
2013/4/26,15.3,19.2,10.8
2013/4/27,14.4,19.5,7.7
2013/4/28,15.6,20.9,9.4
2013/4/29,17.7,23.4,11.0
2013/4/30,15.4,19.0,12.2
2013/5/1,13.4,18.9,10.0
