ダウンロードした時刻：2017/07/24 15:47:19

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,4.6,10.7,-2.4
1990/1/2,5.5,9.1,2.7
1990/1/3,4.5,7.4,1.7
1990/1/4,2.5,8.1,-1.8
1990/1/5,4.5,10.5,-3.1
1990/1/6,5.5,11.1,0.2
1990/1/7,3.8,10.5,-2.5
1990/1/8,7.0,14.6,-1.4
1990/1/9,10.5,13.2,7.0
1990/1/10,11.6,15.5,7.0
1990/1/11,9.1,15.5,3.1
1990/1/12,9.1,11.6,7.7
1990/1/13,5.2,8.7,0.1
1990/1/14,3.7,9.8,-1.2
1990/1/15,2.2,6.2,-1.3
1990/1/16,4.3,9.3,0.7
1990/1/17,3.7,10.5,-2.2
1990/1/18,9.8,17.3,1.5
1990/1/19,8.7,11.5,4.7
1990/1/20,3.9,7.7,1.3
1990/1/21,3.2,9.1,-0.9
1990/1/22,3.6,8.5,-0.9
1990/1/23,0.5,3.7,-2.5
1990/1/24,-1.4,3.8,-5.2
1990/1/25,-1.0,3.4,-5.1
1990/1/26,-0.3,5.6,-6.3
1990/1/27,2.0,9.1,-3.3
1990/1/28,5.7,13.0,-3.3
1990/1/29,13.5,18.4,7.9
1990/1/30,11.2,15.1,8.7
1990/1/31,8.5,9.5,7.3
1990/2/1,6.8,9.0,4.5
1990/2/2,7.8,13.5,2.2
1990/2/3,7.9,9.6,5.9
1990/2/4,8.9,11.7,6.6
1990/2/5,10.4,15.5,6.9
1990/2/6,10.0,13.6,7.6
1990/2/7,11.1,15.3,7.8
1990/2/8,8.1,9.3,6.9
1990/2/9,10.3,16.4,6.8
1990/2/10,13.7,19.1,4.9
1990/2/11,11.3,16.3,6.9
1990/2/12,8.1,13.5,3.6
1990/2/13,8.0,14.8,1.0
1990/2/14,9.4,12.9,6.6
1990/2/15,11.6,17.1,8.5
1990/2/16,9.9,14.6,6.0
1990/2/17,9.7,16.8,3.7
1990/2/18,12.0,17.4,4.9
1990/2/19,13.9,17.2,12.1
1990/2/20,11.4,16.7,6.7
1990/2/21,10.4,17.2,3.5
1990/2/22,13.7,17.2,9.7
1990/2/23,15.3,18.0,12.3
1990/2/24,11.3,12.7,9.2
1990/2/25,11.1,14.0,8.7
1990/2/26,11.4,14.3,9.6
1990/2/27,10.4,16.5,5.6
1990/2/28,10.1,13.0,7.4
1990/3/1,9.9,12.8,8.0
1990/3/2,11.3,15.4,9.1
1990/3/3,9.1,12.8,5.8
1990/3/4,8.4,14.3,1.8
1990/3/5,8.3,14.0,3.4
1990/3/6,8.3,13.3,2.0
1990/3/7,8.0,13.3,3.5
1990/3/8,6.9,13.3,1.1
1990/3/9,8.4,15.3,1.3
1990/3/10,10.1,19.0,2.2
1990/3/11,12.4,19.0,4.0
1990/3/12,9.9,15.5,4.1
1990/3/13,8.9,15.8,0.9
1990/3/14,11.9,16.4,3.9
1990/3/15,14.0,19.0,8.4
1990/3/16,9.6,15.2,4.9
1990/3/17,9.4,15.9,2.9
1990/3/18,9.7,13.5,5.0
1990/3/19,8.4,16.6,0.8
1990/3/20,11.5,19.3,3.8
1990/3/21,13.2,20.8,5.7
1990/3/22,15.7,23.5,6.4
1990/3/23,16.3,20.5,11.1
1990/3/24,15.5,18.4,12.3
1990/3/25,11.9,16.9,8.5
1990/3/26,12.5,20.6,6.1
1990/3/27,13.5,19.8,4.9
1990/3/28,14.9,17.6,12.4
1990/3/29,15.6,18.9,13.2
1990/3/30,15.6,18.9,11.7
1990/3/31,14.8,18.9,12.4
1990/4/1,13.7,16.6,10.9
1990/4/2,15.6,22.3,9.1
1990/4/3,15.1,20.7,9.7
1990/4/4,12.5,15.4,8.8
1990/4/5,9.6,14.4,5.6
1990/4/6,11.0,18.4,2.6
1990/4/7,12.9,17.0,7.4
1990/4/8,12.9,17.3,8.5
1990/4/9,13.5,20.4,5.0
1990/4/10,13.7,16.9,11.8
1990/4/11,18.3,23.8,12.7
1990/4/12,18.3,19.3,17.3
1990/4/13,14.5,18.0,11.9
1990/4/14,13.4,18.0,8.8
1990/4/15,14.4,20.0,8.6
1990/4/16,14.0,19.3,8.9
1990/4/17,12.6,17.9,8.5
1990/4/18,12.1,18.7,5.8
1990/4/19,14.1,20.6,4.8
1990/4/20,14.5,15.9,13.3
1990/4/21,17.5,22.2,13.3
1990/4/22,17.4,18.8,15.4
1990/4/23,14.8,19.3,12.6
1990/4/24,12.7,17.4,7.8
1990/4/25,12.7,19.4,4.3
1990/4/26,16.8,23.6,9.8
1990/4/27,18.9,26.4,10.0
1990/4/28,20.7,27.2,13.6
1990/4/29,21.1,27.9,15.4
1990/4/30,19.4,29.2,10.1
1990/5/1,20.1,28.5,11.5
