ダウンロードした時刻：2017/07/24 15:42:29

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,8.7,16.1,2.7
1987/1/2,5.2,7.6,2.9
1987/1/3,6.7,12.4,3.7
1987/1/4,7.2,14.6,1.9
1987/1/5,3.6,5.5,1.7
1987/1/6,4.5,10.1,1.0
1987/1/7,7.3,11.9,1.9
1987/1/8,10.1,15.5,2.6
1987/1/9,9.2,14.5,-0.1
1987/1/10,6.5,11.7,1.7
1987/1/11,3.0,5.8,0.5
1987/1/12,4.6,8.1,0.4
1987/1/13,6.6,9.3,0.3
1987/1/14,2.7,9.0,-2.3
1987/1/15,4.4,12.9,-2.8
1987/1/16,8.7,12.6,2.4
1987/1/17,14.4,17.7,10.6
1987/1/18,6.7,11.3,0.7
1987/1/19,5.0,9.8,-0.2
1987/1/20,2.4,7.7,-2.0
1987/1/21,3.8,7.3,-1.9
1987/1/22,4.2,11.1,-2.1
1987/1/23,13.0,17.2,0.6
1987/1/24,12.6,17.3,7.0
1987/1/25,4.4,7.4,0.9
1987/1/26,2.4,7.9,-2.9
1987/1/27,2.4,9.9,-3.0
1987/1/28,4.2,12.3,-2.0
1987/1/29,9.1,14.6,-0.5
1987/1/30,12.4,16.3,4.6
1987/1/31,5.6,10.6,-0.1
1987/2/1,5.1,8.9,2.0
1987/2/2,3.5,5.3,0.9
1987/2/3,5.9,9.7,1.9
1987/2/4,5.6,10.9,-0.3
1987/2/5,4.3,11.8,-2.6
1987/2/6,6.6,12.6,-1.0
1987/2/7,7.8,13.7,2.0
1987/2/8,8.4,15.5,1.0
1987/2/9,9.5,15.6,3.5
1987/2/10,11.3,18.0,1.0
1987/2/11,17.0,19.1,13.2
1987/2/12,15.1,18.7,7.5
1987/2/13,6.7,7.6,5.6
1987/2/14,10.8,15.7,2.4
1987/2/15,4.9,7.3,0.4
1987/2/16,5.5,12.9,-1.5
1987/2/17,4.7,8.8,-0.3
1987/2/18,3.6,5.0,2.9
1987/2/19,5.8,10.3,2.5
1987/2/20,3.9,6.0,1.0
1987/2/21,4.8,6.8,2.0
1987/2/22,5.9,10.4,3.8
1987/2/23,6.4,11.9,2.6
1987/2/24,9.4,14.0,1.7
1987/2/25,8.3,12.7,1.2
1987/2/26,5.5,8.5,3.6
1987/2/27,6.1,9.0,3.6
1987/2/28,5.9,9.8,-0.2
1987/3/1,5.8,11.4,-0.2
1987/3/2,2.9,9.4,-2.9
1987/3/3,4.0,11.6,-4.5
1987/3/4,9.3,15.4,-1.0
1987/3/5,15.0,18.2,12.4
1987/3/6,14.3,17.8,7.6
1987/3/7,3.7,7.6,0.6
1987/3/8,6.1,11.1,1.0
1987/3/9,8.4,11.4,4.4
1987/3/10,6.7,9.8,2.6
1987/3/11,5.9,8.9,4.6
1987/3/12,7.2,12.3,2.2
1987/3/13,11.9,13.8,3.5
1987/3/14,15.1,19.3,11.7
1987/3/15,9.7,13.3,7.2
1987/3/16,8.7,14.7,2.9
1987/3/17,7.4,11.0,3.6
1987/3/18,10.3,16.8,5.8
1987/3/19,12.3,16.7,9.0
1987/3/20,13.1,17.7,7.1
1987/3/21,11.6,14.8,6.4
1987/3/22,12.9,16.2,8.6
1987/3/23,14.0,16.3,11.1
1987/3/24,17.3,19.0,15.4
1987/3/25,12.7,17.1,7.8
1987/3/26,6.7,11.6,2.1
1987/3/27,8.9,13.7,0.7
1987/3/28,10.0,12.3,7.6
1987/3/29,10.5,12.3,8.6
1987/3/30,13.0,17.2,4.6
1987/3/31,12.0,18.9,4.7
1987/4/1,7.0,10.6,1.7
1987/4/2,9.6,11.9,8.0
1987/4/3,8.9,12.2,5.7
1987/4/4,11.7,19.0,4.7
1987/4/5,13.1,19.8,6.4
1987/4/6,14.4,21.3,7.5
1987/4/7,14.7,15.9,14.0
1987/4/8,15.8,21.2,11.1
1987/4/9,15.0,19.2,8.9
1987/4/10,17.0,19.6,15.4
1987/4/11,15.0,19.9,9.4
1987/4/12,7.2,9.4,4.9
1987/4/13,7.4,12.5,2.9
1987/4/14,7.5,11.3,2.5
1987/4/15,10.6,17.1,5.4
1987/4/16,9.9,17.4,2.9
1987/4/17,12.4,18.5,4.4
1987/4/18,14.4,21.4,7.8
1987/4/19,15.4,22.4,8.8
1987/4/20,17.2,23.1,9.6
1987/4/21,19.7,23.3,16.2
1987/4/22,19.7,21.9,18.3
1987/4/23,17.1,22.2,13.1
1987/4/24,17.4,23.5,12.3
1987/4/25,15.5,20.7,8.0
1987/4/26,15.9,20.0,11.0
1987/4/27,10.3,15.0,6.6
1987/4/28,14.2,20.0,6.5
1987/4/29,16.2,23.1,10.5
1987/4/30,17.5,22.5,9.7
1987/5/1,18.2,21.8,16.2
