ダウンロードした時刻：2017/07/24 15:38:54

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,12.6,18.4,5.3
1997/1/2,4.6,9.4,1.7
1997/1/3,4.0,5.9,1.4
1997/1/4,2.4,4.5,1.1
1997/1/5,2.9,5.3,0.2
1997/1/6,5.1,7.7,2.5
1997/1/7,4.9,7.4,1.1
1997/1/8,2.2,4.6,0.3
1997/1/9,2.0,4.3,0.3
1997/1/10,3.1,5.0,0.7
1997/1/11,4.2,6.7,2.3
1997/1/12,5.0,8.7,2.7
1997/1/13,4.6,9.2,0.4
1997/1/14,6.5,11.2,1.0
1997/1/15,3.2,5.0,2.0
1997/1/16,4.7,8.8,0.3
1997/1/17,6.6,11.4,2.0
1997/1/18,6.4,9.5,2.3
1997/1/19,3.8,6.4,1.0
1997/1/20,5.9,8.0,3.0
1997/1/21,1.3,6.4,-5.0
1997/1/22,-0.3,2.6,-5.5
1997/1/23,3.5,5.6,1.1
1997/1/24,2.7,4.6,0.5
1997/1/25,1.8,3.9,-0.5
1997/1/26,2.8,5.5,0.4
1997/1/27,4.0,6.9,1.3
1997/1/28,4.3,8.5,1.9
1997/1/29,1.8,4.9,0.2
1997/1/30,1.3,3.4,-0.1
1997/1/31,2.0,4.9,0.1
1997/2/1,1.0,3.4,-0.6
1997/2/2,2.8,6.0,-0.2
1997/2/3,3.2,5.3,0.4
1997/2/4,1.4,3.7,0.1
1997/2/5,2.7,6.4,0.4
1997/2/6,3.4,7.0,-0.4
1997/2/7,3.8,6.2,1.9
1997/2/8,4.2,8.1,0.4
1997/2/9,5.1,10.8,0.3
1997/2/10,5.1,9.0,1.0
1997/2/11,2.8,8.0,0.6
1997/2/12,2.9,4.7,0.2
1997/2/13,1.2,2.8,-0.2
1997/2/14,2.2,5.9,-0.9
1997/2/15,6.4,11.6,0.8
1997/2/16,5.4,9.9,1.6
1997/2/17,3.3,4.8,1.1
1997/2/18,0.7,2.5,-0.5
1997/2/19,1.6,4.0,-1.1
1997/2/20,6.2,9.4,3.0
1997/2/21,1.5,7.7,-3.0
1997/2/22,-1.8,1.1,-3.5
1997/2/23,1.5,5.7,-3.0
1997/2/24,4.1,9.2,-1.7
1997/2/25,9.1,14.4,0.4
1997/2/26,7.5,13.2,2.5
1997/2/27,4.4,8.3,0.3
1997/2/28,11.0,18.7,0.6
1997/3/1,8.2,17.7,1.4
1997/3/2,4.6,10.4,-0.7
1997/3/3,3.3,7.3,0.8
1997/3/4,5.8,9.3,1.0
1997/3/5,9.0,13.2,4.9
1997/3/6,11.8,19.6,2.8
1997/3/7,12.3,16.2,5.8
1997/3/8,7.4,11.1,3.1
1997/3/9,5.4,8.2,1.7
1997/3/10,7.0,13.7,-0.8
1997/3/11,8.7,14.6,2.8
1997/3/12,5.3,10.7,0.4
1997/3/13,8.6,15.3,2.8
1997/3/14,10.9,16.4,6.8
1997/3/15,8.3,10.7,7.4
1997/3/16,7.4,9.0,5.2
1997/3/17,5.7,10.8,1.9
1997/3/18,5.2,9.7,0.2
1997/3/19,7.0,12.7,2.3
1997/3/20,6.3,11.5,1.1
1997/3/21,8.9,14.5,2.5
1997/3/22,8.7,11.7,5.3
1997/3/23,6.6,11.0,3.5
1997/3/24,3.1,6.2,-0.7
1997/3/25,8.1,13.5,0.1
1997/3/26,9.7,13.7,4.9
1997/3/27,9.7,13.4,6.6
1997/3/28,10.5,15.0,4.3
1997/3/29,12.3,17.3,6.9
1997/3/30,8.5,13.8,4.5
1997/3/31,6.9,11.0,3.5
1997/4/1,8.2,12.7,3.0
1997/4/2,10.0,13.7,7.4
1997/4/3,11.4,12.8,10.3
1997/4/4,10.3,12.1,9.5
1997/4/5,10.8,11.7,9.8
1997/4/6,11.2,12.5,10.2
1997/4/7,10.0,11.2,8.7
1997/4/8,11.3,14.2,8.4
1997/4/9,13.1,16.9,9.0
1997/4/10,11.1,14.7,7.2
1997/4/11,10.4,14.7,6.2
1997/4/12,11.6,15.8,4.8
1997/4/13,14.9,18.4,11.3
1997/4/14,14.8,19.5,10.8
1997/4/15,10.6,14.4,6.2
1997/4/16,8.5,13.8,3.4
1997/4/17,12.6,18.9,4.4
1997/4/18,11.2,15.8,8.9
1997/4/19,9.9,13.8,4.9
1997/4/20,12.1,18.6,5.8
1997/4/21,15.6,23.2,9.6
1997/4/22,13.4,16.5,11.7
1997/4/23,10.1,12.9,7.7
1997/4/24,10.3,13.8,6.7
1997/4/25,12.0,16.8,7.4
1997/4/26,13.6,18.2,7.0
1997/4/27,16.4,22.1,9.9
1997/4/28,15.8,18.7,12.8
1997/4/29,19.1,24.5,14.1
1997/4/30,15.3,18.1,11.7
1997/5/1,16.4,22.0,9.8
