ダウンロードした時刻：2017/07/24 15:39:18

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,-3.1,0.1,-5.4
2015/1/2,-3.0,1.2,-7.1
2015/1/3,-1.9,2.2,-4.5
2015/1/4,-1.8,2.2,-6.8
2015/1/5,2.4,6.6,-0.5
2015/1/6,4.3,9.1,-1.5
2015/1/7,-0.7,3.3,-3.3
2015/1/8,-0.6,3.2,-3.0
2015/1/9,-0.7,4.2,-4.9
2015/1/10,-0.3,4.3,-4.8
2015/1/11,0.0,4.1,-3.2
2015/1/12,-1.3,1.5,-3.3
2015/1/13,0.1,4.6,-3.5
2015/1/14,-0.7,3.1,-5.5
2015/1/15,0.5,2.2,-0.1
2015/1/16,1.4,4.8,-1.2
2015/1/17,-1.4,2.5,-4.4
2015/1/18,-2.8,2.4,-7.6
2015/1/19,-2.3,0.4,-6.6
2015/1/20,-1.2,0.7,-4.8
2015/1/21,-2.4,2.6,-7.5
2015/1/22,0.2,3.9,-2.9
2015/1/23,0.6,3.1,-3.1
2015/1/24,-0.6,4.6,-5.2
2015/1/25,1.1,5.8,-2.8
2015/1/26,3.7,9.8,-1.3
2015/1/27,2.2,4.4,-0.2
2015/1/28,-1.7,2.6,-4.3
2015/1/29,-2.4,2.4,-7.2
2015/1/30,-0.2,1.0,-2.9
2015/1/31,-1.0,1.3,-4.5
2015/2/1,-2.2,1.9,-4.4
2015/2/2,-2.3,1.8,-5.9
2015/2/3,-1.3,3.1,-4.6
2015/2/4,0.3,4.9,-2.7
2015/2/5,0.0,5.8,-4.3
2015/2/6,0.2,3.9,-1.7
2015/2/7,0.6,6.0,-4.9
2015/2/8,2.0,6.9,-2.1
2015/2/9,-3.4,1.5,-5.6
2015/2/10,-1.9,2.9,-6.3
2015/2/11,1.1,8.5,-4.7
2015/2/12,1.6,8.5,-3.6
2015/2/13,-1.4,2.3,-5.1
2015/2/14,-1.6,2.9,-5.1
2015/2/15,-0.9,1.5,-4.3
2015/2/16,-1.6,4.1,-7.0
2015/2/17,2.8,6.5,-1.9
2015/2/18,1.6,3.8,0.1
2015/2/19,2.3,7.3,-0.8
2015/2/20,1.1,4.1,0.1
2015/2/21,3.9,10.2,-2.5
2015/2/22,9.0,16.1,2.6
2015/2/23,6.4,8.9,3.9
2015/2/24,4.0,9.4,0.5
2015/2/25,2.5,8.0,-0.5
2015/2/26,4.6,8.6,-0.2
2015/2/27,2.7,6.9,-0.3
2015/2/28,1.4,6.9,-1.8
2015/3/1,4.1,8.3,0.3
2015/3/2,2.3,7.2,-0.1
2015/3/3,3.2,7.7,-2.5
2015/3/4,5.3,13.3,0.7
2015/3/5,2.0,6.8,-1.3
2015/3/6,3.0,9.8,-2.1
2015/3/7,6.0,11.5,0.9
2015/3/8,5.3,8.2,2.6
2015/3/9,7.8,10.7,4.9
2015/3/10,0.8,5.0,-4.6
2015/3/11,-1.2,2.7,-4.6
2015/3/12,1.9,7.4,-1.3
2015/3/13,2.6,8.2,-2.3
2015/3/14,2.1,7.9,-1.2
2015/3/15,4.9,12.9,-2.7
2015/3/16,7.4,15.9,0.3
2015/3/17,10.3,21.3,1.7
2015/3/18,11.4,18.4,3.2
2015/3/19,10.2,12.8,7.8
2015/3/20,7.5,10.6,3.5
2015/3/21,7.5,15.1,0.9
2015/3/22,9.4,17.6,1.7
2015/3/23,2.0,6.5,-1.1
2015/3/24,1.0,6.2,-1.9
2015/3/25,1.7,6.3,-2.1
2015/3/26,3.3,10.0,-2.9
2015/3/27,6.4,17.7,-2.7
2015/3/28,8.5,18.8,0.4
2015/3/29,8.6,17.0,2.5
2015/3/30,9.8,18.5,3.2
2015/3/31,12.2,22.2,3.5
2015/4/1,9.1,15.7,6.3
2015/4/2,11.9,20.4,4.1
2015/4/3,16.0,24.7,8.8
2015/4/4,12.0,19.6,7.2
2015/4/5,13.6,18.4,10.2
2015/4/6,10.4,14.2,6.3
2015/4/7,4.9,6.6,2.9
2015/4/8,2.6,4.9,0.3
2015/4/9,6.9,14.5,0.5
2015/4/10,7.8,11.7,4.1
2015/4/11,8.2,12.2,4.5
2015/4/12,9.4,16.6,2.4
2015/4/13,9.2,11.2,6.5
2015/4/14,11.6,13.8,8.4
2015/4/15,10.0,16.0,5.9
2015/4/16,11.4,20.3,4.0
2015/4/17,8.0,11.4,2.9
2015/4/18,10.3,20.4,0.7
2015/4/19,9.9,15.4,3.1
2015/4/20,16.3,22.6,9.8
2015/4/21,10.0,14.7,5.5
2015/4/22,11.9,21.6,3.1
2015/4/23,14.2,22.3,6.8
2015/4/24,16.5,26.0,11.1
2015/4/25,12.6,19.5,7.3
2015/4/26,14.5,24.8,4.7
2015/4/27,18.0,27.7,8.5
2015/4/28,18.1,27.3,10.2
2015/4/29,17.9,26.5,9.8
2015/4/30,18.5,26.1,10.9
2015/5/1,18.3,26.0,11.2
