ダウンロードした時刻：2017/07/24 15:40:10

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,4.8,9.7,0.0
2001/1/2,4.5,12.5,-2.0
2001/1/3,4.9,10.6,1.0
2001/1/4,2.2,7.9,-2.4
2001/1/5,1.6,8.9,-3.3
2001/1/6,1.7,6.6,-1.7
2001/1/7,0.7,4.7,-3.6
2001/1/8,1.9,6.4,-0.9
2001/1/9,1.5,3.8,-1.8
2001/1/10,5.7,11.2,1.0
2001/1/11,4.4,9.8,-0.6
2001/1/12,3.2,8.3,-0.2
2001/1/13,0.9,4.5,-1.2
2001/1/14,-0.6,4.3,-4.4
2001/1/15,-1.7,4.4,-6.3
2001/1/16,-0.7,5.7,-6.1
2001/1/17,-0.4,5.4,-5.1
2001/1/18,0.5,8.3,-5.3
2001/1/19,1.6,5.5,-0.8
2001/1/20,0.3,4.6,-3.4
2001/1/21,3.2,9.1,-0.7
2001/1/22,2.8,7.6,-1.9
2001/1/23,2.2,10.3,-2.0
2001/1/24,2.2,8.3,-2.2
2001/1/25,2.5,6.5,-1.9
2001/1/26,4.9,7.6,2.5
2001/1/27,0.5,2.6,-0.4
2001/1/28,3.5,9.0,-0.4
2001/1/29,2.3,6.7,-1.3
2001/1/30,2.2,9.7,-3.7
2001/1/31,2.9,5.9,-0.9
2001/2/1,3.4,6.2,1.0
2001/2/2,3.1,8.4,-1.0
2001/2/3,2.1,9.6,-4.2
2001/2/4,2.2,6.3,-1.2
2001/2/5,3.7,10.5,-1.8
2001/2/6,6.1,12.7,0.9
2001/2/7,2.2,3.8,0.4
2001/2/8,3.0,8.7,-0.8
2001/2/9,1.5,6.6,-2.9
2001/2/10,4.0,12.4,-1.1
2001/2/11,3.4,11.2,-1.6
2001/2/12,1.4,6.0,-1.2
2001/2/13,2.7,8.0,-2.3
2001/2/14,1.9,6.1,-1.6
2001/2/15,1.6,8.5,-4.8
2001/2/16,1.8,8.9,-2.6
2001/2/17,2.5,9.5,-3.6
2001/2/18,5.7,12.1,-0.7
2001/2/19,6.9,14.6,2.4
2001/2/20,4.9,11.2,0.7
2001/2/21,6.7,13.2,-0.8
2001/2/22,11.8,18.6,6.6
2001/2/23,10.5,17.6,3.6
2001/2/24,5.3,8.1,2.9
2001/2/25,3.4,7.7,0.1
2001/2/26,2.4,8.1,-2.3
2001/2/27,5.7,14.4,-1.6
2001/2/28,7.3,12.9,2.6
2001/3/1,6.5,10.3,3.3
2001/3/2,4.5,9.1,1.6
2001/3/3,4.8,8.6,-1.0
2001/3/4,4.7,9.7,2.9
2001/3/5,4.7,9.7,0.5
2001/3/6,7.9,15.5,0.3
2001/3/7,6.6,13.7,1.6
2001/3/8,3.1,9.6,-0.5
2001/3/9,2.3,8.8,-2.2
2001/3/10,3.4,9.3,-2.2
2001/3/11,2.6,7.6,-1.5
2001/3/12,3.7,9.2,-1.4
2001/3/13,2.5,8.1,-2.0
2001/3/14,5.4,12.6,-1.5
2001/3/15,8.3,16.4,2.7
2001/3/16,7.8,14.9,1.7
2001/3/17,6.9,11.1,2.1
2001/3/18,11.1,16.5,5.8
2001/3/19,11.7,20.1,3.5
2001/3/20,12.5,19.9,5.7
2001/3/21,14.0,21.3,7.4
2001/3/22,13.1,18.7,7.7
2001/3/23,13.2,20.3,9.1
2001/3/24,13.8,20.4,7.0
2001/3/25,13.5,17.6,9.8
2001/3/26,11.0,14.6,6.5
2001/3/27,9.1,17.0,2.9
2001/3/28,9.6,14.5,5.3
2001/3/29,6.9,9.8,4.1
2001/3/30,6.7,12.0,2.8
2001/3/31,2.5,4.5,0.7
2001/4/1,5.4,12.0,-0.6
2001/4/2,8.8,15.7,1.7
2001/4/3,9.9,20.5,5.3
2001/4/4,8.1,13.9,3.6
2001/4/5,10.6,18.2,2.4
2001/4/6,14.5,21.2,7.9
2001/4/7,16.1,22.4,11.9
2001/4/8,15.3,20.0,12.0
2001/4/9,17.3,22.6,12.0
2001/4/10,17.8,23.7,12.5
2001/4/11,18.4,25.1,11.7
2001/4/12,14.3,19.7,9.8
2001/4/13,13.5,21.2,7.0
2001/4/14,14.4,20.5,7.1
2001/4/15,15.8,23.1,9.1
2001/4/16,16.0,24.0,7.8
2001/4/17,17.8,25.1,11.3
2001/4/18,17.1,23.0,11.6
2001/4/19,17.9,23.7,14.3
2001/4/20,16.5,21.6,11.6
2001/4/21,9.4,11.8,8.2
2001/4/22,11.6,18.8,7.3
2001/4/23,13.0,21.4,3.4
2001/4/24,14.5,19.5,9.3
2001/4/25,12.1,14.0,10.4
2001/4/26,12.9,19.3,6.7
2001/4/27,14.5,22.5,6.0
2001/4/28,17.7,25.6,10.1
2001/4/29,18.0,23.4,13.1
2001/4/30,15.5,19.3,13.2
2001/5/1,11.2,14.1,8.1
