ダウンロードした時刻：2017/07/24 15:40:04

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,3.4,7.7,0.2
1994/1/2,3.1,9.3,-1.0
1994/1/3,4.9,9.9,0.9
1994/1/4,6.5,11.2,1.0
1994/1/5,2.6,6.6,-1.2
1994/1/6,3.6,8.4,-1.3
1994/1/7,2.9,7.0,-1.1
1994/1/8,0.7,6.0,-2.9
1994/1/9,3.8,10.9,-1.7
1994/1/10,6.7,11.6,1.6
1994/1/11,5.6,6.4,4.6
1994/1/12,6.0,11.3,2.3
1994/1/13,3.2,5.9,0.7
1994/1/14,3.9,9.4,1.1
1994/1/15,2.7,6.9,-0.4
1994/1/16,2.2,7.8,-2.5
1994/1/17,6.0,12.1,0.0
1994/1/18,6.3,9.4,1.0
1994/1/19,1.8,7.6,-1.2
1994/1/20,1.5,8.0,-4.0
1994/1/21,1.4,4.5,-0.6
1994/1/22,1.4,6.2,-2.6
1994/1/23,2.1,8.6,-2.0
1994/1/24,1.6,6.7,-2.5
1994/1/25,3.3,11.3,-3.8
1994/1/26,5.3,11.9,-0.1
1994/1/27,5.2,9.2,0.8
1994/1/28,1.7,4.6,-0.5
1994/1/29,1.0,7.0,-2.2
1994/1/30,-0.4,4.4,-3.2
1994/1/31,0.2,7.5,-5.6
1994/2/1,1.6,5.6,-1.5
1994/2/2,2.7,6.0,-1.1
1994/2/3,-0.1,4.4,-3.7
1994/2/4,3.0,8.3,-1.8
1994/2/5,5.0,12.3,-1.0
1994/2/6,6.7,13.2,1.1
1994/2/7,7.7,12.8,2.8
1994/2/8,7.0,11.2,2.8
1994/2/9,6.2,12.6,2.2
1994/2/10,3.8,7.7,0.5
1994/2/11,2.1,6.7,-1.9
1994/2/12,0.0,1.9,-1.6
1994/2/13,-0.3,3.8,-2.9
1994/2/14,1.9,6.9,-3.7
1994/2/15,5.8,11.4,1.9
1994/2/16,6.2,10.2,3.5
1994/2/17,4.5,9.4,1.1
1994/2/18,6.1,13.2,0.0
1994/2/19,6.9,14.1,0.7
1994/2/20,7.4,13.6,1.4
1994/2/21,7.0,10.2,4.6
1994/2/22,3.4,6.3,0.1
1994/2/23,2.7,7.7,-0.2
1994/2/24,2.9,6.6,0.1
1994/2/25,4.9,10.5,-0.4
1994/2/26,4.3,10.1,0.4
1994/2/27,4.2,10.4,-0.9
1994/2/28,5.5,11.6,-0.7
1994/3/1,6.6,11.8,3.5
1994/3/2,4.5,9.5,0.6
1994/3/3,5.0,11.2,-2.3
1994/3/4,7.1,14.6,2.8
1994/3/5,5.0,10.1,1.2
1994/3/6,3.7,8.9,-0.9
1994/3/7,4.7,9.4,-1.6
1994/3/8,5.3,6.7,4.0
1994/3/9,9.7,14.3,5.2
1994/3/10,5.4,8.3,1.6
1994/3/11,5.6,12.2,-0.1
1994/3/12,5.6,11.0,1.6
1994/3/13,5.8,10.9,3.0
1994/3/14,4.5,9.8,0.6
1994/3/15,4.2,10.7,-0.9
1994/3/16,5.4,10.5,-1.0
1994/3/17,6.5,14.2,2.7
1994/3/18,5.9,10.7,1.3
1994/3/19,7.4,11.4,2.7
1994/3/20,8.4,14.4,4.6
1994/3/21,5.2,9.4,1.9
1994/3/22,4.6,8.5,-0.5
1994/3/23,4.6,6.4,2.1
1994/3/24,8.9,14.3,3.4
1994/3/25,6.6,12.5,2.3
1994/3/26,5.7,12.5,0.3
1994/3/27,5.4,10.9,-0.4
1994/3/28,8.4,14.5,0.8
1994/3/29,8.1,12.5,3.2
1994/3/30,8.7,14.8,1.5
1994/3/31,11.5,18.6,4.4
1994/4/1,12.3,18.3,4.6
1994/4/2,14.9,20.5,9.8
1994/4/3,11.7,16.9,7.9
1994/4/4,12.2,19.1,4.7
1994/4/5,16.1,24.3,8.1
1994/4/6,18.1,26.1,11.1
1994/4/7,16.7,22.4,10.5
1994/4/8,11.2,17.1,4.4
1994/4/9,6.3,10.9,3.3
1994/4/10,8.2,14.7,0.9
1994/4/11,12.2,19.6,4.6
1994/4/12,14.5,19.3,8.6
1994/4/13,14.9,20.8,9.9
1994/4/14,12.5,18.9,5.4
1994/4/15,14.0,22.1,5.3
1994/4/16,16.6,24.4,8.4
1994/4/17,17.1,26.6,10.7
1994/4/18,14.5,19.0,9.0
1994/4/19,16.4,24.5,10.1
1994/4/20,14.2,18.0,10.4
1994/4/21,16.9,24.3,10.1
1994/4/22,17.9,25.6,10.4
1994/4/23,15.3,18.8,11.9
1994/4/24,16.9,22.6,11.6
1994/4/25,17.8,24.8,10.9
1994/4/26,16.8,23.7,10.3
1994/4/27,15.6,21.0,8.9
1994/4/28,16.2,20.5,12.4
1994/4/29,17.2,24.4,9.3
1994/4/30,17.3,23.7,12.9
1994/5/1,14.8,18.5,10.5
