ダウンロードした時刻：2017/07/24 15:46:03

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,2.7,5.8,-1.3
2015/1/2,2.4,8.7,-2.9
2015/1/3,3.7,9.2,-1.4
2015/1/4,6.8,14.0,0.4
2015/1/5,9.0,15.2,3.0
2015/1/6,9.4,13.8,7.4
2015/1/7,7.7,13.1,3.4
2015/1/8,6.8,11.5,2.2
2015/1/9,5.6,12.4,0.4
2015/1/10,5.6,12.0,0.5
2015/1/11,6.2,13.2,0.0
2015/1/12,6.0,9.2,2.8
2015/1/13,6.2,12.9,-0.1
2015/1/14,7.8,11.7,3.6
2015/1/15,11.1,14.6,8.1
2015/1/16,9.3,14.0,4.0
2015/1/17,7.7,11.3,2.7
2015/1/18,5.4,11.1,-0.5
2015/1/19,7.3,13.1,3.5
2015/1/20,6.6,13.0,0.8
2015/1/21,9.0,13.8,4.4
2015/1/22,11.6,17.5,9.2
2015/1/23,8.4,11.3,2.9
2015/1/24,6.2,12.5,0.3
2015/1/25,7.9,14.0,1.9
2015/1/26,9.0,11.8,6.9
2015/1/27,11.4,18.2,7.4
2015/1/28,6.4,9.0,3.1
2015/1/29,6.1,9.9,1.5
2015/1/30,7.7,14.7,5.0
2015/1/31,6.0,8.9,4.1
2015/2/1,5.0,9.9,1.3
2015/2/2,4.8,10.9,-0.7
2015/2/3,5.5,11.5,-0.1
2015/2/4,5.8,11.2,0.3
2015/2/5,6.8,11.1,3.0
2015/2/6,6.6,11.9,3.0
2015/2/7,5.9,11.0,0.9
2015/2/8,6.7,12.6,0.6
2015/2/9,1.6,7.5,-2.3
2015/2/10,3.7,11.6,-2.7
2015/2/11,6.6,13.1,0.2
2015/2/12,8.2,13.9,2.2
2015/2/13,6.0,10.6,1.5
2015/2/14,5.0,11.7,-1.4
2015/2/15,8.1,14.4,0.2
2015/2/16,9.2,13.7,6.0
2015/2/17,11.4,18.1,7.4
2015/2/18,8.1,12.9,3.6
2015/2/19,7.1,11.3,3.4
2015/2/20,6.9,13.6,0.7
2015/2/21,7.0,11.7,1.3
2015/2/22,10.5,14.3,8.1
2015/2/23,11.6,17.7,6.7
2015/2/24,9.3,15.1,3.9
2015/2/25,9.4,15.2,4.0
2015/2/26,9.8,12.3,7.2
2015/2/27,7.9,14.1,3.7
2015/2/28,8.6,12.7,4.1
2015/3/1,8.5,12.9,5.2
2015/3/2,7.7,14.2,1.8
2015/3/3,7.2,12.0,4.0
2015/3/4,11.0,16.0,6.7
2015/3/5,8.8,14.3,5.4
2015/3/6,8.8,11.0,7.4
2015/3/7,9.4,10.6,7.9
2015/3/8,13.0,18.0,7.4
2015/3/9,10.7,13.8,5.6
2015/3/10,4.7,8.3,-0.3
2015/3/11,4.7,11.7,-1.6
2015/3/12,6.6,13.0,1.2
2015/3/13,7.6,14.2,0.4
2015/3/14,10.9,17.1,6.0
2015/3/15,10.0,11.7,7.5
2015/3/16,13.7,18.3,10.5
2015/3/17,15.2,21.3,9.4
2015/3/18,15.1,19.0,12.3
2015/3/19,17.0,22.2,13.8
2015/3/20,15.5,20.5,10.8
2015/3/21,15.3,19.6,12.2
2015/3/22,14.7,20.3,8.8
2015/3/23,11.9,17.4,7.2
2015/3/24,8.9,13.2,5.2
2015/3/25,8.4,14.1,2.3
2015/3/26,8.8,14.5,2.2
2015/3/27,11.2,17.5,3.9
2015/3/28,14.1,19.2,9.1
2015/3/29,14.3,18.3,11.7
2015/3/30,15.5,20.2,9.5
2015/3/31,16.9,21.9,12.5
2015/4/1,17.8,22.5,15.4
2015/4/2,15.7,19.7,13.5
2015/4/3,18.6,21.4,14.8
2015/4/4,19.4,22.0,17.7
2015/4/5,20.5,23.1,18.8
2015/4/6,20.9,23.4,19.2
2015/4/7,16.1,20.3,10.8
2015/4/8,11.6,16.7,9.4
2015/4/9,12.4,15.0,10.0
2015/4/10,13.6,15.9,12.0
2015/4/11,15.6,20.6,11.6
2015/4/12,14.8,19.8,8.9
2015/4/13,15.1,18.6,12.5
2015/4/14,16.9,21.7,11.5
2015/4/15,14.3,18.9,9.5
2015/4/16,15.6,20.8,10.0
2015/4/17,17.4,23.7,12.2
2015/4/18,15.7,20.9,8.0
2015/4/19,18.6,20.5,15.3
2015/4/20,20.7,22.4,19.1
2015/4/21,18.8,25.6,12.7
2015/4/22,16.7,23.6,9.6
2015/4/23,17.5,24.6,11.2
2015/4/24,17.8,23.1,11.5
2015/4/25,18.4,23.3,12.5
2015/4/26,19.0,24.5,13.3
2015/4/27,19.8,25.4,14.1
2015/4/28,19.2,22.3,16.5
2015/4/29,19.0,23.1,16.2
2015/4/30,19.5,23.4,16.5
2015/5/1,19.5,24.7,13.8
