ダウンロードした時刻：2017/07/24 15:44:44

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,5.7,7.7,3.4
2001/1/2,7.5,12.4,3.3
2001/1/3,6.0,9.2,3.0
2001/1/4,4.2,7.1,2.1
2001/1/5,4.8,8.3,2.2
2001/1/6,4.6,7.3,3.3
2001/1/7,4.0,7.1,1.1
2001/1/8,8.4,13.2,5.8
2001/1/9,6.7,9.2,3.1
2001/1/10,9.5,12.1,5.9
2001/1/11,6.9,11.5,3.0
2001/1/12,5.4,8.3,3.2
2001/1/13,4.0,5.4,2.8
2001/1/14,2.5,6.1,0.2
2001/1/15,1.0,3.8,-1.3
2001/1/16,1.9,5.1,-0.4
2001/1/17,3.0,6.5,0.2
2001/1/18,5.2,8.4,2.0
2001/1/19,4.2,7.4,2.3
2001/1/20,2.1,3.9,0.9
2001/1/21,6.9,11.6,3.8
2001/1/22,6.8,10.4,3.5
2001/1/23,6.1,10.3,3.0
2001/1/24,3.8,6.6,1.4
2001/1/25,4.6,6.9,2.7
2001/1/26,7.2,9.1,5.1
2001/1/27,6.2,7.6,4.3
2001/1/28,6.4,9.8,3.6
2001/1/29,5.4,9.1,3.2
2001/1/30,5.2,8.7,2.1
2001/1/31,5.9,9.5,1.6
2001/2/1,5.9,8.8,4.0
2001/2/2,4.4,7.8,2.5
2001/2/3,4.4,8.9,0.8
2001/2/4,5.4,8.8,2.1
2001/2/5,7.6,11.8,3.8
2001/2/6,6.8,8.7,5.3
2001/2/7,6.5,8.1,5.2
2001/2/8,6.4,9.6,3.7
2001/2/9,6.0,9.9,2.8
2001/2/10,5.5,9.2,3.0
2001/2/11,5.1,9.4,0.8
2001/2/12,4.5,6.8,2.9
2001/2/13,5.1,7.8,3.2
2001/2/14,5.0,9.6,1.7
2001/2/15,4.1,7.6,0.9
2001/2/16,4.7,8.6,1.4
2001/2/17,4.0,8.0,-0.3
2001/2/18,7.0,11.7,1.9
2001/2/19,9.7,13.6,5.6
2001/2/20,7.9,13.3,4.7
2001/2/21,8.9,13.4,3.5
2001/2/22,11.9,16.8,7.7
2001/2/23,12.1,19.5,6.2
2001/2/24,9.1,10.6,7.1
2001/2/25,5.6,9.1,2.9
2001/2/26,4.7,9.1,1.9
2001/2/27,7.3,14.7,0.6
2001/2/28,8.3,9.9,6.4
2001/3/1,8.7,10.0,6.8
2001/3/2,7.1,10.9,4.9
2001/3/3,8.3,13.6,2.8
2001/3/4,8.0,11.5,1.3
2001/3/5,6.0,9.7,2.4
2001/3/6,9.8,14.1,5.5
2001/3/7,8.9,12.5,4.2
2001/3/8,4.6,8.7,2.0
2001/3/9,2.7,5.3,0.9
2001/3/10,5.6,11.0,0.1
2001/3/11,4.9,8.4,2.6
2001/3/12,5.5,10.8,0.4
2001/3/13,5.6,9.8,2.3
2001/3/14,10.4,17.0,2.3
2001/3/15,11.4,16.0,6.4
2001/3/16,9.2,14.5,4.6
2001/3/17,9.4,11.8,7.8
2001/3/18,12.1,16.2,9.3
2001/3/19,12.3,18.0,6.4
2001/3/20,13.9,19.2,8.6
2001/3/21,15.3,20.9,10.6
2001/3/22,15.7,21.8,9.1
2001/3/23,15.2,19.4,12.3
2001/3/24,15.2,22.0,8.8
2001/3/25,14.9,17.2,13.3
2001/3/26,13.8,18.5,8.9
2001/3/27,10.9,15.2,7.6
2001/3/28,11.4,14.0,8.1
2001/3/29,11.2,13.7,7.7
2001/3/30,7.6,11.3,4.7
2001/3/31,6.3,10.9,4.1
2001/4/1,8.0,12.4,2.6
2001/4/2,12.7,19.3,4.8
2001/4/3,11.5,15.7,7.9
2001/4/4,10.0,15.0,6.4
2001/4/5,12.3,18.1,4.6
2001/4/6,16.0,23.1,9.6
2001/4/7,17.2,22.9,12.2
2001/4/8,18.6,24.9,13.5
2001/4/9,18.7,23.5,15.0
2001/4/10,21.4,27.6,16.2
2001/4/11,19.9,24.8,16.0
2001/4/12,13.6,18.0,10.1
2001/4/13,14.2,18.5,10.1
2001/4/14,14.9,19.2,10.2
2001/4/15,15.8,20.6,11.0
2001/4/16,17.5,24.6,11.1
2001/4/17,18.5,23.9,13.4
2001/4/18,18.1,20.9,15.8
2001/4/19,20.0,25.1,15.3
2001/4/20,16.1,21.9,10.1
2001/4/21,10.7,12.4,9.3
2001/4/22,13.3,19.0,9.1
2001/4/23,14.4,20.7,7.1
2001/4/24,16.1,20.6,12.2
2001/4/25,12.8,17.3,10.3
2001/4/26,14.2,20.4,8.8
2001/4/27,15.6,22.3,8.6
2001/4/28,17.8,24.0,11.9
2001/4/29,16.8,19.7,15.5
2001/4/30,18.8,22.2,15.4
2001/5/1,18.2,23.6,13.9
