ダウンロードした時刻：2017/07/24 15:41:51

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,9.0,13.3,6.0
2004/1/2,9.4,14.0,5.5
2004/1/3,9.0,13.4,6.5
2004/1/4,8.6,13.7,5.8
2004/1/5,8.2,13.5,3.8
2004/1/6,7.0,12.2,1.7
2004/1/7,7.3,12.1,3.5
2004/1/8,5.4,8.6,2.3
2004/1/9,4.9,10.5,0.7
2004/1/10,6.6,12.5,0.9
2004/1/11,5.5,8.9,3.1
2004/1/12,6.1,11.3,0.5
2004/1/13,6.0,9.0,2.4
2004/1/14,3.3,6.9,1.3
2004/1/15,3.9,8.4,1.0
2004/1/16,4.2,7.6,0.9
2004/1/17,3.1,5.1,0.7
2004/1/18,5.4,11.0,-0.1
2004/1/19,6.8,10.1,4.8
2004/1/20,6.3,10.8,3.5
2004/1/21,5.5,9.2,3.0
2004/1/22,0.6,3.2,-1.7
2004/1/23,2.7,6.9,-1.7
2004/1/24,3.8,6.9,1.4
2004/1/25,3.4,8.1,-0.6
2004/1/26,4.1,8.6,0.4
2004/1/27,4.5,8.8,1.7
2004/1/28,5.5,10.6,-0.7
2004/1/29,7.2,12.0,3.0
2004/1/30,7.1,12.2,2.0
2004/1/31,7.0,12.3,2.5
2004/2/1,6.6,12.9,0.5
2004/2/2,8.5,11.0,5.4
2004/2/3,7.9,11.3,3.9
2004/2/4,4.3,8.0,1.8
2004/2/5,4.0,8.8,1.3
2004/2/6,3.6,7.5,0.7
2004/2/7,3.3,6.9,0.7
2004/2/8,4.0,8.4,-0.2
2004/2/9,5.5,9.4,1.4
2004/2/10,6.1,10.9,1.7
2004/2/11,7.5,12.0,3.7
2004/2/12,7.9,13.1,3.5
2004/2/13,7.8,13.0,2.1
2004/2/14,9.0,15.5,3.0
2004/2/15,6.0,9.5,3.4
2004/2/16,6.1,11.8,2.6
2004/2/17,6.8,10.9,1.3
2004/2/18,8.8,13.6,5.2
2004/2/19,10.4,16.2,4.2
2004/2/20,10.3,15.5,4.4
2004/2/21,12.6,18.5,8.6
2004/2/22,13.6,16.7,9.0
2004/2/23,9.3,13.5,4.6
2004/2/24,7.6,12.7,2.5
2004/2/25,10.9,15.6,7.0
2004/2/26,9.4,16.0,3.9
2004/2/27,5.2,9.5,2.0
2004/2/28,7.1,12.4,2.2
2004/2/29,9.5,13.8,6.4
2004/3/1,8.7,10.9,5.6
2004/3/2,6.8,11.5,3.3
2004/3/3,5.7,8.8,2.4
2004/3/4,5.7,10.2,2.2
2004/3/5,5.3,9.5,0.5
2004/3/6,5.6,9.6,2.0
2004/3/7,3.8,9.2,0.3
2004/3/8,4.6,9.2,0.3
2004/3/9,8.3,14.0,3.1
2004/3/10,11.0,16.6,3.8
2004/3/11,15.1,18.5,11.6
2004/3/12,10.1,11.6,6.9
2004/3/13,10.3,17.1,4.0
2004/3/14,11.0,17.1,5.3
2004/3/15,12.3,18.6,7.1
2004/3/16,12.7,18.5,7.2
2004/3/17,16.0,21.1,11.7
2004/3/18,13.1,16.6,7.3
2004/3/19,9.5,14.3,6.2
2004/3/20,9.0,12.0,6.1
2004/3/21,9.4,14.4,4.6
2004/3/22,7.7,9.2,6.2
2004/3/23,9.7,14.1,5.9
2004/3/24,10.0,12.5,7.9
2004/3/25,10.9,13.4,7.9
2004/3/26,11.1,17.8,7.1
2004/3/27,11.2,17.1,5.4
2004/3/28,12.0,17.5,5.4
2004/3/29,14.0,20.2,7.5
2004/3/30,14.1,17.6,11.6
2004/3/31,14.8,19.0,9.3
2004/4/1,12.7,18.0,7.3
2004/4/2,14.2,20.4,11.4
2004/4/3,13.8,18.5,10.0
2004/4/4,10.4,14.5,7.8
2004/4/5,10.3,15.7,5.4
2004/4/6,12.6,18.4,6.0
2004/4/7,15.4,21.3,9.4
2004/4/8,14.7,20.5,11.8
2004/4/9,14.8,21.3,9.1
2004/4/10,16.5,21.7,11.4
2004/4/11,16.9,22.0,11.5
2004/4/12,19.1,25.6,13.1
2004/4/13,16.6,20.0,13.8
2004/4/14,14.7,15.8,13.9
2004/4/15,16.1,21.3,11.5
2004/4/16,16.9,21.7,12.3
2004/4/17,19.5,26.9,12.5
2004/4/18,18.2,22.2,13.6
2004/4/19,18.5,21.1,16.0
2004/4/20,20.3,25.6,15.1
2004/4/21,18.1,23.7,12.9
2004/4/22,19.8,27.1,13.7
2004/4/23,18.1,23.2,12.1
2004/4/24,13.0,18.1,8.9
2004/4/25,13.2,18.7,8.1
2004/4/26,16.9,22.7,10.6
2004/4/27,17.3,20.0,15.0
2004/4/28,13.6,16.0,11.8
2004/4/29,16.6,23.9,10.5
2004/4/30,17.2,23.5,11.4
2004/5/1,20.1,27.4,14.9
