ダウンロードした時刻：2017/07/24 15:38:07

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,0.6,2.9,-0.8
2008/1/2,0.8,4.8,-3.2
2008/1/3,2.8,7.3,-1.6
2008/1/4,3.3,6.5,0.8
2008/1/5,3.0,9.4,-1.3
2008/1/6,4.6,8.9,0.7
2008/1/7,4.9,8.6,0.0
2008/1/8,4.7,11.3,-0.8
2008/1/9,5.3,10.5,3.2
2008/1/10,2.6,6.8,-0.2
2008/1/11,4.4,8.3,-0.3
2008/1/12,1.9,5.5,0.5
2008/1/13,-0.5,1.2,-2.0
2008/1/14,0.2,3.9,-2.4
2008/1/15,1.4,5.6,-1.9
2008/1/16,0.5,4.9,-1.8
2008/1/17,-0.5,2.0,-1.6
2008/1/18,0.3,5.3,-3.1
2008/1/19,0.3,4.2,-2.3
2008/1/20,1.0,5.7,-3.0
2008/1/21,1.3,4.0,-0.9
2008/1/22,0.3,6.2,-4.6
2008/1/23,-0.2,2.5,-3.5
2008/1/24,0.0,3.1,-3.0
2008/1/25,-0.3,2.6,-2.6
2008/1/26,-0.7,3.4,-2.7
2008/1/27,0.2,4.2,-2.9
2008/1/28,2.1,7.8,-4.0
2008/1/29,2.7,6.2,-0.8
2008/1/30,3.9,8.4,0.5
2008/1/31,1.3,5.1,-1.3
2008/2/1,0.5,3.5,-1.2
2008/2/2,1.4,6.3,-2.9
2008/2/3,-0.3,1.5,-1.4
2008/2/4,1.1,5.8,-2.9
2008/2/5,1.1,6.8,-3.5
2008/2/6,1.2,5.9,-2.5
2008/2/7,0.1,4.8,-4.0
2008/2/8,0.4,4.5,-2.7
2008/2/9,0.3,6.3,-5.0
2008/2/10,2.7,5.5,0.3
2008/2/11,3.3,7.7,-0.4
2008/2/12,3.8,8.3,-0.8
2008/2/13,-1.9,-0.1,-3.8
2008/2/14,0.6,4.2,-2.2
2008/2/15,0.6,3.1,-1.6
2008/2/16,-0.5,3.1,-1.9
2008/2/17,-0.7,2.8,-3.3
2008/2/18,1.3,5.9,-2.7
2008/2/19,1.0,7.6,-4.3
2008/2/20,2.3,9.3,-3.7
2008/2/21,2.0,6.5,-1.4
2008/2/22,3.2,11.8,-4.1
2008/2/23,1.4,10.4,-2.2
2008/2/24,0.4,3.1,-2.8
2008/2/25,0.4,4.5,-2.2
2008/2/26,3.3,9.1,-2.0
2008/2/27,1.0,5.2,-1.9
2008/2/28,2.3,6.3,-2.0
2008/2/29,6.7,12.8,-1.2
2008/3/1,3.8,9.5,0.7
2008/3/2,4.5,9.1,1.6
2008/3/3,4.0,10.9,-1.0
2008/3/4,3.8,8.0,0.5
2008/3/5,2.6,8.0,-1.3
2008/3/6,3.8,8.5,0.1
2008/3/7,3.3,9.1,-0.9
2008/3/8,5.3,9.7,1.8
2008/3/9,6.8,16.4,-1.5
2008/3/10,4.8,7.8,2.0
2008/3/11,8.0,18.1,0.1
2008/3/12,5.1,11.4,0.2
2008/3/13,6.0,14.5,-1.2
2008/3/14,10.4,13.3,5.9
2008/3/15,10.2,14.7,4.6
2008/3/16,9.6,19.7,1.8
2008/3/17,9.4,14.6,6.2
2008/3/18,9.6,16.8,4.4
2008/3/19,8.8,15.3,4.6
2008/3/20,7.6,9.1,5.9
2008/3/21,8.3,14.3,3.7
2008/3/22,8.4,19.1,0.0
2008/3/23,8.5,18.9,1.2
2008/3/24,5.8,7.4,3.8
2008/3/25,9.4,18.8,1.9
2008/3/26,8.2,14.3,5.3
2008/3/27,9.3,14.2,6.1
2008/3/28,6.3,8.5,4.3
2008/3/29,7.2,11.1,5.2
2008/3/30,7.6,13.8,3.6
2008/3/31,3.8,7.4,0.5
2008/4/1,7.0,10.2,3.1
2008/4/2,10.5,15.3,7.4
2008/4/3,9.9,16.1,5.4
2008/4/4,11.5,17.2,5.9
2008/4/5,11.2,16.5,5.8
2008/4/6,11.0,18.8,3.0
2008/4/7,11.5,19.0,3.2
2008/4/8,10.0,11.7,9.0
2008/4/9,10.4,12.7,9.1
2008/4/10,8.0,9.4,6.9
2008/4/11,10.3,15.8,6.8
2008/4/12,11.1,14.8,8.4
2008/4/13,7.4,9.3,5.6
2008/4/14,10.5,17.0,5.6
2008/4/15,12.8,21.8,4.8
2008/4/16,16.6,27.0,6.2
2008/4/17,15.5,19.6,11.9
2008/4/18,11.5,13.0,10.2
2008/4/19,10.6,11.5,9.7
2008/4/20,13.5,20.2,9.8
2008/4/21,13.0,17.4,10.2
2008/4/22,13.9,22.7,7.7
2008/4/23,12.9,23.3,5.5
2008/4/24,13.5,17.7,9.9
2008/4/25,12.0,15.6,8.1
2008/4/26,9.7,15.4,4.2
2008/4/27,13.5,19.7,8.3
2008/4/28,12.4,16.3,7.5
2008/4/29,14.7,23.5,4.6
2008/4/30,19.3,28.4,10.4
2008/5/1,21.1,28.9,13.3
