ダウンロードした時刻：2017/07/24 15:37:11

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,-0.1,2.2,-2.3
2006/1/2,1.8,4.3,-0.8
2006/1/3,-1.1,1.9,-3.8
2006/1/4,-0.4,0.6,-2.4
2006/1/5,-1.7,0.4,-4.5
2006/1/6,-2.8,-0.5,-4.8
2006/1/7,-4.1,-1.4,-6.6
2006/1/8,-3.1,-1.6,-4.7
2006/1/9,-2.4,-0.5,-6.0
2006/1/10,-2.1,3.7,-7.7
2006/1/11,0.6,2.7,-2.6
2006/1/12,-2.1,-0.6,-5.1
2006/1/13,-2.3,2.5,-7.4
2006/1/14,3.6,5.8,2.2
2006/1/15,2.5,6.3,-0.8
2006/1/16,2.2,7.3,-0.8
2006/1/17,-1.4,0.6,-2.9
2006/1/18,-1.8,0.0,-3.6
2006/1/19,-4.3,-2.2,-5.7
2006/1/20,-1.2,1.1,-3.8
2006/1/21,-0.2,2.2,-1.6
2006/1/22,-3.2,-1.3,-6.1
2006/1/23,-3.2,-0.6,-7.1
2006/1/24,-0.4,1.8,-2.6
2006/1/25,1.4,3.1,0.6
2006/1/26,-0.3,1.6,-2.3
2006/1/27,0.6,2.4,-0.8
2006/1/28,0.6,2.5,-2.4
2006/1/29,1.2,3.6,-0.8
2006/1/30,1.7,5.6,-1.3
2006/1/31,-0.8,2.1,-3.5
2006/2/1,-2.8,-0.9,-5.7
2006/2/2,-1.9,1.5,-6.1
2006/2/3,-5.5,-3.0,-7.2
2006/2/4,-3.7,-1.1,-7.0
2006/2/5,-3.1,-1.4,-6.4
2006/2/6,-1.4,0.0,-2.6
2006/2/7,-0.6,1.8,-3.0
2006/2/8,0.4,2.5,-0.8
2006/2/9,-2.1,0.5,-4.1
2006/2/10,1.5,4.8,-3.8
2006/2/11,-0.6,1.6,-2.3
2006/2/12,-3.1,-1.3,-5.0
2006/2/13,4.4,7.6,-1.9
2006/2/14,6.2,8.9,3.0
2006/2/15,4.7,8.1,1.2
2006/2/16,2.3,5.2,-0.2
2006/2/17,-1.8,5.7,-5.1
2006/2/18,0.8,3.0,-4.1
2006/2/19,1.9,3.3,0.6
2006/2/20,4.4,9.4,0.5
2006/2/21,4.5,11.6,-1.4
2006/2/22,6.5,11.7,1.6
2006/2/23,2.6,7.6,-2.3
2006/2/24,1.3,6.4,-3.5
2006/2/25,3.5,8.6,-0.9
2006/2/26,6.6,9.6,3.9
2006/2/27,-0.4,3.9,-2.0
2006/2/28,-0.3,1.7,-1.4
2006/3/1,1.3,3.5,-1.7
2006/3/2,1.8,4.5,-0.8
2006/3/3,1.6,3.5,-1.0
2006/3/4,2.1,6.4,-1.1
2006/3/5,4.1,8.8,0.6
2006/3/6,4.3,9.2,-0.8
2006/3/7,1.7,8.4,-4.7
2006/3/8,3.1,5.7,0.1
2006/3/9,1.9,5.1,-1.1
2006/3/10,6.2,11.2,-0.9
2006/3/11,7.4,12.5,2.9
2006/3/12,0.1,4.5,-2.1
2006/3/13,-2.4,-0.9,-4.6
2006/3/14,-1.1,1.4,-3.4
2006/3/15,4.8,7.7,-1.2
2006/3/16,7.7,12.0,4.1
2006/3/17,6.7,10.8,4.8
2006/3/18,7.5,13.0,2.8
2006/3/19,3.5,7.3,-0.1
2006/3/20,3.8,6.2,0.0
2006/3/21,4.4,6.7,3.1
2006/3/22,6.1,8.9,3.9
2006/3/23,5.3,7.0,3.6
2006/3/24,4.5,7.3,1.7
2006/3/25,4.6,9.5,-1.3
2006/3/26,4.0,11.5,-0.8
2006/3/27,4.1,8.2,-0.6
2006/3/28,8.0,17.0,0.0
2006/3/29,2.4,7.2,-0.7
2006/3/30,1.7,4.2,-0.8
2006/3/31,2.7,5.3,0.6
2006/4/1,4.3,7.2,1.8
2006/4/2,6.6,10.7,2.5
2006/4/3,5.0,8.8,3.4
2006/4/4,5.6,10.1,2.6
2006/4/5,5.3,7.5,2.9
2006/4/6,4.3,7.4,2.7
2006/4/7,4.1,8.0,-0.3
2006/4/8,4.5,6.9,2.4
2006/4/9,4.5,8.2,1.0
2006/4/10,6.5,11.5,-1.0
2006/4/11,11.6,15.5,5.5
2006/4/12,16.0,22.8,11.9
2006/4/13,9.2,12.5,6.1
2006/4/14,7.5,11.1,3.9
2006/4/15,9.3,16.7,1.0
2006/4/16,7.4,10.0,4.8
2006/4/17,6.9,9.4,3.1
2006/4/18,6.7,8.8,4.5
2006/4/19,12.5,18.4,6.4
2006/4/20,7.4,17.3,1.1
2006/4/21,5.9,10.2,1.4
2006/4/22,5.9,9.5,2.9
2006/4/23,10.5,17.8,0.7
2006/4/24,10.1,13.2,7.0
2006/4/25,7.5,10.6,5.0
2006/4/26,10.5,13.7,8.4
2006/4/27,8.8,10.7,6.1
2006/4/28,10.8,13.3,7.7
2006/4/29,14.3,20.6,5.7
2006/4/30,14.4,20.1,11.5
2006/5/1,11.9,15.2,7.7
