ダウンロードした時刻：2017/07/24 15:40:40

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,4.8,6.4,3.1
1996/1/2,4.2,7.5,-0.2
1996/1/3,6.5,11.1,1.7
1996/1/4,3.6,4.9,0.9
1996/1/5,4.3,7.8,1.0
1996/1/6,7.5,9.9,3.4
1996/1/7,6.8,11.7,0.5
1996/1/8,6.7,10.4,0.6
1996/1/9,0.6,2.0,-0.4
1996/1/10,3.8,6.0,-0.1
1996/1/11,5.8,7.8,4.1
1996/1/12,6.5,8.6,3.4
1996/1/13,5.3,9.6,1.1
1996/1/14,9.8,12.6,6.8
1996/1/15,11.7,14.1,10.6
1996/1/16,8.2,11.0,5.1
1996/1/17,5.8,8.7,3.7
1996/1/18,4.7,6.5,3.0
1996/1/19,3.3,6.9,0.1
1996/1/20,4.5,6.0,1.7
1996/1/21,5.0,7.1,2.8
1996/1/22,4.0,7.1,1.1
1996/1/23,4.9,7.9,2.5
1996/1/24,1.4,4.2,0.0
1996/1/25,1.7,4.7,-0.9
1996/1/26,1.6,2.8,0.7
1996/1/27,1.7,3.8,-0.7
1996/1/28,3.5,6.6,0.8
1996/1/29,5.4,8.6,3.2
1996/1/30,2.0,5.3,0.5
1996/1/31,0.9,3.0,-0.7
1996/2/1,-0.3,1.5,-2.1
1996/2/2,-0.9,1.3,-2.7
1996/2/3,0.9,2.1,-0.4
1996/2/4,2.0,5.3,-0.2
1996/2/5,3.3,7.1,0.0
1996/2/6,1.4,2.7,-0.4
1996/2/7,2.4,4.0,0.4
1996/2/8,3.0,6.1,-1.2
1996/2/9,3.0,5.0,0.1
1996/2/10,1.4,3.4,-0.5
1996/2/11,3.3,5.8,0.5
1996/2/12,6.4,9.6,2.8
1996/2/13,9.9,13.5,5.5
1996/2/14,10.5,17.6,5.4
1996/2/15,6.9,11.3,3.7
1996/2/16,3.2,5.7,1.9
1996/2/17,2.2,4.3,0.7
1996/2/18,2.9,7.5,0.7
1996/2/19,1.6,4.5,-1.0
1996/2/20,1.2,5.6,-2.8
1996/2/21,1.6,5.4,-1.2
1996/2/22,1.2,5.4,-1.7
1996/2/23,1.9,5.5,-0.6
1996/2/24,2.9,6.4,0.5
1996/2/25,3.0,7.7,-1.0
1996/2/26,5.6,10.0,1.6
1996/2/27,6.2,9.7,3.9
1996/2/28,5.5,10.0,1.3
1996/2/29,7.3,11.8,1.2
1996/3/1,6.6,9.6,4.5
1996/3/2,3.1,5.5,0.7
1996/3/3,3.9,7.7,0.9
1996/3/4,4.7,10.0,1.6
1996/3/5,2.1,4.6,-0.1
1996/3/6,4.0,8.6,0.2
1996/3/7,3.9,8.0,-0.5
1996/3/8,6.9,8.7,4.4
1996/3/9,4.5,6.6,1.8
1996/3/10,4.3,7.9,2.1
1996/3/11,4.8,9.4,1.6
1996/3/12,2.8,5.8,0.7
1996/3/13,6.2,12.1,-0.4
1996/3/14,8.8,15.1,2.8
1996/3/15,8.2,10.4,6.1
1996/3/16,9.4,13.2,5.4
1996/3/17,11.3,14.2,9.1
1996/3/18,6.7,9.3,4.2
1996/3/19,4.1,5.7,2.0
1996/3/20,6.2,10.3,1.1
1996/3/21,12.5,17.1,7.4
1996/3/22,10.5,14.0,7.6
1996/3/23,5.9,8.1,4.0
1996/3/24,7.3,13.4,0.6
1996/3/25,8.7,10.0,8.0
1996/3/26,9.2,13.1,4.7
1996/3/27,7.8,12.1,2.4
1996/3/28,8.9,13.6,3.4
1996/3/29,10.3,15.3,3.9
1996/3/30,15.3,19.1,12.0
1996/3/31,11.4,13.0,10.3
1996/4/1,8.5,11.1,5.4
1996/4/2,6.0,9.3,2.3
1996/4/3,4.9,9.5,1.2
1996/4/4,4.6,10.3,0.4
1996/4/5,6.9,11.3,2.3
1996/4/6,9.6,15.3,3.0
1996/4/7,10.2,12.3,8.5
1996/4/8,10.5,14.7,6.4
1996/4/9,10.6,13.7,8.3
1996/4/10,8.8,12.5,4.5
1996/4/11,6.1,9.5,1.4
1996/4/12,5.5,8.2,2.4
1996/4/13,7.4,11.8,3.7
1996/4/14,10.5,16.0,4.2
1996/4/15,13.5,18.1,9.6
1996/4/16,11.6,13.5,10.4
1996/4/17,14.5,18.9,7.8
1996/4/18,13.1,16.9,10.3
1996/4/19,9.5,12.2,7.8
1996/4/20,8.7,12.1,5.4
1996/4/21,7.9,11.9,4.1
1996/4/22,9.2,14.7,1.8
1996/4/23,15.5,21.4,10.8
1996/4/24,16.1,21.1,12.0
1996/4/25,14.8,19.3,10.6
1996/4/26,14.8,20.7,10.0
1996/4/27,16.1,22.4,9.1
1996/4/28,14.9,17.6,10.8
1996/4/29,21.2,28.4,9.8
1996/4/30,20.3,22.5,18.6
1996/5/1,18.2,20.5,15.7
