É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:45:48

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1990/1/1,5.1,10.1,2.2
1990/1/2,5.8,10.4,1.5
1990/1/3,5.0,6.8,2.7
1990/1/4,5.3,8.8,3.4
1990/1/5,5.3,12.4,-0.5
1990/1/6,5.7,11.1,2.7
1990/1/7,4.7,11.3,0.0
1990/1/8,5.7,12.9,-1.3
1990/1/9,10.8,13.8,5.4
1990/1/10,13.5,18.9,10.4
1990/1/11,9.7,14.3,6.5
1990/1/12,9.2,12.5,5.9
1990/1/13,6.6,9.6,4.2
1990/1/14,4.8,10.1,1.2
1990/1/15,3.7,8.4,-0.7
1990/1/16,4.6,9.6,0.2
1990/1/17,5.1,11.9,-0.3
1990/1/18,9.6,16.8,1.8
1990/1/19,9.7,12.7,6.2
1990/1/20,5.4,8.7,4.1
1990/1/21,3.5,8.9,-0.9
1990/1/22,5.0,10.0,-1.1
1990/1/23,1.3,5.6,-1.6
1990/1/24,0.1,4.0,-2.2
1990/1/25,-0.4,1.7,-2.1
1990/1/26,1.1,5.4,-2.3
1990/1/27,2.5,7.6,-1.0
1990/1/28,5.1,11.5,-2.7
1990/1/29,12.4,16.3,8.6
1990/1/30,9.9,13.8,7.5
1990/1/31,6.9,8.0,6.1
1990/2/1,6.5,10.7,2.2
1990/2/2,5.2,11.2,-0.9
1990/2/3,6.6,8.4,5.3
1990/2/4,7.1,9.1,5.3
1990/2/5,7.9,14.8,2.5
1990/2/6,7.8,10.8,4.3
1990/2/7,8.8,14.9,3.9
1990/2/8,6.2,7.8,3.4
1990/2/9,7.7,13.4,4.0
1990/2/10,12.7,18.3,4.2
1990/2/11,12.1,18.0,7.8
1990/2/12,8.8,12.6,5.5
1990/2/13,6.9,13.1,1.3
1990/2/14,8.1,10.7,5.4
1990/2/15,9.5,13.2,7.6
1990/2/16,9.1,13.7,6.1
1990/2/17,8.2,14.3,2.4
1990/2/18,11.1,16.1,3.7
1990/2/19,14.8,17.5,12.3
1990/2/20,11.3,17.0,6.0
1990/2/21,9.5,15.8,3.6
1990/2/22,13.8,17.4,7.7
1990/2/23,15.1,17.8,12.4
1990/2/24,12.1,15.1,10.6
1990/2/25,10.1,12.9,8.2
1990/2/26,9.5,14.6,6.5
1990/2/27,9.1,15.9,4.6
1990/2/28,7.2,11.1,2.4
1990/3/1,9.2,11.2,6.9
1990/3/2,10.1,11.6,8.5
1990/3/3,8.9,10.3,8.1
1990/3/4,8.2,13.7,4.1
1990/3/5,8.3,14.8,2.4
1990/3/6,8.4,13.8,2.1
1990/3/7,7.8,12.0,3.4
1990/3/8,6.1,12.0,1.7
1990/3/9,7.7,15.9,0.6
1990/3/10,9.6,17.5,2.5
1990/3/11,12.8,18.3,4.9
1990/3/12,10.8,16.1,5.6
1990/3/13,8.5,14.3,2.2
1990/3/14,12.6,18.2,4.1
1990/3/15,14.5,19.1,9.9
1990/3/16,10.1,16.1,4.8
1990/3/17,8.8,14.4,4.4
1990/3/18,8.5,12.7,3.8
1990/3/19,8.9,16.8,2.0
1990/3/20,10.7,17.0,3.8
1990/3/21,11.8,19.1,5.0
1990/3/22,14.1,20.2,7.1
1990/3/23,16.6,22.3,11.3
1990/3/24,15.7,20.1,11.6
1990/3/25,10.9,16.8,6.7
1990/3/26,9.0,15.6,3.3
1990/3/27,12.3,18.6,4.6
1990/3/28,13.7,17.3,10.9
1990/3/29,14.1,18.4,10.3
1990/3/30,12.8,16.6,8.0
1990/3/31,13.2,15.6,12.0
1990/4/1,13.0,16.7,10.6
1990/4/2,13.7,20.0,8.2
1990/4/3,15.7,22.7,9.1
1990/4/4,12.2,16.4,6.8
1990/4/5,8.2,12.8,3.5
1990/4/6,10.9,18.6,2.1
1990/4/7,13.4,17.2,8.6
1990/4/8,12.2,17.4,7.4
1990/4/9,13.2,21.9,5.8
1990/4/10,13.8,16.6,10.0
1990/4/11,16.9,22.7,11.4
1990/4/12,17.9,19.1,16.1
1990/4/13,16.4,19.7,12.1
1990/4/14,13.4,20.2,9.3
1990/4/15,12.4,18.4,7.4
1990/4/16,13.1,20.4,7.0
1990/4/17,11.8,17.0,8.0
1990/4/18,10.8,17.2,6.2
1990/4/19,11.1,17.0,3.9
1990/4/20,13.6,15.3,10.9
1990/4/21,15.6,19.1,12.2
1990/4/22,18.7,21.0,15.1
1990/4/23,13.7,18.2,9.8
1990/4/24,12.2,16.3,5.8
1990/4/25,12.7,20.0,3.6
1990/4/26,17.2,22.8,13.0
1990/4/27,17.8,23.7,11.9
1990/4/28,19.3,25.4,13.4
1990/4/29,18.1,23.3,12.2
1990/4/30,14.5,20.8,9.0
1990/5/1,15.7,22.5,8.7
