ダウンロードした時刻：2017/07/24 15:45:13

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,5.9,9.9,3.2
2005/1/2,6.0,10.6,1.2
2005/1/3,11.0,14.3,5.7
2005/1/4,11.7,15.5,5.6
2005/1/5,6.5,10.0,4.3
2005/1/6,8.7,11.6,6.0
2005/1/7,9.9,13.5,6.6
2005/1/8,6.9,10.3,4.9
2005/1/9,5.7,8.5,3.5
2005/1/10,4.8,8.1,2.4
2005/1/11,6.6,9.6,4.2
2005/1/12,5.7,7.6,3.3
2005/1/13,6.1,10.2,3.1
2005/1/14,8.1,10.5,4.8
2005/1/15,9.0,10.2,7.7
2005/1/16,7.7,11.0,6.3
2005/1/17,8.4,11.7,6.3
2005/1/18,7.7,11.7,5.3
2005/1/19,9.5,13.6,5.5
2005/1/20,5.9,8.8,3.5
2005/1/21,4.5,7.8,2.1
2005/1/22,6.1,10.7,2.1
2005/1/23,6.5,7.8,5.3
2005/1/24,8.8,13.4,4.7
2005/1/25,10.3,15.4,6.9
2005/1/26,7.6,13.0,4.1
2005/1/27,7.3,11.1,2.8
2005/1/28,10.0,14.4,7.2
2005/1/29,12.6,16.6,8.1
2005/1/30,8.2,14.0,5.9
2005/1/31,5.4,8.5,3.3
2005/2/1,2.2,6.0,-1.1
2005/2/2,3.4,7.2,-0.4
2005/2/3,4.6,7.7,2.1
2005/2/4,6.6,10.7,2.1
2005/2/5,8.3,13.2,5.7
2005/2/6,6.9,11.6,3.8
2005/2/7,8.2,11.1,4.0
2005/2/8,10.3,14.3,8.0
2005/2/9,10.8,15.2,6.6
2005/2/10,10.9,13.4,6.5
2005/2/11,7.1,11.2,4.6
2005/2/12,6.2,9.4,2.8
2005/2/13,6.4,9.9,2.4
2005/2/14,7.4,10.9,2.8
2005/2/15,10.9,15.1,8.5
2005/2/16,12.6,18.9,8.8
2005/2/17,12.2,15.7,8.8
2005/2/18,10.1,12.2,7.8
2005/2/19,9.9,11.3,7.7
2005/2/20,7.9,11.9,2.7
2005/2/21,3.6,8.1,0.8
2005/2/22,5.6,9.9,0.6
2005/2/23,13.1,16.3,9.9
2005/2/24,8.3,12.1,5.7
2005/2/25,9.5,14.2,6.3
2005/2/26,5.2,8.8,2.6
2005/2/27,5.0,9.0,0.2
2005/2/28,8.1,13.3,3.6
2005/3/1,8.0,12.9,4.3
2005/3/2,8.2,11.8,4.5
2005/3/3,8.9,12.5,7.0
2005/3/4,7.7,13.4,5.3
2005/3/5,5.4,7.5,2.9
2005/3/6,7.4,12.4,3.5
2005/3/7,9.2,12.7,2.9
2005/3/8,12.6,15.4,7.7
2005/3/9,14.4,18.6,9.7
2005/3/10,14.4,19.1,10.9
2005/3/11,14.1,15.0,12.7
2005/3/12,8.3,14.7,2.7
2005/3/13,4.0,8.2,0.9
2005/3/14,5.1,9.8,1.0
2005/3/15,7.8,13.1,3.7
2005/3/16,12.2,17.0,8.1
2005/3/17,15.0,17.8,11.3
2005/3/18,11.1,14.7,6.0
2005/3/19,8.6,13.3,3.9
2005/3/20,10.3,15.0,6.5
2005/3/21,11.4,15.4,6.3
2005/3/22,14.3,17.8,11.4
2005/3/23,13.2,16.7,7.4
2005/3/24,9.5,15.6,5.3
2005/3/25,6.2,9.4,3.1
2005/3/26,11.3,14.9,5.2
2005/3/27,13.4,17.6,9.5
2005/3/28,13.3,16.4,10.8
2005/3/29,13.3,16.1,10.0
2005/3/30,10.2,14.1,6.4
2005/3/31,13.0,19.0,7.1
2005/4/1,12.0,15.3,7.8
2005/4/2,11.6,12.6,10.1
2005/4/3,13.5,18.7,10.1
2005/4/4,10.8,15.4,7.1
2005/4/5,13.4,17.6,7.1
2005/4/6,16.5,20.5,12.7
2005/4/7,17.0,17.9,16.4
2005/4/8,18.9,24.1,15.8
2005/4/9,15.8,19.0,12.9
2005/4/10,17.9,22.1,14.3
2005/4/11,16.9,18.8,15.5
2005/4/12,13.3,15.9,12.2
2005/4/13,14.1,18.0,11.2
2005/4/14,14.2,18.9,9.2
2005/4/15,16.0,20.1,11.8
2005/4/16,16.2,19.9,12.0
2005/4/17,16.2,20.7,10.8
2005/4/18,17.1,21.6,13.6
2005/4/19,16.3,20.3,12.5
2005/4/20,15.7,17.2,14.5
2005/4/21,16.9,20.0,13.2
2005/4/22,15.2,18.3,11.4
2005/4/23,14.7,19.5,10.0
2005/4/24,14.6,18.8,10.4
2005/4/25,15.8,19.7,11.7
2005/4/26,17.1,20.2,13.9
2005/4/27,17.3,21.9,12.3
2005/4/28,20.1,23.4,16.5
2005/4/29,20.6,23.1,18.3
2005/4/30,20.9,26.1,17.1
2005/5/1,19.7,21.1,18.5
