ダウンロードした時刻：2017/07/24 15:42:41

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,7.4,11.4,3.3
2005/1/2,5.0,9.7,-0.1
2005/1/3,10.8,13.4,7.8
2005/1/4,12.4,16.0,8.2
2005/1/5,6.6,9.4,4.6
2005/1/6,6.3,10.3,1.2
2005/1/7,11.0,14.3,4.8
2005/1/8,6.6,9.1,3.5
2005/1/9,7.0,10.4,2.6
2005/1/10,6.3,9.4,1.5
2005/1/11,6.4,8.7,4.7
2005/1/12,6.2,9.1,1.1
2005/1/13,4.8,10.2,0.8
2005/1/14,8.0,10.5,2.3
2005/1/15,5.7,7.2,5.0
2005/1/16,8.2,13.0,5.5
2005/1/17,7.7,13.0,4.0
2005/1/18,7.8,12.9,3.6
2005/1/19,9.4,12.4,4.3
2005/1/20,8.0,10.4,5.8
2005/1/21,5.9,11.6,0.9
2005/1/22,6.5,10.9,0.2
2005/1/23,4.8,7.0,3.6
2005/1/24,8.5,12.0,4.0
2005/1/25,9.6,12.2,5.6
2005/1/26,5.0,6.4,3.9
2005/1/27,8.2,12.2,5.2
2005/1/28,8.7,12.0,5.1
2005/1/29,10.0,13.8,7.5
2005/1/30,9.3,12.6,5.8
2005/1/31,6.4,9.2,4.4
2005/2/1,4.4,7.6,2.8
2005/2/2,4.4,8.0,0.2
2005/2/3,4.5,9.4,-1.4
2005/2/4,7.6,11.1,2.1
2005/2/5,8.0,12.3,4.4
2005/2/6,7.0,10.4,4.0
2005/2/7,7.4,9.6,5.0
2005/2/8,6.1,6.8,5.5
2005/2/9,10.3,13.3,5.8
2005/2/10,12.6,16.9,7.1
2005/2/11,5.8,8.1,2.3
2005/2/12,5.6,8.7,1.2
2005/2/13,6.8,10.2,3.1
2005/2/14,6.7,11.3,1.9
2005/2/15,8.3,12.3,3.4
2005/2/16,6.5,10.3,4.4
2005/2/17,8.8,12.2,6.4
2005/2/18,6.6,8.9,3.1
2005/2/19,4.8,7.7,2.7
2005/2/20,9.8,14.2,6.6
2005/2/21,7.1,10.1,5.0
2005/2/22,7.2,10.6,1.0
2005/2/23,11.8,15.3,7.5
2005/2/24,9.3,12.8,4.5
2005/2/25,7.1,11.1,3.5
2005/2/26,5.5,8.8,1.9
2005/2/27,4.7,8.4,1.9
2005/2/28,6.7,11.7,1.9
2005/3/1,6.1,8.3,4.4
2005/3/2,7.1,10.9,1.9
2005/3/3,7.9,12.2,5.1
2005/3/4,3.9,7.1,1.7
2005/3/5,5.8,9.5,3.8
2005/3/6,4.8,6.1,3.6
2005/3/7,8.4,12.6,1.9
2005/3/8,12.8,15.4,8.9
2005/3/9,14.6,19.3,10.2
2005/3/10,13.2,17.3,8.9
2005/3/11,14.6,16.5,11.7
2005/3/12,11.3,15.2,6.9
2005/3/13,5.6,9.8,1.5
2005/3/14,5.1,10.6,-0.9
2005/3/15,7.5,12.5,0.0
2005/3/16,12.3,17.5,7.0
2005/3/17,13.0,16.9,7.6
2005/3/18,13.0,16.9,7.0
2005/3/19,8.6,13.3,4.1
2005/3/20,9.5,13.3,3.0
2005/3/21,10.8,15.1,4.8
2005/3/22,14.1,16.3,11.4
2005/3/23,13.3,17.0,7.8
2005/3/24,11.0,15.3,7.9
2005/3/25,7.7,11.2,5.4
2005/3/26,9.3,14.0,5.3
2005/3/27,12.2,16.8,3.8
2005/3/28,13.1,15.3,10.1
2005/3/29,13.1,17.3,8.4
2005/3/30,9.7,14.5,5.4
2005/3/31,11.4,15.6,3.5
2005/4/1,11.0,15.4,7.3
2005/4/2,11.3,14.6,6.4
2005/4/3,14.4,19.0,8.3
2005/4/4,7.4,11.9,4.5
2005/4/5,12.5,16.5,6.3
2005/4/6,16.6,22.9,8.7
2005/4/7,17.0,20.0,15.4
2005/4/8,18.1,23.1,15.7
2005/4/9,15.8,20.5,12.9
2005/4/10,17.5,20.8,14.6
2005/4/11,13.8,17.8,8.2
2005/4/12,7.9,8.4,7.3
2005/4/13,9.8,12.2,7.7
2005/4/14,13.6,18.7,9.1
2005/4/15,15.3,19.9,8.6
2005/4/16,15.5,20.1,10.5
2005/4/17,14.9,20.0,7.2
2005/4/18,14.2,16.9,12.5
2005/4/19,14.8,19.8,10.4
2005/4/20,14.3,18.1,12.8
2005/4/21,17.5,19.7,14.4
2005/4/22,16.0,18.9,13.0
2005/4/23,14.0,19.2,8.1
2005/4/24,13.9,16.9,11.0
2005/4/25,15.9,21.1,12.1
2005/4/26,15.8,20.3,9.4
2005/4/27,15.2,21.1,7.8
2005/4/28,18.2,21.4,15.2
2005/4/29,19.9,23.0,17.6
2005/4/30,17.9,23.0,12.1
2005/5/1,18.4,23.4,11.8
