ダウンロードした時刻：2017/07/24 15:45:34

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,10.9,12.9,9.0
2014/1/2,8.8,13.6,4.2
2014/1/3,7.8,13.7,2.7
2014/1/4,8.7,13.6,4.7
2014/1/5,6.8,11.3,3.9
2014/1/6,6.1,11.2,2.2
2014/1/7,6.9,12.0,1.9
2014/1/8,8.4,11.3,6.6
2014/1/9,6.6,10.0,3.1
2014/1/10,2.9,6.5,0.5
2014/1/11,3.9,8.8,0.6
2014/1/12,3.9,8.9,0.0
2014/1/13,4.7,8.9,0.7
2014/1/14,4.3,8.8,1.1
2014/1/15,4.4,9.8,-0.3
2014/1/16,5.0,10.7,0.6
2014/1/17,5.7,10.2,2.1
2014/1/18,5.3,8.9,2.3
2014/1/19,3.9,8.1,0.6
2014/1/20,6.8,13.5,-0.2
2014/1/21,5.4,8.3,2.4
2014/1/22,3.9,8.1,0.4
2014/1/23,4.6,9.9,0.5
2014/1/24,6.5,12.2,1.1
2014/1/25,10.2,16.6,4.3
2014/1/26,9.0,13.4,2.4
2014/1/27,3.6,9.2,-1.1
2014/1/28,6.9,12.5,0.9
2014/1/29,8.1,13.7,2.8
2014/1/30,10.7,14.0,7.2
2014/1/31,11.3,15.4,6.0
2014/2/1,10.2,16.3,4.0
2014/2/2,14.0,19.3,10.5
2014/2/3,12.1,14.5,9.3
2014/2/4,7.0,10.6,3.6
2014/2/5,3.7,6.9,1.0
2014/2/6,2.0,4.1,0.4
2014/2/7,3.1,4.6,1.7
2014/2/8,3.7,7.8,0.9
2014/2/9,4.9,10.7,-0.2
2014/2/10,3.9,5.9,2.4
2014/2/11,2.8,6.2,1.0
2014/2/12,3.5,8.9,-1.8
2014/2/13,4.5,8.2,0.5
2014/2/14,4.2,7.0,1.1
2014/2/15,5.9,10.1,3.0
2014/2/16,5.5,11.2,0.6
2014/2/17,6.7,11.5,2.2
2014/2/18,4.3,5.8,3.3
2014/2/19,4.6,8.2,2.5
2014/2/20,4.8,10.5,-0.1
2014/2/21,5.4,11.3,0.3
2014/2/22,6.3,12.4,0.9
2014/2/23,7.3,13.5,1.7
2014/2/24,6.9,12.6,1.9
2014/2/25,8.3,15.0,2.7
2014/2/26,8.8,12.8,4.2
2014/2/27,11.4,14.9,8.7
2014/2/28,12.2,16.8,7.8
2014/3/1,10.8,12.6,9.4
2014/3/2,10.4,14.9,7.3
2014/3/3,7.9,12.3,5.1
2014/3/4,7.9,13.4,1.4
2014/3/5,8.2,12.1,5.1
2014/3/6,5.2,8.7,1.8
2014/3/7,4.1,8.7,-0.6
2014/3/8,4.7,10.3,-0.8
2014/3/9,6.8,10.8,1.9
2014/3/10,4.7,9.5,0.7
2014/3/11,6.4,12.5,0.0
2014/3/12,11.0,17.7,3.8
2014/3/13,11.4,15.6,6.9
2014/3/14,6.8,10.6,3.4
2014/3/15,6.8,11.9,0.9
2014/3/16,11.5,16.9,5.9
2014/3/17,12.9,18.8,7.1
2014/3/18,15.9,19.8,11.2
2014/3/19,14.4,18.9,10.3
2014/3/20,10.6,13.5,8.5
2014/3/21,7.6,11.5,3.4
2014/3/22,7.1,12.9,1.7
2014/3/23,10.3,15.9,4.3
2014/3/24,12.9,19.4,6.3
2014/3/25,15.1,20.3,10.0
2014/3/26,15.6,18.6,13.2
2014/3/27,15.9,20.9,11.4
2014/3/28,14.8,20.9,8.4
2014/3/29,15.4,20.9,12.7
2014/3/30,14.3,18.6,12.0
2014/3/31,12.4,17.0,8.4
2014/4/1,13.2,20.1,7.0
2014/4/2,14.8,20.6,8.6
2014/4/3,14.6,19.8,10.7
2014/4/4,10.9,14.2,5.0
2014/4/5,7.1,11.0,3.3
2014/4/6,7.7,11.2,3.8
2014/4/7,9.2,14.4,3.0
2014/4/8,12.9,18.3,6.8
2014/4/9,14.3,20.4,8.4
2014/4/10,14.7,19.1,9.7
2014/4/11,13.3,17.2,8.7
2014/4/12,13.1,15.0,11.7
2014/4/13,11.8,13.0,10.3
2014/4/14,13.9,21.0,7.7
2014/4/15,14.0,20.6,6.5
2014/4/16,16.5,21.9,11.3
2014/4/17,17.5,23.4,11.8
2014/4/18,14.7,17.1,13.1
2014/4/19,15.6,21.0,10.7
2014/4/20,13.1,16.3,11.0
2014/4/21,15.6,20.2,12.5
2014/4/22,14.4,17.8,10.8
2014/4/23,14.5,20.9,8.6
2014/4/24,15.9,23.3,9.3
2014/4/25,16.8,23.0,10.0
2014/4/26,17.4,23.1,12.5
2014/4/27,18.2,23.8,13.4
2014/4/28,18.0,21.8,15.6
2014/4/29,19.0,25.3,15.4
2014/4/30,17.8,21.7,15.3
2014/5/1,18.1,21.4,15.5
