ダウンロードした時刻：2017/07/24 15:42:33

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,4.2,10.3,-1.1
1999/1/2,7.3,11.7,-0.6
1999/1/3,7.4,11.3,3.9
1999/1/4,7.1,12.0,2.9
1999/1/5,3.6,10.3,-2.2
1999/1/6,7.1,13.7,0.6
1999/1/7,12.0,16.1,8.0
1999/1/8,3.9,8.4,0.3
1999/1/9,3.3,8.3,-1.9
1999/1/10,3.0,10.5,-4.2
1999/1/11,4.3,11.0,-0.9
1999/1/12,4.0,12.0,-2.2
1999/1/13,5.7,11.2,-0.5
1999/1/14,8.1,13.6,-0.5
1999/1/15,4.6,8.1,-0.6
1999/1/16,6.5,13.0,-2.2
1999/1/17,5.6,11.1,0.3
1999/1/18,6.0,14.3,0.2
1999/1/19,7.5,13.3,0.6
1999/1/20,11.0,17.0,3.0
1999/1/21,6.6,12.6,-0.9
1999/1/22,5.1,11.9,-2.5
1999/1/23,8.2,14.8,1.5
1999/1/24,5.8,9.5,3.6
1999/1/25,7.9,12.4,4.9
1999/1/26,8.8,15.6,3.8
1999/1/27,8.8,13.6,1.8
1999/1/28,12.9,16.8,6.4
1999/1/29,6.6,11.7,0.3
1999/1/30,4.5,8.3,1.0
1999/1/31,4.7,11.7,-1.5
1999/2/1,4.1,7.3,0.7
1999/2/2,6.1,12.8,-1.1
1999/2/3,4.8,8.9,-0.3
1999/2/4,2.1,7.5,-2.6
1999/2/5,5.2,10.6,-2.5
1999/2/6,5.1,10.8,-1.5
1999/2/7,3.3,11.9,-2.3
1999/2/8,6.0,14.2,-1.4
1999/2/9,8.8,12.8,3.8
1999/2/10,9.9,14.5,2.8
1999/2/11,4.6,8.5,1.7
1999/2/12,6.4,11.7,0.8
1999/2/13,3.6,8.1,-0.5
1999/2/14,2.2,9.5,-3.3
1999/2/15,4.0,10.5,-4.2
1999/2/16,5.6,13.8,-0.8
1999/2/17,10.4,17.1,0.1
1999/2/18,14.6,18.9,10.0
1999/2/19,8.6,14.4,2.7
1999/2/20,6.1,11.6,-0.3
1999/2/21,5.7,10.8,0.0
1999/2/22,3.5,11.8,-2.9
1999/2/23,5.2,13.2,-2.5
1999/2/24,5.8,10.4,0.4
1999/2/25,9.5,17.1,3.4
1999/2/26,9.9,15.7,-0.1
1999/2/27,14.3,19.4,5.3
1999/2/28,5.8,11.8,1.4
1999/3/1,8.9,15.8,0.4
1999/3/2,10.9,17.7,2.1
1999/3/3,10.4,14.8,5.1
1999/3/4,11.7,17.3,3.6
1999/3/5,15.5,18.6,8.8
1999/3/6,14.0,18.3,9.1
1999/3/7,10.3,15.2,5.5
1999/3/8,8.4,11.8,4.7
1999/3/9,7.4,12.6,4.1
1999/3/10,5.8,7.7,4.2
1999/3/11,6.0,9.7,1.4
1999/3/12,5.8,10.8,0.9
1999/3/13,8.6,13.4,2.8
1999/3/14,12.3,18.3,4.2
1999/3/15,16.5,18.8,11.6
1999/3/16,13.2,18.1,7.4
1999/3/17,13.7,19.3,6.6
1999/3/18,15.8,21.0,8.9
1999/3/19,16.8,18.9,15.5
1999/3/20,6.8,15.6,2.4
1999/3/21,7.4,11.8,2.1
1999/3/22,7.1,11.7,2.2
1999/3/23,7.2,13.2,0.9
1999/3/24,11.0,17.7,3.3
1999/3/25,13.2,16.9,11.1
1999/3/26,15.0,17.5,12.6
1999/3/27,13.4,18.4,7.3
1999/3/28,8.4,11.8,5.6
1999/3/29,7.4,11.5,4.7
1999/3/30,7.8,11.7,5.1
1999/3/31,7.5,10.9,4.6
1999/4/1,12.4,18.1,3.1
1999/4/2,17.2,20.8,12.4
1999/4/3,10.2,13.1,8.4
1999/4/4,11.4,16.8,7.1
1999/4/5,12.2,17.9,7.5
1999/4/6,12.3,19.1,6.9
1999/4/7,11.3,17.5,6.2
1999/4/8,10.0,14.9,3.7
1999/4/9,10.2,16.4,0.3
1999/4/10,13.5,17.2,7.0
1999/4/11,15.9,17.0,14.3
1999/4/12,16.1,20.0,13.9
1999/4/13,17.4,21.5,13.6
1999/4/14,15.7,19.4,12.3
1999/4/15,13.7,19.7,7.6
1999/4/16,13.7,18.2,8.5
1999/4/17,15.6,20.5,9.6
1999/4/18,14.5,17.1,12.3
1999/4/19,15.1,17.5,13.7
1999/4/20,17.2,23.7,13.3
1999/4/21,15.1,18.8,12.1
1999/4/22,16.0,22.0,8.8
1999/4/23,15.2,17.9,12.8
1999/4/24,15.5,17.2,13.8
1999/4/25,17.4,22.7,13.8
1999/4/26,17.2,23.0,12.2
1999/4/27,16.8,22.6,11.5
1999/4/28,18.2,23.6,12.0
1999/4/29,13.9,17.5,11.6
1999/4/30,12.1,18.7,4.9
1999/5/1,14.9,21.1,6.2
