ダウンロードした時刻：2017/07/24 15:46:08

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,6.2,9.8,4.2
1999/1/2,8.0,12.0,3.1
1999/1/3,8.2,11.7,6.2
1999/1/4,8.0,12.3,5.0
1999/1/5,7.0,11.7,3.0
1999/1/6,8.3,12.9,2.4
1999/1/7,8.4,12.6,2.6
1999/1/8,2.3,5.3,0.9
1999/1/9,2.5,5.5,0.7
1999/1/10,4.6,7.8,1.2
1999/1/11,6.1,9.7,3.8
1999/1/12,5.5,8.9,2.4
1999/1/13,6.2,10.1,3.0
1999/1/14,7.8,11.8,4.6
1999/1/15,5.5,7.4,3.7
1999/1/16,6.7,10.6,2.8
1999/1/17,5.9,9.0,1.7
1999/1/18,6.0,12.3,0.9
1999/1/19,8.1,13.4,3.9
1999/1/20,9.7,14.3,5.8
1999/1/21,5.7,9.0,2.9
1999/1/22,5.1,9.8,0.0
1999/1/23,8.3,13.6,2.4
1999/1/24,8.0,9.4,7.1
1999/1/25,6.9,9.7,4.0
1999/1/26,9.1,12.6,4.0
1999/1/27,7.4,10.9,3.7
1999/1/28,8.5,13.8,4.2
1999/1/29,5.6,11.0,2.7
1999/1/30,5.0,9.9,0.9
1999/1/31,5.9,10.7,1.4
1999/2/1,7.3,9.2,5.6
1999/2/2,6.6,10.9,1.8
1999/2/3,1.1,4.5,-1.4
1999/2/4,1.4,6.5,-2.2
1999/2/5,3.5,8.8,-1.9
1999/2/6,4.5,9.5,1.3
1999/2/7,6.7,13.1,0.8
1999/2/8,8.4,13.6,3.4
1999/2/9,7.8,13.3,4.1
1999/2/10,8.3,13.6,3.3
1999/2/11,6.0,8.7,3.3
1999/2/12,4.7,7.8,1.4
1999/2/13,3.5,7.4,0.6
1999/2/14,5.1,9.8,0.7
1999/2/15,5.8,9.3,3.0
1999/2/16,6.2,11.7,0.7
1999/2/17,8.4,13.9,2.3
1999/2/18,8.4,12.0,5.4
1999/2/19,6.1,10.7,3.4
1999/2/20,3.7,8.4,0.2
1999/2/21,3.6,8.0,0.3
1999/2/22,5.5,10.8,0.0
1999/2/23,8.2,13.1,2.2
1999/2/24,8.3,12.6,4.9
1999/2/25,10.5,14.7,6.2
1999/2/26,10.3,17.0,3.5
1999/2/27,10.2,17.0,3.9
1999/2/28,6.5,11.5,3.3
1999/3/1,8.7,14.1,2.2
1999/3/2,11.4,17.6,4.8
1999/3/3,11.1,14.7,7.6
1999/3/4,9.7,13.3,4.6
1999/3/5,15.6,22.7,9.4
1999/3/6,11.3,16.7,7.8
1999/3/7,7.9,9.0,6.2
1999/3/8,9.7,13.3,7.7
1999/3/9,7.1,8.2,6.1
1999/3/10,8.9,12.1,5.9
1999/3/11,8.5,11.4,6.6
1999/3/12,7.4,10.3,5.1
1999/3/13,7.7,10.9,2.6
1999/3/14,13.4,18.4,8.1
1999/3/15,16.5,22.7,12.7
1999/3/16,12.9,16.8,9.8
1999/3/17,13.8,21.1,6.1
1999/3/18,16.5,19.7,11.9
1999/3/19,15.7,19.7,9.2
1999/3/20,6.9,9.8,3.2
1999/3/21,7.5,9.4,5.9
1999/3/22,6.1,9.2,3.2
1999/3/23,5.9,10.3,0.9
1999/3/24,9.9,15.7,1.9
1999/3/25,13.5,16.2,11.2
1999/3/26,14.9,19.6,12.8
1999/3/27,11.6,15.2,8.0
1999/3/28,9.4,13.9,5.8
1999/3/29,7.1,9.0,5.4
1999/3/30,5.8,7.2,5.0
1999/3/31,11.7,19.0,5.7
1999/4/1,15.1,21.7,7.0
1999/4/2,15.5,22.1,10.1
1999/4/3,10.2,13.5,7.9
1999/4/4,10.5,15.3,6.9
1999/4/5,11.2,15.9,6.3
1999/4/6,13.0,20.9,6.6
1999/4/7,10.0,13.1,7.2
1999/4/8,9.9,15.9,4.5
1999/4/9,12.7,19.2,4.7
1999/4/10,14.5,17.1,13.0
1999/4/11,16.5,21.8,13.4
1999/4/12,15.6,21.5,10.8
1999/4/13,17.2,23.8,13.1
1999/4/14,14.7,18.8,11.7
1999/4/15,12.4,16.4,7.4
1999/4/16,14.4,20.3,9.0
1999/4/17,15.9,20.3,13.1
1999/4/18,13.4,14.9,12.4
1999/4/19,15.6,19.0,13.5
1999/4/20,18.0,22.9,14.5
1999/4/21,17.9,22.4,14.3
1999/4/22,18.0,21.4,15.0
1999/4/23,16.1,18.1,13.7
1999/4/24,16.6,20.8,13.9
1999/4/25,18.2,23.1,14.7
1999/4/26,18.1,22.2,14.2
1999/4/27,18.5,23.9,14.0
1999/4/28,16.7,21.4,13.0
1999/4/29,13.5,18.5,9.7
1999/4/30,13.3,19.8,7.2
1999/5/1,15.3,21.1,7.1
