ダウンロードした時刻：2017/07/24 15:43:22

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,0.7,3.1,-1.4
2015/1/2,0.8,3.8,-1.5
2015/1/3,3.0,6.5,0.8
2015/1/4,5.2,10.3,2.6
2015/1/5,5.9,11.4,1.9
2015/1/6,8.7,11.3,5.9
2015/1/7,5.4,6.6,4.2
2015/1/8,4.0,6.6,1.5
2015/1/9,2.2,3.9,0.7
2015/1/10,3.0,6.7,0.5
2015/1/11,4.7,10.2,1.3
2015/1/12,5.0,6.6,3.7
2015/1/13,5.0,9.1,0.8
2015/1/14,4.0,9.4,-0.7
2015/1/15,5.6,8.7,3.9
2015/1/16,7.1,10.2,5.2
2015/1/17,4.4,7.7,1.6
2015/1/18,4.9,9.7,1.4
2015/1/19,5.1,7.9,3.6
2015/1/20,4.6,6.8,2.3
2015/1/21,5.6,10.7,0.6
2015/1/22,7.5,10.9,5.5
2015/1/23,6.0,8.2,3.7
2015/1/24,6.8,11.4,3.1
2015/1/25,7.7,12.3,2.9
2015/1/26,9.7,13.2,7.2
2015/1/27,7.7,12.5,1.5
2015/1/28,1.9,3.0,0.6
2015/1/29,2.4,5.2,0.6
2015/1/30,4.1,6.6,2.1
2015/1/31,3.6,5.8,0.6
2015/2/1,3.6,5.5,1.4
2015/2/2,4.8,6.5,1.5
2015/2/3,5.5,7.6,3.0
2015/2/4,4.7,9.2,1.8
2015/2/5,5.0,9.1,3.0
2015/2/6,3.8,6.5,-0.1
2015/2/7,5.4,9.4,-0.3
2015/2/8,4.6,9.2,-1.5
2015/2/9,-0.7,0.8,-2.1
2015/2/10,2.5,6.4,0.2
2015/2/11,6.4,11.9,3.1
2015/2/12,5.1,11.2,0.4
2015/2/13,1.0,3.0,-0.5
2015/2/14,3.1,8.2,0.1
2015/2/15,4.0,9.5,0.3
2015/2/16,4.7,10.9,-0.6
2015/2/17,6.4,11.4,3.7
2015/2/18,5.1,8.7,2.5
2015/2/19,4.8,6.7,2.5
2015/2/20,5.2,9.0,-0.1
2015/2/21,6.0,13.5,-2.2
2015/2/22,12.4,15.4,9.5
2015/2/23,8.8,12.4,4.1
2015/2/24,7.2,13.2,1.6
2015/2/25,7.5,12.5,4.5
2015/2/26,8.2,11.7,4.6
2015/2/27,4.7,8.8,2.5
2015/2/28,5.9,9.3,4.2
2015/3/1,6.3,8.0,4.5
2015/3/2,6.4,10.7,0.8
2015/3/3,4.3,9.0,-0.3
2015/3/4,6.1,9.8,4.6
2015/3/5,5.3,6.9,2.8
2015/3/6,4.4,10.4,0.3
2015/3/7,5.1,7.6,-0.1
2015/3/8,8.2,13.9,4.7
2015/3/9,6.5,10.2,2.9
2015/3/10,1.0,6.5,-1.7
2015/3/11,2.4,7.0,-2.4
2015/3/12,4.8,9.1,-0.3
2015/3/13,6.3,12.3,-0.6
2015/3/14,5.9,11.5,2.0
2015/3/15,9.3,15.9,2.0
2015/3/16,10.1,18.0,4.0
2015/3/17,13.2,22.9,5.4
2015/3/18,13.6,20.9,7.9
2015/3/19,13.4,18.3,10.8
2015/3/20,10.7,13.2,6.7
2015/3/21,11.3,20.3,4.3
2015/3/22,10.5,19.1,4.2
2015/3/23,7.2,10.5,4.3
2015/3/24,6.3,9.1,5.1
2015/3/25,7.6,11.9,2.8
2015/3/26,6.7,14.9,-0.6
2015/3/27,9.6,19.5,1.2
2015/3/28,12.8,22.2,5.1
2015/3/29,13.6,19.0,7.6
2015/3/30,11.8,19.6,5.5
2015/3/31,16.4,23.9,7.9
2015/4/1,14.2,18.8,10.9
2015/4/2,15.5,22.7,7.1
2015/4/3,18.1,22.2,11.8
2015/4/4,13.1,17.9,10.5
2015/4/5,13.6,19.4,12.1
2015/4/6,10.9,12.4,8.7
2015/4/7,8.5,10.6,7.3
2015/4/8,7.5,11.0,4.6
2015/4/9,8.7,14.8,1.2
2015/4/10,10.7,13.3,8.6
2015/4/11,11.3,16.0,5.4
2015/4/12,11.5,19.6,2.7
2015/4/13,12.7,14.9,10.6
2015/4/14,11.6,14.6,7.8
2015/4/15,10.8,16.0,5.9
2015/4/16,16.1,22.3,7.7
2015/4/17,12.4,18.8,6.1
2015/4/18,14.1,23.3,4.3
2015/4/19,17.4,19.8,13.9
2015/4/20,16.6,23.1,10.5
2015/4/21,11.3,16.2,6.4
2015/4/22,11.6,19.3,3.9
2015/4/23,14.1,22.3,5.3
2015/4/24,15.9,22.3,10.7
2015/4/25,14.6,22.0,8.4
2015/4/26,17.5,27.4,8.0
2015/4/27,19.2,29.3,11.6
2015/4/28,19.7,28.1,11.9
2015/4/29,19.9,26.9,15.1
2015/4/30,20.1,28.5,13.2
2015/5/1,19.2,26.7,13.0
